# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (cm²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
0;0;0;-2.4907;0;2.6506;0;0;0;0;0;0.90655;52;20;9.8122;110;0;0;0;14136;4498.6;6.0035;0.091656;NaN;1424.2;NaN;0.0081131;441385;92.865;-0.0041847;0.693;-0.05888;0.45283;0.16608;0.074087;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;140;153.94;70;180;NaN;14.35;1001.5;340;0.01;0.0013198
0.01;0;0;28.178;0;29.986;0;0;0;0;0;10.256;52;20;9.8122;110;0;0;0;14136;4498.6;6.0035;0.091656;NaN;1424.2;NaN;0.0079929;434844;554.21;-0.0040701;0.69447;-0.059004;0.4543;0.16608;0.074087;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;140;153.94;70;180;NaN;14.35;1001.5;340;0.01;0.0017839
0.02;0.0014092;0.28186;61.482;0.29995;65.427;-5.13E-04;0;5.13E-04;180;0.10259;22.377;52;20;9.8122;103.75;0;0;0;14132;4495;6.0025;0.091654;NaN;1424.1;NaN;0.0076162;414350;1054.9;-0.0013072;0.69924;-0.02087;0.45908;0.16608;0.074086;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.94E-05;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0025375
0.03;0.0073026;0.89686;94.809;0.95442;100.89;-0.0026579;0;0.0026579;180;0.32643;34.508;52;20;9.8122;88.776;0;0;0;14128;4490.5;6.0012;0.091651;NaN;1424;NaN;0.0072866;396418;1555.6;9.77E-07;0.70369;1.70E-05;0.46352;0.16608;0.074086;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.35E-05;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.002884
0.04;0.021013;1.8452;120.05;1.9636;127.76;-0.007648;0;0.007648;180;0.67161;43.696;52;20;9.8122;66.187;0;0;0;14123;4486;6;0.091647;NaN;1423.8;NaN;0.0078393;426489;1934.6;0.0063;0.69638;0.094944;0.45621;0.16608;0.074087;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.92E-04;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0032781
0.05;0.04547;3.0462;121.83;3.2417;129.65;-0.01655;0;0.01655;180;1.1087;44.343;52;20;9.8122;45.382;0;0;0;14117;4479.7;5.9982;0.091643;NaN;1423.6;NaN;0.0099169;539518;1960.5;0.046022;0.674;0.4334;0.43383;0.16609;0.07409;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.18E-04;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0035863
0.06;0.082026;4.2652;122.15;4.539;129.99;-0.029855;0;0.029855;180;1.5524;44.458;52;20;9.8122;33.146;0;0;0;14108;4470.6;5.9956;0.091636;NaN;1423.4;NaN;0.012883;700858;1964;0.11917;0.65099;0.66506;0.4108;0.16609;0.074095;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.45E-04;140;153.94;70;180;NaN;14.349;1001.5;339.99;0.01;0.0038878
0.07;0.13079;5.4874;122.47;5.8396;130.33;-0.047603;0;0.047603;180;1.9973;44.574;52;20;9.8122;25.681;0;0;0;14098;4460.7;5.9928;0.091629;NaN;1423.1;NaN;0.016219;882388;1967.5;0.21664;0.63221;0.76271;0.39201;0.1661;0.074103;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.72E-04;140;153.94;70;180;NaN;14.349;1001.5;339.99;0.01;0.0042167
0.08;0.19179;6.7128;122.79;7.1436;130.67;-0.069805;0;0.069805;180;2.4433;44.69;52;20;9.8122;20.805;0;0;0;14088;4450.8;5.99;0.091622;NaN;1422.7;NaN;0.019746;1074234;1971;0.33264;0.61718;0.79015;0.37696;0.16611;0.074113;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.00E-04;140;153.94;70;180;NaN;14.349;1001.5;339.99;0.01;0.0045446
0.09;0.26506;7.9414;123.1;8.4511;131.01;-0.096474;0;0.096474;180;2.8904;44.806;52;20;9.8122;17.417;0;0;0;14078;4441;5.9872;0.091615;NaN;1422.4;NaN;0.023381;1272001;1974.6;0.46412;0.60496;0.7863;0.36472;0.16612;0.074126;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.28E-04;140;153.94;70;180;NaN;14.348;1001.5;339.99;0.01;0.004889
0.1;0.35063;9.1732;123.42;9.7619;131.34;-0.12762;0;0.12762;180;3.3388;44.922;52;20;9.8122;14.941;0;0;0;14068;4431.1;5.9844;0.091607;NaN;1422.1;NaN;0.027086;1473536;1978.1;0.60679;0.59481;0.76604;0.35453;0.16614;0.074141;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.57E-04;140;153.94;70;180;NaN;14.348;1001.5;339.99;0.01;0.0051967
0.11;0.44854;10.408;123.74;11.076;131.68;-0.16325;0;0.16325;180;3.7882;45.038;52;20;9.8122;13.226;0;0;0;14058;4421.2;5.9816;0.0916;NaN;1421.8;NaN;0.030828;1677095;1981.6;0.75926;0.58624;0.73996;0.34592;0.16616;0.074158;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0010856;140;153.94;70;180;NaN;14.347;1001.5;339.99;0.01;0.0054973
0.12;0.55881;11.646;124.06;12.394;132.02;-0.20339;0;0.20339;180;4.2389;45.154;52;20;9.8122;11.88;0;0;0;14048;4411.3;5.9788;0.091593;NaN;1421.5;NaN;0.034601;1882356;1985.1;0.92391;0.57885;0.71474;0.3385;0.16618;0.074178;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0012148;140;153.94;70;180;NaN;14.346;1001.5;339.99;0.01;0.0057924
0.13;0.68148;12.888;124.38;13.715;132.36;-0.24804;0;0.24804;180;4.6907;45.269;52;20;9.8122;10.796;0;0;0;14038;4401.4;5.976;0.091586;NaN;1421.2;NaN;0.0384;2088977;1988.7;1.1106;0.57689;0.69764;0.33649;0.1662;0.0742;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013443;140;153.94;70;180;NaN;14.346;1001.4;339.99;0.01;0.0060914
0.14;0.81657;14.132;124.69;15.039;132.69;-0.29721;0;0.29721;180;5.1436;45.384;52;20;9.8122;9.9059;0;0;0;14029;4391.6;5.9732;0.091579;NaN;1420.9;NaN;0.042219;2296735;1992.2;1.3177;0.57693;0.68474;0.33648;0.16623;0.074225;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014741;140;153.94;70;180;NaN;14.345;1001.4;339.99;0.01;0.006389
0.15;0.96413;15.38;125.01;16.367;133.03;-0.35092;0;0.35092;180;5.5977;45.499;52;20;9.8122;9.1612;0;0;0;14019;4381.7;5.9703;0.091572;NaN;1420.6;NaN;0.046057;2505480;1995.7;1.5426;0.57697;0.6736;0.33647;0.16625;0.074252;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016042;140;153.94;70;180;NaN;14.344;1001.4;339.99;0.01;0.0066894
0.16;1.1242;16.63;125.32;17.698;133.36;-0.40917;0;0.40917;180;6.053;45.613;52;20;9.8122;8.5771;0;0;0;14009;4371.8;5.9675;0.091564;NaN;1420.3;NaN;0.049903;2714649;1999.2;1.7872;0.57702;0.66475;0.33646;0.16628;0.074281;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017347;140;153.94;70;180;NaN;14.343;1001.4;339.99;0.01;0.0069858
0.17;1.2968;17.884;125.64;19.032;133.7;-0.47198;0;0.47198;180;6.5094;45.728;52;20;9.8122;8.0751;0;0;0;13999;4361.9;5.9647;0.091557;NaN;1420;NaN;0.053763;2924582;2002.8;2.0506;0.57707;0.65715;0.33644;0.16632;0.074314;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018655;140;153.94;70;180;NaN;14.342;1001.4;339.99;0.01;0.0072822
0.18;1.4819;19.141;125.95;20.37;134.03;-0.53936;0;0.53936;180;6.9669;45.841;52;20;9.8122;7.6391;0;0;0;13989;4352;5.9619;0.09155;NaN;1419.7;NaN;0.057636;3135229;2006.3;2.3332;0.57713;0.65059;0.33643;0.16635;0.074348;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019966;140;153.94;70;180;NaN;14.34;1001.3;339.99;0.01;0.007581
0.19;1.6796;20.402;126.26;21.711;134.36;-0.61132;0;0.61132;180;7.4256;45.955;52;20;9.8122;7.2569;0;0;0;13979;4342.2;5.959;0.091543;NaN;1419.3;NaN;0.061522;3346554;2009.8;2.6351;0.57719;0.64491;0.33641;0.16639;0.074385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002128;140;153.94;70;180;NaN;14.339;1001.3;339.99;0.01;0.0078756
0.2;1.8899;21.665;126.57;23.055;134.69;-0.68788;0;0.68788;180;7.8854;46.068;52;20;9.8122;6.9191;0;0;0;13969;4332.3;5.9562;0.091536;NaN;1419;NaN;0.06542;3558525;2013.3;2.9567;0.57725;0.63996;0.33639;0.16643;0.074425;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022598;140;153.94;70;180;NaN;14.338;1001.3;339.99;0.01;0.0081712
0.21;2.1129;22.931;126.88;24.403;135.02;-0.76904;0;0.76904;180;8.3463;46.181;52;20;9.8122;6.5584;0;0;0;13959;4322.4;5.9534;0.091529;NaN;1418.7;NaN;0.069347;3772062;2016.9;3.2952;0.57732;0.63477;0.33638;0.16648;0.074468;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0023919;140;153.94;70;180;NaN;14.336;1001.3;339.99;0.01;0.0084743
0.22;2.3486;24.201;127.19;25.754;135.35;-0.85481;0;0.85481;180;8.8084;46.294;52;20;9.8122;6.2357;0;0;0;13950;4312.5;5.9505;0.091521;NaN;1418.4;NaN;0.073286;3986245;2020.4;3.6537;0.5774;0.63021;0.33636;0.16652;0.074513;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0025243;140;153.94;70;180;NaN;14.335;1001.2;339.99;0.01;0.0087728
0.23;2.5969;25.473;127.5;27.108;135.68;-0.94521;0;0.94521;180;9.2715;46.406;52;20;9.8122;5.9451;0;0;0;13940;4302.6;5.9477;0.091514;NaN;1418.1;NaN;0.077237;4201053;2023.9;4.0324;0.57747;0.62621;0.33634;0.16657;0.07456;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002657;140;153.94;70;180;NaN;14.333;1001.2;339.98;0.01;0.0090694
0.24;2.8581;26.749;127.81;28.466;136.01;-1.0402;0;1.0402;180;9.7359;46.518;52;20;9.8122;5.6821;0;0;0;13930;4292.8;5.9449;0.091507;NaN;1417.8;NaN;0.0812;4416468;2027.4;4.4315;0.57755;0.62268;0.33632;0.16663;0.074611;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027901;140;153.94;70;180;NaN;14.331;1001.2;339.98;0.01;0.0093664
0.25;3.1319;28.028;128.11;29.827;136.34;-1.1399;0;1.1399;180;10.201;46.629;52;20;9.8122;5.443;0;0;0;13920;4282.9;5.942;0.0915;NaN;1417.5;NaN;0.085173;4632475;2031;4.8512;0.57764;0.61956;0.33629;0.16668;0.074664;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029235;140;153.94;70;180;NaN;14.33;1001.2;339.98;0.01;0.009703
0.26;3.4186;29.31;128.42;31.191;136.66;-1.2443;0;1.2443;180;10.668;46.741;52;20;9.8122;5.209;0;0;0;13910;4273;5.9392;0.091493;NaN;1417.2;NaN;0.089164;4849408;2034.5;5.2907;0.57773;0.61658;0.33627;0.16674;0.07472;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0030572;140;153.94;70;180;NaN;14.328;1001.1;339.98;0.01;0.010006
0.27;3.7181;30.594;128.72;32.558;136.98;-1.3533;0;1.3533;180;11.135;46.852;52;20;9.8122;4.9946;0;0;0;13900;4263.1;5.9363;0.091486;NaN;1416.8;NaN;0.093166;5066919;2038;5.7512;0.57782;0.61392;0.33625;0.1668;0.074778;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031912;140;153.94;70;180;NaN;14.326;1001.1;339.98;0.01;0.010302
0.28;4.0305;31.882;129.03;33.928;137.31;-1.467;0;1.467;180;11.604;46.962;52;20;9.8122;4.7974;0;0;0;13890;4253.2;5.9335;0.091478;NaN;1416.5;NaN;0.097178;5284995;2041.5;6.2328;0.57792;0.61155;0.33622;0.16686;0.07484;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033255;140;153.94;70;180;NaN;14.324;1001;339.98;0.01;0.010602
0.29;4.3558;33.173;129.33;35.302;137.63;-1.5854;0;1.5854;180;12.074;47.072;52;20;9.8122;4.6153;0;0;0;13880;4243.4;5.9306;0.091471;NaN;1416.2;NaN;0.1012;5503628;2045.1;6.7359;0.57803;0.60943;0.33619;0.16693;0.074904;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0034602;140;153.94;70;180;NaN;14.322;1001;339.98;0.01;0.010899
0.3;4.694;34.467;129.63;36.679;137.95;-1.7085;0;1.7085;180;12.545;47.182;52;20;9.8122;4.4468;0;0;0;13871;4233.5;5.9278;0.091464;NaN;1415.9;NaN;0.10523;5722808;2048.6;7.2605;0.57814;0.60753;0.33617;0.167;0.07497;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0035952;140;153.94;70;180;NaN;14.319;1001;339.98;0.01;0.011199
0.31;5.0452;35.764;128.35;38.059;138.35;-1.8363;0;1.8363;180;13.017;51.641;52;20;9.8122;4.2468;0;0;0;13861;4223.6;5.9249;0.091457;1840.4;1415.6;3.0342;0.1093;5943803;2053;7.8037;0.57825;0.60532;0.33614;0.16707;0.07504;1.3657;4.1438;2.98E-04;0;0;0;0;0;0.0037304;140;153.94;70;180;NaN;14.317;1000.9;339.98;0.015;0.011604
0.325;5.5961;37.691;128.84;40.136;138.86;-2.0374;-1.71E-07;2.0374;-180;13.792;51.807;52;20;9.8122;3.8632;0;1.0966;-1.51E-05;13848;4211.3;5.9213;0.091448;1845.1;1415.2;3.0711;0.11541;6275547;2059.6;8.6408;0.57843;0.60124;0.33609;0.16719;0.075151;1.2331;3.7861;1.35E-04;0;0;0;0;7.58E-04;0.0039369;140;153.94;70.008;180;NaN;14.314;1000.9;339.97;0.0225;0.011907
0.3475;6.4768;40.595;129.6;43.263;139.63;-2.3608;-1.10E-06;2.3608;-180;14.959;51.958;52;20;9.8121;3.3265;0;2.7681;-1.20E-04;13830;4192.7;5.9159;0.091434;1851.9;1414.6;3.124;0.12461;6775627;2069.5;9.9865;0.57872;0.59606;0.33602;0.16738;0.075328;1.0506;3.2779;3.47E-04;0;0;0;0;0.0041416;0.004248;140;153.94;70.052;180;NaN;14.308;1000.8;339.97;0.03375;0.012462
0.38125;7.9208;44.98;130.8;47.984;140.77;-2.8952;-4.10E-06;2.8952;-180;16.711;52.021;52;20;9.8121;2.7384;0;5.3191;-2.55E-04;13802;4164.9;5.9079;0.091414;1859.6;1413.7;3.1854;0.13841;7524661;2084.3;12.219;0.5792;0.59127;0.33589;0.16768;0.075619;0.85494;2.7106;-3.96E-04;0;0;0;0;0.012397;0.0047171;140;153.94;70.188;180;NaN;14.299;1000.6;339.96;0.05;0.012776
0.43125;10.334;51.547;132.72;55.041;142.41;-3.7956;-1.25E-05;3.7956;-180;19.297;51.632;52;20;9.8121;1.9986;0;9.0786;-3.30E-04;13761;4123.6;5.8958;0.091384;1869.7;1412.3;3.2665;0.15895;8639498;2101.9;15.984;0.58;0.58665;0.33569;0.1682;0.076109;0.61501;1.9815;-3.37E-04;0;0;0;0;0.027385;0.0054169;140;153.94;70.548;180;NaN;14.283;1000.3;339.95;0.05;0.013074
0.48125;13.078;58.212;134.8;62.175;143.87;-4.8245;-2.62E-05;4.8245;-180;21.843;50.282;52;20;9.8121;0.9002;-4.20E-07;12.218;-0.0016839;13711;4074.2;5.8813;0.091348;1885;1410.7;3.3879;0.18006;9784938;2119.5;20.356;0.58094;0.58236;0.33545;0.16881;0.076684;0.27092;0.87887;1.33E-04;0;0;0;0;0.038648;0.0061211;140;153.94;71.087;180;NaN;14.265;999.99;339.94;0.05;0.013373
0.53125;16.157;64.985;136.97;69.381;145.29;-5.9786;-4.62E-05;5.9786;-180;24.303;48.447;52;20;9.8121;0.019531;-3.38E-07;-13.092;-0.1517;13662;4024.8;5.8667;0.091313;1898;1409.1;3.492;0.20134;10938228;2137.2;25.427;0.58202;0.58202;0.33517;0.16951;0.077335;0.005774;0.056103;-2.44E-04;0;0;0;0;-0.035495;0.0068272;140;153.94;71.729;180;NaN;14.245;999.63;339.93;0.05;0.013673
0.58125;19.578;71.864;139.06;76.655;146.68;-7.2535;-7.39E-05;7.2535;-180;26.673;46.673;52;20;9.8121;0.53941;-5.20E-07;-11.897;-0.0069358;13612;3975.4;5.8521;0.091277;1890.8;1407.5;3.4521;0.22252;12085159;2154.8;31.137;0.58322;0.58374;0.33487;0.17029;0.078056;0.16153;0.58122;5.69E-05;0;0;0;0;-0.023998;0.0075346;140;153.94;72.362;180;NaN;14.223;999.23;339.92;0.05;0.013972
0.63125;23.346;78.845;141.06;83.994;148.03;-8.6447;-1.11E-04;8.6447;-180;28.957;44.888;52;20;9.8121;1.0489;0;-8.5861;-0.004774;13563;3926;5.8374;0.091241;1883.9;1405.8;3.4151;0.24413;13254235;2170.9;37.638;0.58457;0.58649;0.33453;0.17117;0.078865;0.31807;1.0968;-4.10E-04;0;0;0;0;-0.010386;0.0082435;140;153.94;72.885;180;NaN;14.198;998.78;339.9;0.041357;0.01427
0.67261;26.728;84.693;142.44;90.115;149.07;-9.8802;-1.52E-04;9.8802;-180;30.785;43.944;52;20;9.8121;1.2575;-4.28E-07;-3.6688;-0.003832;13518;3880.9;5.8239;0.091208;1881.4;1404.3;3.4076;0.26217;1.42E+07;2183.5;43.542;0.58581;0.58855;0.33423;0.17198;0.079598;0.3836;1.3089;-4.75E-06;0;0;0;0;-0.0016445;0.0088311;140;153.94;73.144;180;NaN;14.176;998.39;339.89;0.02999;0.014576
0.7026;29.332;88.968;143.2;94.581;149.78;-10.823;-1.87E-04;10.823;-180;32.098;43.888;52;20;9.8121;1.2145;-5.29E-07;0.50405;-0.0039685;13483;3845.6;5.8133;0.091182;1882.2;1403.1;3.4222;0.27527;14937046;2193.7;48.051;0.58677;0.58933;0.33399;0.17261;0.080163;0.37058;1.2677;-3.42E-04;0;0;0;0;2.82E-05;0.0092591;140;153.94;73.192;180;NaN;14.159;998.08;339.88;0.028046;0.014896
0.73064;31.883;92.987;143.83;98.78;150.5;-11.741;-2.25E-04;11.741;-180;33.331;44.297;52;20;9.8121;1.1057;-3.32E-07;4.5417;-0.0030916;13454;3817;5.8046;0.091162;1884;1402.1;3.4418;0.28765;15605285;2203.6;52.5;0.58771;0.58985;0.33375;0.17324;0.080722;0.33699;1.1573;-2.48E-04;0;0;0;0;0.0020937;0.0096614;140;153.94;73.121;180;NaN;14.143;997.78;339.87;0.0281;0.015278
0.75874;34.553;97.028;144.3;103.01;151.23;-12.695;-2.68E-04;12.695;-180;34.586;45.279;52;20;9.8121;0.8835;-2.87E-07;8.3451;-0.0032831;13426;3789.2;5.7963;0.091142;1887.4;1401.2;3.4726;0.30009;16276557;2214.2;57.146;0.58871;0.59009;0.33351;0.17389;0.081309;0.26831;0.92524;-1.77E-04;0;0;0;0;0.0064949;0.010067;140;153.94;72.939;180;NaN;14.125;997.47;339.86;0.032258;0.015673
0.791;37.758;101.68;144.62;107.89;152.1;-13.834;-3.24E-04;13.834;-180;36.071;47.102;52;20;9.8121;0.50537;0;11.655;-0.0024676;13396;3759.4;5.7872;0.09112;1893;1400.2;3.5204;0.3144;17047720;2228.4;62.733;0.58993;0.59039;0.33321;0.1747;0.082015;0.15246;0.52521;3.03E-04;0;0;0;0;0.011542;0.010537;140;153.94;72.612;180;NaN;14.105;997.09;339.85;0.048387;0.015992
0.83939;42.847;108.66;144.74;115.26;153.48;-15.636;-4.24E-04;15.636;-180;38.437;51.051;52;20;9.812;0.29357;0;-12.413;5.14E-04;13357;3719.6;5.7751;0.091091;1896.6;1398.8;3.5554;0.33565;18191873;2245.8;71.653;0.59184;0.592;0.33275;0.17597;0.083123;0.08837;0.32599;-4.39E-04;0;0;0;0;-0.011489;0.011253;140;153.94;72.005;180;NaN;14.071;996.5;339.83;0.05;0.016293
0.88939;48.461;115.88;144.97;122.94;154.71;-17.623;-5.45E-04;17.623;-180;41.066;54.042;52;20;9.812;0.67549;9.65E-07;-7.1483;0.002683;13308;3671;5.7602;0.091056;1891.7;1397.1;3.5327;0.35822;19405341;2259.6;81.95;0.59403;0.59485;0.33222;0.17743;0.08438;0.20555;0.72899;3.90E-04;0;0;0;0;-0.0033456;0.012006;140;153.94;71.5;180;NaN;14.035;995.84;339.8;0.028601;0.016719
0.91799;51.835;120.02;145.17;127.37;155.22;-18.82;-6.24E-04;18.82;-180;42.622;54.942;52;20;9.812;0.73654;8.32E-07;-2.7826;0.0026547;13269;3632.1;5.7483;0.091028;1891.2;1395.8;3.5387;0.37121;20102762;2269;88.186;0.59537;0.59635;0.3319;0.17833;0.08514;0.22478;0.79629;4.02E-05;0;0;0;0;-4.72E-04;0.012441;140;153.94;71.356;180;NaN;14.013;995.44;339.79;0.024343;0.017116
0.94233;54.799;123.56;145.62;131.14;155.72;-19.874;-6.96E-04;19.874;-180;43.962;55.19;52;20;9.812;0.70369;1.05E-06;1.3;0.0026888;13243;3606;5.7403;0.091009;1892;1394.9;3.5508;0.38226;20695824;2277.5;93.654;0.59655;0.59745;0.33162;0.17912;0.085809;0.21491;0.76306;2.02E-04;0;0;0;0;9.72E-05;0.012814;140;153.94;71.338;180;NaN;13.994;995.09;339.78;0.023931;0.017416
0.96626;57.798;127.04;146.31;134.87;156.21;-20.942;-7.72E-04;20.942;-180;45.277;54.728;52;20;9.812;0.55082;1.08E-06;5.0407;0.0039326;13219;3582.1;5.7329;0.090991;1894.4;1394;3.5744;0.39323;21284175;2286.8;99.215;0.59775;0.59831;0.33133;0.17993;0.086492;0.16792;0.59912;-4.63E-04;0;0;0;0;0.0013808;0.013181;140;153.94;71.415;180;NaN;13.974;994.74;339.77;0.028775;0.017721
0.99504;61.514;131.26;147.41;139.37;156.8;-22.267;-8.71E-04;22.267;-180;46.833;53.433;52;20;9.812;0.26753;1.32E-06;8.1419;0.0068156;13193;3556.1;5.7248;0.090972;1898.8;1393.1;3.6125;0.40651;21995787;2299.4;106.24;0.59961;0.59974;0.33098;0.18129;0.087344;0.081217;0.29009;-3.35E-04;0;0;0;0;0.0033713;0.013622;140;153.94;71.609;180;NaN;13.95;994.31;339.75;0.043163;0.018028
1.0382;67.318;137.65;149.29;146.14;157.67;-24.337;-0.0010346;24.337;-180;49.077;50.724;52;20;9.812;0.217;1.74E-06;-8.3127;0.001312;13158;3520.6;5.7138;0.090947;1900.2;1391.8;3.631;0.42659;2.31E+07;2315.9;117.58;0.60308;0.60316;0.33041;0.18398;0.088687;0.066;0.24296;-2.87E-04;0;0;0;0;-0.0031917;0.014283;140;153.94;71.985;180;NaN;13.912;993.63;339.73;0.05;0.018328
1.0882;74.387;145.14;150.89;154.02;158.6;-26.853;-0.0012512;26.853;-180;51.548;48.855;52;20;9.8119;0.48118;-2.39E-06;-2.0661;-0.0014815;13112;3474.6;5.6994;0.090913;1897.2;1390.2;3.6214;0.4498;2.43E+07;2329;131.58;0.60722;0.60765;0.32973;0.18717;0.090319;0.1477;0.53488;-1.77E-04;0;0;0;0;-1.77E-04;0.015045;140;153.94;72.262;-179.99;NaN;13.866;992.8;339.7;0.024538;0.018628
1.1127;77.994;148.84;151.18;157.91;158.84;-28.133;-0.001369;28.133;-180;52.743;48.727;52;20;9.8119;0.49421;-2.17E-06;2.08;2.24E-04;13075;3437.7;5.6879;0.090886;1897.4;1388.9;3.6323;0.46132;24924527;2337.3;138.83;0.60932;0.60978;0.32938;0.18878;0.091161;0.15203;0.5516;2.31E-04;0;0;0;0;1.71E-04;0.01542;140;153.94;72.262;-179.99;NaN;13.843;992.37;339.69;0.022585;0.018925
1.1353;81.394;152.25;151.36;161.49;159.16;-29.337;-0.001484;29.337;-180;53.847;49.221;52;20;9.8119;0.44547;-1.94E-06;6.0428;-1.84E-04;13052;3414.5;5.6805;0.09087;1898.5;1388;3.6459;0.47203;25495649;2344.9;145.75;0.61131;0.61169;0.32904;0.19031;0.091963;0.13714;0.4986;-1.86E-04;0;0;0;0;0.0013779;0.015766;140;153.94;72.17;-179.99;NaN;13.821;991.98;339.67;0.023843;0.019225
1.1592;85.067;155.85;150.95;165.28;159.16;-30.635;-0.0016122;30.635;-180;55.033;50.453;52;20;9.8119;0.29851;-2.28E-06;9.5468;3.15E-04;13028;3391;5.6731;0.090852;1900.9;1387.2;3.6697;0.48334;26097975;2348.6;153.23;0.61345;0.61362;0.32868;0.19194;0.092831;0.09179;0.33373;2.18E-04;0;0;0;0;0.0032806;0.016133;140;153.94;71.982;-179.99;NaN;13.797;991.54;339.66;0.033945;0.019524
1.1931;90.445;160.96;149.88;170.69;159.03;-32.532;-0.0018064;32.532;-180;56.79;53.171;52;20;9.8119;0.011486;-1.50E-06;-11.523;0.069862;12997;3360.2;5.6634;0.09083;1905.6;1386.1;3.7111;0.49938;26951184;2352.4;164.25;0.61654;0.61654;0.32815;0.19429;0.094096;0.0035205;0.017549;-4.60E-05;0;0;0;0;-0.0044781;0.016658;140;153.94;71.613;-179.99;NaN;13.762;990.91;339.64;0.05;0.019821
1.2431;98.679;168.41;148.14;178.63;158.85;-35.44;-0.0021173;35.44;-180;59.563;57.332;52;19.999;9.8119;0.45835;2.79E-06;-5.5326;0.0050448;12952;3314.5;5.6489;0.090797;1900.3;1384.4;3.6852;0.5226;28183393;2355.5;181.15;0.62112;0.62152;0.32735;0.19778;0.096;0.14244;0.526;8.82E-05;0;0;0;0;-9.43E-04;0.01744;140;153.94;71.148;-179.99;NaN;13.709;989.95;339.61;0.018374;0.020116
1.2615;101.8;171.13;148.02;181.55;158.86;-36.545;-0.0022396;36.545;-180;60.622;57.678;52;19.999;9.8119;0.46676;2.66E-06;-1.2791;0.0021137;12914;3277.3;5.637;0.09077;1900.6;1383;3.6974;0.53123;28640896;2357.2;187.64;0.62287;0.62328;0.32704;0.19909;0.09673;0.14532;0.53773;4.09E-04;0;0;0;0;-4.88E-05;0.017729;140;153.94;71.086;-179.99;NaN;13.688;989.58;339.59;0.017364;0.020416
