# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (cm²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
7.9416;2223.6;235.98;-41.522;256.99;43.824;-858.08;-0.42849;858.08;-179.97;101.77;14.018;52;19.987;9.8053;0.038659;-5.86E-04;0.59729;0.0022598;9637.1;0;4.3355;0.088391;1931.8;1220.8;5.0785;0.773;34267730;0;334.28;0.6798;0.6798;0.31643;0.24133;0.12204;0.012728;0.064519;-1.07E-04;0;0;0;0;5.28E-06;0.025878;140;153.94;67.202;-179.95;NaN;-0.10342;763.8;331.24;0.05;0.076898
7.9916;2235.3;233.91;-41.129;254.82;43.17;-863.15;-0.43296;863.15;-179.97;101.09;13.117;52;19.987;9.8053;0.0047922;-5.84E-04;-1.9211;0.016605;9637.1;0;4.3355;0.088391;1931.4;1220.8;5.0754;0.76657;33944431;0;327.42;0.67808;0.67808;0.31676;0.24007;0.12124;0.0015732;0.0077213;-3.09E-04;0;0;0;0;-5.55E-05;0.025669;140;153.94;67.118;-179.95;NaN;-0.17977;762.67;331.19;0.05;0.077194
8.0416;2247;231.87;-40.487;252.69;42.493;-868.19;-0.43743;868.19;-179.97;100.45;12.901;52;19.987;9.8052;0.004405;-5.83E-04;-1.141;0.0093419;9637.1;0;4.3355;0.088391;1930.5;1220.8;5.0692;0.76039;33633332;0;320.91;0.67644;0.67644;0.31708;0.23887;0.12048;0.001443;0.0076313;-3.53E-04;0;0;0;0;-1.99E-05;0.025465;140;153.94;67.046;-179.95;NaN;-0.25546;761.55;331.14;0.05;0.077491
8.0916;2258.5;229.86;-39.888;250.59;41.828;-873.19;-0.44189;873.19;-179.97;99.81;12.59;52;19.987;9.8052;0.0095024;-5.83E-04;-0.72694;0.014308;9637.1;0;4.3355;0.088391;1929.6;1220.8;5.0626;0.75413;3.33E+07;0;314.43;0.67478;0.67479;0.3174;0.23766;0.11972;0.0031065;0.016144;1.41E-04;0;0;0;0;-8.22E-06;0.025264;140;153.94;66.999;-179.95;NaN;-0.33049;760.44;331.1;0.05;0.077794
8.1416;2270;227.88;-39.231;248.53;41.158;-878.17;-0.44635;878.17;-179.97;99.185;12.445;52;19.987;9.8052;0.0025156;-5.82E-04;-0.25796;0.0045848;9637.1;0;4.3355;0.088391;1928.8;1220.8;5.0572;0.7479;33008098;0;308.05;0.67315;0.67315;0.31771;0.23646;0.11897;8.21E-04;0.0039202;1.83E-05;0;0;0;0;-1.05E-06;0.025066;140;153.94;66.979;-179.95;NaN;-0.40487;759.34;331.05;0.05;0.078093
8.1916;2281.3;225.93;-38.63;246.5;40.509;-883.11;-0.45081;883.11;-179.97;98.568;12.195;52;19.987;9.8051;0.0025992;-5.81E-04;-0.15216;0.0012675;9637.1;0;4.3355;0.088391;1928;1220.8;5.0512;0.74167;32697320;0;301.78;0.67153;0.67153;0.31803;0.23527;0.11823;8.46E-04;0.0040337;4.56E-04;0;0;0;0;-3.73E-07;0.024872;140;153.94;66.968;-179.95;NaN;-0.47862;758.25;331.01;0.05;0.078404
8.2416;2292.6;224.02;-37.981;244.5;39.869;-888.02;-0.45527;888.02;-179.97;97.96;12.122;52;19.987;9.8051;0.0094633;-5.81E-04;0.41599;0.015897;9637.1;0;4.3355;0.088391;1927.1;1220.8;5.0448;0.73561;32395119;0;295.75;0.66996;0.66996;0.31833;0.23412;0.11751;0.0030749;0.015772;-1.84E-04;0;0;0;0;2.83E-06;0.02468;140;153.94;66.957;-179.95;NaN;-0.55173;757.17;330.96;0.05;0.078702
8.2916;2303.7;222.13;-37.551;242.53;39.285;-892.91;-0.45972;892.91;-179.97;97.368;11.542;52;19.987;9.8051;0.016152;-5.80E-04;-0.16826;0.020385;9637.1;0;4.3355;0.088391;1926.2;1220.8;5.0384;0.72948;32090612;0;289.75;0.66838;0.66838;0.31863;0.23296;0.11679;0.0052386;0.026097;4.95E-04;0;0;0;0;-4.71E-07;0.024492;140;153.94;66.936;-179.95;NaN;-0.62423;756.09;330.92;0.05;0.078997
8.3416;2314.8;220.27;-36.73;240.6;38.645;-897.76;-0.46418;897.76;-179.97;96.78;12.017;52;19.987;9.805;0.036081;-5.78E-04;0.8066;3.81E-04;9637.1;0;4.3355;0.088391;1925.2;1220.8;5.0311;0.72382;31807782;0;284.26;0.66693;0.66694;0.31891;0.2319;0.11613;0.011686;0.059128;1.70E-05;0;0;0;0;1.10E-05;0.024306;140;153.94;66.923;-179.94;NaN;-0.69612;755.03;330.88;0.05;0.079295
8.3916;2325.8;218.45;-36.439;238.69;38.138;-902.58;-0.46864;902.58;-179.97;96.195;11.257;52;19.987;9.805;0.0079926;-5.76E-04;-1.9702;0.1152;9637.1;0;4.3355;0.088391;1924.8;1220.8;5.0287;0.71813;31524138;0;278.8;0.66549;0.66549;0.31918;0.23084;0.11547;0.0025827;0.013263;-1.27E-04;0;0;0;0;-6.67E-05;0.024123;140;153.94;66.838;-179.95;NaN;-0.76741;753.97;330.83;0.05;0.079593
8.4416;2336.6;216.63;-36.032;236.81;37.614;-907.38;-0.47308;907.38;-179.97;95.649;10.794;52;19.987;9.805;0.029389;-5.73E-04;-0.32073;0.019341;9637.1;0;4.3355;0.088391;1923.8;1220.8;5.0214;0.71245;31241730;0;273.44;0.66405;0.66406;0.31946;0.22978;0.11482;0.0094839;0.04781;-1.29E-04;0;0;0;0;-1.80E-06;0.023945;140;153.94;66.781;-179.95;NaN;-0.83811;752.92;330.79;0.05;0.079889
8.4916;2347.4;214.85;-35.255;234.96;37.009;-912.15;-0.47753;912.15;-179.97;95.096;11.259;52;19.987;9.8049;0.02419;-5.71E-04;0.26631;-0.0063919;9637.1;0;4.3355;0.088391;1923.2;1220.8;5.0171;0.70697;30968995;0;268.32;0.66268;0.66268;0.31972;0.22877;0.11419;0.0077925;0.039308;-1.29E-05;0;0;0;0;1.26E-06;0.023768;140;153.94;66.78;-179.94;NaN;-0.90823;751.89;330.75;0.05;0.080184
8.5416;2358.1;213.1;-34.934;233.13;36.519;-916.89;-0.48198;916.89;-179.97;94.546;10.641;52;19.987;9.8049;0.010094;-5.72E-04;-0.97203;-0.0041001;9637.1;0;4.3355;0.088391;1922.7;1220.8;5.0135;0.70133;3.07E+07;0;263.13;0.66127;0.66127;0.31999;0.22773;0.11356;0.0032454;0.015897;-2.12E-05;0;0;0;0;-1.70E-05;0.023593;140;153.94;66.738;-179.94;NaN;-0.97777;750.86;330.71;0.05;0.080483
8.5916;2368.7;211.36;-34.483;231.33;36.007;-921.6;-0.48644;921.6;-179.97;94.024;10.364;52;19.987;9.8049;0.016832;-5.71E-04;0.16284;-3.72E-04;9637.1;0;4.3355;0.088391;1921.9;1220.8;5.008;0.69576;30414773;0;258.08;0.65989;0.65989;0.32025;0.22671;0.11293;0.0054034;0.026951;2.68E-04;0;0;0;0;4.86E-07;0.023422;140;153.94;66.72;-179.94;NaN;-1.0467;749.84;330.66;0.05;0.080782
8.6416;2379.3;209.65;-33.768;229.56;35.448;-926.29;-0.49089;926.29;-179.97;93.494;10.784;52;19.986;9.8048;0.035149;-5.72E-04;0.50998;-0.0092304;9637.1;0;4.3355;0.088391;1921;1220.8;5.0016;0.6905;30153573;0;253.35;0.65859;0.6586;0.32049;0.22575;0.11235;0.01127;0.056083;-1.62E-04;0;0;0;0;4.84E-06;0.023253;140;153.94;66.721;-179.94;NaN;-1.1152;748.82;330.62;0.05;0.081094
8.6916;2389.7;207.97;-33.55;227.81;35.018;-930.95;-0.49534;930.95;-179.97;92.971;10.034;52;19.986;9.8048;0.014323;-5.72E-04;-1.3335;-0.016095;9637.1;0;4.3355;0.088391;1920.7;1220.8;4.9991;0.6851;29887103;0;248.56;0.65727;0.65727;0.32074;0.22478;0.11175;0.0045834;0.022697;1.55E-04;0;0;0;0;-3.36E-05;0.023086;140;153.94;66.661;-179.94;NaN;-1.183;747.82;330.58;0.05;0.081408
8.7416;2400.1;206.31;-33.061;226.08;34.536;-935.59;-0.4998;935.59;-179.97;92.475;9.9839;52;19.986;9.8048;0.0040663;-5.74E-04;-0.44827;-0.0051235;9637.1;0;4.3355;0.088391;1920.2;1220.8;4.9959;0.67995;29632292;0;244.05;0.65601;0.65601;0.32098;0.22385;0.11119;0.0012991;0.0060758;3.68E-04;0;0;0;0;-3.86E-06;0.022922;140;153.94;66.622;-179.94;NaN;-1.2503;746.82;330.54;0.05;0.081785
8.7916;2410.3;204.66;-32.653;224.38;34.075;-940.2;-0.50426;940.2;-179.97;91.98;9.7427;52;19.986;9.8047;0.009688;-5.74E-04;-0.21774;0.0058536;9637.1;0;4.3355;0.088391;1919.5;1220.8;4.991;0.67468;29374964;0;239.51;0.65474;0.65474;0.32122;0.22291;0.11061;0.0030909;0.015468;2.89E-04;0;0;0;0;-9.25E-07;0.02276;140;153.94;66.604;-179.94;NaN;-1.3171;745.88;330.5;0.05;0.082128
8.8416;2420.5;203.04;-32.133;222.7;33.596;-944.79;-0.50872;944.79;-179.97;91.492;9.8057;52;19.986;9.8047;0.01209;-5.74E-04;0.23851;-0.017687;9637.1;0;4.3355;0.088391;1918.9;1220.8;4.9866;0.66956;29124983;0;235.16;0.65351;0.65351;0.32145;0.22199;0.11006;0.0038519;0.0197;-9.51E-05;0;0;0;0;1.13E-06;0.022601;140;153.94;66.597;-179.94;NaN;-1.3834;744.95;330.46;0.05;0.082435
8.8916;2430.6;201.45;-31.731;221.05;33.16;-949.35;-0.51318;949.35;-179.97;91.004;9.6315;52;19.986;9.8047;0.01113;-5.75E-04;1.0011;-0.054366;9637.1;0;4.3355;0.088391;1918.4;1220.8;4.9827;0.66454;2.89E+07;0;230.93;0.6523;0.6523;0.32168;0.2211;0.10952;0.003541;0.017604;4.33E-04;0;0;0;0;2.02E-05;0.022443;140;153.94;66.564;-179.94;NaN;-1.4491;744.02;330.42;0.05;0.082738
8.9416;2440.7;199.87;-31.267;219.42;32.732;-953.89;-0.51765;953.89;-179.97;90.522;9.6851;52;19.986;9.8047;0.028964;-5.76E-04;2.014;7.05E-05;9637.1;0;4.3355;0.088391;1917.6;1220.8;4.9772;0.65988;28650691;0;227.04;0.6512;0.6512;0.32188;0.22028;0.10903;0.0092069;0.046029;1.66E-04;0;0;0;0;8.28E-05;0.022288;140;153.94;66.49;-179.94;NaN;-1.5143;743.11;330.38;0.05;0.083037
8.9916;2450.6;198.31;-31.176;217.8;32.409;-958.4;-0.52213;958.4;-179.97;90.058;8.8537;52;19.986;9.8046;0.038674;-5.76E-04;-1.8164;0.01978;9637.1;0;4.3355;0.088391;1916.9;1220.8;4.9725;0.65501;28413116;0;223.03;0.65004;0.65004;0.3221;0.21943;0.10851;0.01228;0.061428;-3.87E-04;0;0;0;0;-6.84E-05;0.022135;140;153.94;66.381;-179.94;NaN;-1.579;742.19;330.34;0.05;0.083339
9.0416;2460.5;196.77;-30.584;216.21;31.953;-962.89;-0.5266;962.89;-179.97;89.609;9.2537;52;19.986;9.8046;0.01307;-5.77E-04;0.82147;-0.019214;9637.1;0;4.3355;0.088391;1916.8;1220.8;4.9716;0.65051;28191882;0;219.34;0.64898;0.64898;0.3223;0.21864;0.10804;0.0041427;0.020813;-3.07E-04;0;0;0;0;1.42E-05;0.021984;140;153.94;66.328;-179.94;NaN;-1.6432;741.29;330.3;0.05;0.083645
9.0916;2470.3;195.25;-30.089;214.64;31.544;-967.36;-0.53107;967.36;-179.97;89.137;9.4702;52;19.986;9.8046;0.046461;-5.77E-04;2.6777;-0.022011;9637.1;0;4.3355;0.088391;1915.9;1220.8;4.965;0.64616;27978123;0;215.82;0.64796;0.64797;0.32249;0.21788;0.10759;0.01472;0.072527;-1.93E-05;0;0;0;0;1.53E-04;0.021834;140;153.94;66.243;-179.94;NaN;-1.7069;740.39;330.26;0.05;0.083966
9.1416;2480;193.75;-29.868;213.08;31.229;-971.81;-0.53555;971.81;-179.97;88.671;9.1183;52;19.986;9.8045;0.019;-5.73E-04;4.3467;-7.47E-04;9637.1;0;4.3355;0.088391;1915.9;1220.8;4.9647;0.64205;27775095;0;212.51;0.647;0.647;0.32267;0.21717;0.10717;0.00601;0.029409;2.62E-04;0;0;0;0;4.08E-04;0.021685;140;153.94;66.059;-179.94;NaN;-1.7701;739.5;330.23;0.05;0.08431
9.1916;2489.7;192.26;-29.899;211.54;30.996;-976.23;-0.54003;976.23;-179.97;88.241;8.1733;52;19.986;9.8045;0.070174;-5.75E-04;-2.9126;0.012309;9637.1;0;4.3355;0.088391;1914.7;1220.8;4.9564;0.6377;27561924;0;209.07;0.64599;0.646;0.32285;0.21642;0.10672;0.022195;0.1102;-9.95E-05;0;0;0;0;-1.86E-04;0.02154;140;153.94;65.864;-179.94;NaN;-1.8329;738.62;330.19;0.05;0.084682
9.2416;2499.2;190.77;-29.652;210.02;30.653;-980.63;-0.54451;980.63;-179.97;87.847;7.7711;52;19.986;9.8045;0.098062;-5.67E-04;1.4773;0.010581;9637.1;0;4.3355;0.088391;1913.8;1220.8;4.9501;0.63285;27328067;0;205.3;0.64487;0.64489;0.32306;0.21559;0.10622;0.030995;0.15347;-2.30E-04;0;0;0;0;4.85E-05;0.021398;140;153.94;65.831;-179.94;NaN;-1.8951;737.75;330.15;0.04425;0.085023
9.2858;2507.7;189.47;-28.759;208.69;30.124;-984.51;-0.54848;984.51;-179.97;87.478;8.9658;52;19.986;9.8044;0.046039;-5.67E-04;-2.6994;0.0051845;9637.1;0;4.3355;0.088391;1914.1;1220.8;4.9524;0.62878;27130806;0;202.16;0.64394;0.64394;0.32323;0.21489;0.10581;0.014522;0.071809;-2.41E-04;0;0;0;0;-1.64E-04;0.021273;140;153.94;65.944;-179.94;NaN;-1.9498;736.98;330.12;0.05;0.08532
9.3358;2517.1;188.05;-28.147;207.21;29.701;-988.87;-0.55297;988.87;-179.97;87.009;9.4805;52;19.986;9.8044;0.11873;-5.63E-04;1.8112;0.0029985;9637.1;0;4.3355;0.088391;1912.7;1220.8;4.942;0.62436;26916573;0;198.79;0.64293;0.64296;0.32342;0.21414;0.10537;0.037464;0.18469;9.44E-05;0;0;0;0;7.49E-05;0.02113;140;153.94;65.971;-179.94;NaN;-2.0111;736.11;330.08;0.037861;0.085824
9.3737;2524.2;186.99;-28.425;206.1;29.578;-992.16;-0.55637;992.16;-179.97;86.67;8.1767;52;19.986;9.8044;0.01472;-5.64E-04;-4.0562;0.059467;9637.1;0;4.3355;0.088391;1913.8;1220.8;4.9501;0.62083;26746413;0;196.12;0.64212;0.64213;0.32357;0.21354;0.10501;0.0046309;0.023067;-2.74E-06;0;0;0;0;-3.80E-04;0.021024;140;153.94;65.846;-179.94;NaN;-2.0573;735.46;330.05;0.05;0.08637
9.4237;2533.5;185.56;-28.429;204.64;29.353;-996.49;-0.56086;996.49;-179.97;86.3;7.3073;52;19.985;9.8044;0.099613;-5.62E-04;0.10429;0.016231;9637.1;0;4.3355;0.088391;1912.2;1220.8;4.9384;0.61624;26525903;0;192.71;0.64109;0.64111;0.32376;0.21277;0.10456;0.031357;0.15512;4.19E-04;0;0;0;0;2.55E-07;0.020889;140;153.94;65.741;-179.94;NaN;-2.1178;734.61;330.02;0.046368;0.08688
9.4701;2542.1;184.26;-27.727;203.31;28.888;-1000.5;-0.56502;1000.5;-179.97;85.941;8.1085;52;19.985;9.8043;0.0063918;-5.59E-04;-1.8089;0.07672;9637.1;0;4.3355;0.088391;1913.1;1220.8;4.9452;0.6122;26330780;0;189.71;0.64018;0.64018;0.32393;0.21209;0.10416;0.0020063;0.0096119;-1.37E-04;0;0;0;0;-7.78E-05;0.020764;140;153.94;65.802;-179.94;NaN;-2.1735;733.83;329.98;0.05;0.087252
9.5201;2551.3;182.89;-27.065;201.89;28.458;-1004.8;-0.56952;1004.8;-179.97;85.519;8.7967;52;19.985;9.8043;0.10265;-5.58E-04;0.42375;0.009477;9637.1;0;4.3355;0.088391;1911.4;1220.8;4.9327;0.60795;26125345;0;186.6;0.63922;0.63925;0.3241;0.21138;0.10374;0.03225;0.15868;-4.56E-04;0;0;0;0;4.33E-06;0.020629;140;153.94;65.85;-179.94;NaN;-2.2332;732.99;329.95;0.046677;0.08785
9.5667;2559.8;181.63;-27.018;200.58;28.232;-1008.7;-0.57372;1008.7;-179.97;85.113;8.189;52;19.985;9.8043;0.042876;-5.53E-04;4.1246;0.034503;9637.1;0;4.3355;0.088391;1911.9;1220.8;4.9363;0.60411;2.59E+07;0;183.8;0.63837;0.63837;0.32426;0.21074;0.10337;0.013442;0.066111;3.91E-04;0;0;0;0;4.15E-04;0.020503;140;153.94;65.731;-179.94;NaN;-2.2885;732.21;329.91;0.05;0.088447
9.6167;2568.8;180.27;-27.218;199.19;28.1;-1013;-0.57822;1013;-179.97;84.743;6.9823;52;19.985;9.8043;0.090967;-5.51E-04;-2.2981;0.012097;9637.1;0;4.3355;0.088391;1910.8;1220.8;4.9288;0.59986;25735216;0;180.75;0.63743;0.63744;0.32443;0.21004;0.10296;0.028519;0.14054;-3.46E-04;0;0;0;0;-1.31E-04;0.020373;140;153.94;65.553;-179.94;NaN;-2.3473;731.38;329.88;0.05;0.088971
9.6667;2577.8;178.92;-26.72;197.82;27.716;-1017.2;-0.58272;1017.2;-179.97;84.387;7.3628;52;19.985;9.8042;0.032725;-5.52E-04;0.51559;0.011092;9637.1;0;4.3355;0.088391;1911.3;1220.8;4.9322;0.59586;25541838;0;177.9;0.63654;0.63654;0.32459;0.20938;0.10258;0.010238;0.049997;9.92E-05;0;0;0;0;6.68E-06;0.020246;140;153.94;65.521;-179.94;NaN;-2.4057;730.56;329.84;0.05;0.089368
9.7167;2586.7;177.6;-26.102;196.46;27.307;-1021.4;-0.58722;1021.4;-179.97;84;8.0215;52;19.985;9.8042;0.063124;-5.53E-04;0.32842;-0.0042796;9637.1;0;4.3355;0.088391;1910.5;1220.8;4.9267;0.59189;25350572;0;175.11;0.63567;0.63568;0.32475;0.20872;0.1022;0.019742;0.096994;7.29E-05;0;0;0;0;2.75E-06;0.020117;140;153.94;65.539;-179.94;NaN;-2.4636;729.75;329.81;0.05;0.089669
9.7667;2595.6;176.3;-25.967;195.12;27.06;-1025.6;-0.59174;1025.6;-179.97;83.602;7.6126;52;19.985;9.8042;0.025124;-5.53E-04;2.7558;0.018493;9637.1;0;4.3355;0.088391;1910.7;1220.8;4.9282;0.58786;25156568;0;172.29;0.63479;0.63479;0.32491;0.20806;0.10182;0.0078441;0.038387;-8.62E-05;0;0;0;0;1.96E-04;0.019989;140;153.94;65.452;-179.94;NaN;-2.5211;728.94;329.77;0.05;0.089971
9.8167;2604.3;175;-26.056;193.79;26.903;-1029.8;-0.59625;1029.8;-179.97;83.249;6.6967;52;19.985;9.8042;0.079053;-5.53E-04;-1.3175;0.0081213;9637.1;0;4.3355;0.088391;1909.6;1220.8;4.9203;0.58362;24954744;0;169.39;0.63387;0.63388;0.32508;0.20737;0.10142;0.024685;0.12142;4.84E-04;0;0;0;0;-4.55E-05;0.019865;140;153.94;65.337;-179.94;NaN;-2.5782;728.13;329.74;0.05;0.090268
9.8667;2613.1;173.7;-25.635;192.48;26.552;-1033.9;-0.60076;1033.9;-179.97;82.913;6.9202;52;19.985;9.8041;0.035584;-5.55E-04;1.3101;-0.0021401;9637.1;0;4.3355;0.088391;1909.9;1220.8;4.9224;0.57952;24759005;0;166.6;0.63298;0.63298;0.32524;0.20671;0.10104;0.011091;0.054407;-1.87E-04;0;0;0;0;4.56E-05;0.019743;140;153.94;65.347;-179.94;NaN;-2.6349;727.33;329.7;0.05;0.090572
9.9167;2621.7;172.44;-25.049;191.18;26.156;-1038.1;-0.60527;1038.1;-179.97;82.548;7.5293;52;19.985;9.8041;0.061089;-5.56E-04;-0.53686;-0.018341;9637.1;0;4.3355;0.088391;1909.3;1220.8;4.9176;0.57554;24568446;0;163.92;0.63212;0.63213;0.32539;0.20606;0.10067;0.019034;0.09408;1.20E-04;0;0;0;0;-7.77E-06;0.019621;140;153.94;65.405;-179.93;NaN;-2.6911;726.54;329.67;0.05;0.09087
9.9667;2630.3;171.19;-24.804;189.89;25.887;-1042.2;-0.60978;1042.2;-179.97;82.174;7.4091;52;19.985;9.8041;0.059939;-5.54E-04;1.826;-0.023621;9637.1;0;4.3355;0.088391;1909;1220.8;4.9156;0.57159;2.44E+07;0;161.29;0.63128;0.63128;0.32554;0.20543;0.1003;0.018659;0.091703;-3.03E-04;0;0;0;0;9.11E-05;0.019499;140;153.94;65.37;-179.93;NaN;-2.747;725.76;329.63;0.05;0.091168
10.017;2638.8;169.95;-24.706;188.62;25.682;-1046.3;-0.61431;1046.3;-179.97;81.815;7.0125;52;19.985;9.804;0.016999;-5.56E-04;3.0209;0.011745;9637.1;0;4.3355;0.088391;1909.3;1220.8;4.918;0.5679;24203117;0;158.84;0.63049;0.63049;0.32568;0.20484;0.099965;0.0052828;0.025642;4.34E-04;0;0;0;0;2.53E-04;0.019379;140;153.94;65.242;-179.93;NaN;-2.8024;724.98;329.6;0.05;0.091466
10.067;2647.3;168.72;-24.641;187.36;25.503;-1050.4;-0.61884;1050.4;-179.97;81.472;6.5729;52;19.985;9.804;0.034821;-5.56E-04;-3.0057;0.053962;9637.1;0;4.3355;0.088391;1908.8;1220.8;4.9144;0.56433;24031302;0;156.49;0.62973;0.62973;0.32582;0.20427;0.09964;0.010817;0.05311;-2.76E-05;0;0;0;0;-2.53E-04;0.019261;140;153.94;65.084;-179.94;NaN;-2.8574;724.2;329.57;0.05;0.091765
10.117;2655.7;167.49;-24.527;186.12;25.303;-1054.5;-0.62337;1054.5;-179.97;81.156;6.2176;52;19.985;9.804;0.073514;-5.54E-04;-0.80843;0.021188;9637.1;0;4.3355;0.088391;1908;1220.8;4.9086;0.56054;23850769;0;154.04;0.62893;0.62894;0.32596;0.20367;0.099298;0.022837;0.11249;-2.62E-04;0;0;0;0;-1.86E-05;0.019146;140;153.94;64.986;-179.93;NaN;-2.9121;723.43;329.53;0.05;0.09206
10.167;2664;166.28;-23.983;184.88;24.932;-1058.5;-0.62789;1058.5;-179.97;80.835;6.8136;52;19.985;9.804;0.024701;-5.53E-04;-0.55772;-0.012446;9637.1;0;4.3355;0.088391;1908.4;1220.8;4.9118;0.55693;23678483;0;151.72;0.62817;0.62817;0.3261;0.2031;0.098975;0.0076598;0.037191;3.74E-04;0;0;0;0;-8.96E-06;0.019031;140;153.94;64.995;-179.93;NaN;-2.9663;722.67;329.5;0.05;0.092357
10.217;2672.3;165.09;-23.545;183.66;24.626;-1062.5;-0.63242;1062.5;-179.97;80.476;7.2161;52;19.984;9.8039;0.095271;-5.55E-04;2.3324;-0.015115;9637.1;0;4.3355;0.088391;1907.2;1220.8;4.903;0.55351;23514562;0;149.54;0.62746;0.62747;0.32623;0.20256;0.09867;0.029566;0.14502;3.11E-04;0;0;0;0;1.59E-04;0.018916;140;153.94;64.956;-179.93;NaN;-3.0201;721.91;329.47;0.05;0.092657
10.267;2680.6;163.91;-23.665;182.45;24.514;-1066.5;-0.63697;1066.5;-179.97;80.136;6.3961;52;19.984;9.8039;0.014063;-5.56E-04;-3.6394;-0.0049128;9637.1;0;4.3355;0.088391;1908.1;1220.8;4.9095;0.54986;23340823;0;147.23;0.62669;0.62669;0.32636;0.20198;0.098346;0.0043536;0.022102;4.92E-04;0;0;0;0;-3.92E-04;0.018802;140;153.94;64.792;-179.93;NaN;-3.0736;721.16;329.44;0.05;0.092952
10.317;2688.7;162.73;-23.728;181.25;24.405;-1070.5;-0.64151;1070.5;-179.97;79.833;5.7088;52;19.984;9.8039;0.10646;-5.57E-04;-1.7225;0.0099956;9637.1;0;4.3355;0.088391;1906.6;1220.8;4.8985;0.54617;23166131;0;144.94;0.62593;0.62595;0.3265;0.20141;0.098022;0.032996;0.16157;4.89E-04;0;0;0;0;-8.89E-05;0.018691;140;153.94;64.647;-179.93;NaN;-3.1267;720.41;329.4;0.05;0.093249
10.367;2696.8;161.55;-23.388;180.07;24.111;-1074.5;-0.64606;1074.5;-179.97;79.551;5.8576;52;19.984;9.8039;0.069632;-5.57E-04;1.8801;0.0036465;9637.1;0;4.3355;0.088391;1906.9;1220.8;4.9006;0.54237;22986915;0;142.6;0.62514;0.62515;0.32664;0.20081;0.09769;0.021548;0.10552;-4.63E-04;0;0;0;0;1.07E-04;0.018582;140;153.94;64.66;-179.93;NaN;-3.1794;719.67;329.37;0.05;0.093549
10.417;2704.9;160.39;-22.774;178.9;23.716;-1078.5;-0.65059;1078.5;-179.97;79.234;6.6169;52;19.984;9.8038;0.06431;-5.58E-04;-1.4169;-0.013445;9637.1;0;4.3355;0.088391;1906.7;1220.8;4.8996;0.53872;22814459;0;140.37;0.62439;0.6244;0.32677;0.20025;0.097373;0.019884;0.097492;2.18E-04;0;0;0;0;-6.19E-05;0.018473;140;153.94;64.757;-179.93;NaN;-3.2317;718.94;329.34;0.05;0.093849
10.467;2712.9;159.26;-22.447;177.74;23.447;-1082.5;-0.65514;1082.5;-179.97;78.903;6.7775;52;19.984;9.8038;0.10594;-5.56E-04;0.86452;-0.011679;9637.1;0;4.3355;0.088391;1905.9;1220.8;4.8938;0.53507;22642608;0;138.18;0.62365;0.62367;0.3269;0.19968;0.097059;0.032759;0.16055;-1.85E-04;0;0;0;0;2.34E-05;0.018363;140;153.94;64.775;-179.93;NaN;-3.2836;718.2;329.31;0.05;0.094146
10.517;2720.8;158.15;-22.277;176.58;23.256;-1086.4;-0.65971;1086.4;-179.97;78.562;6.6739;52;19.984;9.8038;0.099407;-5.60E-04;4.5083;0.0043431;9637.1;0;4.3355;0.088391;1905.9;1220.8;4.8933;0.53195;22493435;0;136.29;0.62301;0.62303;0.32702;0.1992;0.096792;0.030717;0.14981;-4.16E-04;0;0;0;0;6.43E-04;0.018254;140;153.94;64.637;-179.93;NaN;-3.3352;717.48;329.28;0.05;0.09447
10.567;2728.7;157.03;-22.591;175.44;23.26;-1090.3;-0.66428;1090.3;-179.97;78.252;5.538;52;19.984;9.8038;0.076461;-5.57E-04;-5.2668;0.032594;9637.1;0;4.3355;0.088391;1906;1220.8;4.8943;0.52863;22336034;0;134.32;0.62234;0.62235;0.32713;0.1987;0.096509;0.0236;0.11625;4.38E-04;0;0;0;0;-8.88E-04;0.018147;140;153.94;64.371;-179.93;NaN;-3.3864;716.76;329.25;0.05;0.094789
10.617;2736.5;155.89;-22.697;174.32;23.204;-1094.2;-0.66885;1094.2;-179.96;78.001;4.8263;52;19.984;9.8037;0.18361;-5.61E-04;-0.56074;0.015838;9637.1;0;4.3355;0.088391;1904.3;1220.8;4.8821;0.52506;22168375;0;132.23;0.62162;0.62168;0.32726;0.19815;0.096207;0.056758;0.27749;-1.81E-04;0;0;0;0;-1.02E-05;0.018045;140;153.94;64.217;-179.93;NaN;-3.4373;716.04;329.22;0.036629;0.095093
