# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (cm²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
8.3987;2209.8;203.79;-34.997;235.78;38.064;1133.5;0.57429;1133.5;0.029028;118.57;14.969;52;20.017;9.8054;0.009612;0.0048227;-0.79377;0.022024;9637.1;0;4.3355;0.088391;1924.7;1220.8;5.0278;0.71734;31841954;0;282.22;0.66529;0.66529;0.31922;0.23069;0.11538;0.0031053;0.015421;-3.6859e-4;0;0;0;0;-1.0823e-5;0.025168;140;153.94;59.033;0.051406;NaN;-0.013915;765.13;331.29;0.05;0.083046
8.4487;2220;202.06;-34.385;233.91;37.478;1139.4;0.57981;1139.4;0.029155;117.83;14.909;52;20.017;9.8053;0.0077679;0.0048225;0.80852;-0.04139;9637.1;0;4.3355;0.088391;1924;1220.8;5.0229;0.71171;31561832;0;276.86;0.66387;0.66387;0.31949;0.22964;0.11473;0.0025051;0.012301;3.7186e-4;0;0;0;0;1.141e-5;0.02498;140;153.94;58.998;0.052653;NaN;-0.079866;764.15;331.25;0.05;0.083355
8.4987;2230;200.36;-33.877;232.06;36.94;1145.3;0.58533;1145.3;0.029282;117.08;14.728;52;20.017;9.8053;0.013407;0.0048238;1.6867;-0.030866;9637.1;0;4.3355;0.088391;1923.3;1220.8;5.0175;0.70631;31292040;0;271.77;0.66251;0.66251;0.31975;0.22864;0.11412;0.004317;0.021192;-4.1767e-5;0;0;0;0;5.0432e-5;0.024794;140;153.94;58.934;0.05297;NaN;-0.14526;763.18;331.21;0.05;0.083693
8.5487;2240;198.66;-33.722;230.24;36.48;1151.1;0.59087;1151.1;0.029409;116.37;13.915;52;20.017;9.8053;0.034476;0.0048243;-0.60775;-0.0031144;9637.1;0;4.3355;0.088391;1922.3;1220.8;5.0104;0.70055;31007474;0;266.45;0.66108;0.66108;0.32002;0.22759;0.11347;0.011087;0.055246;2.4657e-4;0;0;0;0;-6.6571e-6;0.024613;140;153.94;58.869;0.052793;NaN;-0.2101;762.22;331.17;0.05;0.084008
8.5987;2249.9;197;-32.821;228.44;35.867;1156.9;0.5964;1156.9;0.029536;115.66;14.465;52;20.017;9.8052;0.034938;0.0048238;0.94192;0.0037523;9637.1;0;4.3355;0.088391;1921.6;1220.8;5.0059;0.69546;30752787;0;261.76;0.65982;0.65982;0.32026;0.22666;0.1129;0.011219;0.056514;2.598e-4;0;0;0;0;1.6229e-5;0.024433;140;153.94;58.845;0.052611;NaN;-0.27439;761.27;331.13;0.05;0.084322
8.6487;2259.7;195.36;-32.665;226.68;35.435;1162.7;0.60193;1162.7;0.029662;114.95;13.734;52;20.017;9.8052;0.009236;0.004823;-1.7227;0.0097109;9637.1;0;4.3355;0.088391;1921.3;1220.8;5.0038;0.69001;30483391;0;256.83;0.65847;0.65847;0.32052;0.22567;0.11229;0.0029595;0.014676;4.5761e-4;0;0;0;0;-5.5162e-5;0.024256;140;153.94;58.766;0.053462;NaN;-0.33815;760.33;331.09;0.05;0.084633
8.6987;2269.4;193.75;-31.964;224.93;34.926;1168.4;0.60746;1168.4;0.029787;114.26;14.076;52;20.017;9.8052;0.03803;0.0048216;2.9144;-0.025156;9637.1;0;4.3355;0.088391;1920.4;1220.8;4.9971;0.68553;30256947;0;252.77;0.65737;0.65738;0.32072;0.22485;0.1118;0.012177;0.060952;-2.8428e-4;0;0;0;0;1.5998e-4;0.02408;140;153.94;58.657;0.054171;NaN;-0.40138;759.39;331.06;0.05;0.085165
8.7487;2279.1;192.15;-32.041;223.21;34.6;1174.1;0.61299;1174.1;0.029913;113.58;13.059;52;20.017;9.8052;0.039104;0.0048204;-2.5663;-0.003351;9637.1;0;4.3355;0.088391;1919.8;1220.8;4.9928;0.68049;30006670;0;248.3;0.65615;0.65615;0.32095;0.22395;0.11124;0.012504;0.062585;-4.3496e-4;0;0;0;0;-1.2592e-4;0.023909;140;153.94;58.504;0.053917;NaN;-0.46409;758.46;331.02;0.05;0.085609
8.7987;2288.7;190.56;-31.49;221.51;34.11;1179.8;0.61853;1179.8;0.030038;112.93;13.108;52;20.017;9.8051;0.015647;0.0048187;-0.70646;0.010223;9637.1;0;4.3355;0.088391;1919.6;1220.8;4.9911;0.67562;29764632;0;244.02;0.65497;0.65497;0.32118;0.22307;0.11072;0.004994;0.025069;4.9189e-4;0;0;0;0;-9.6824e-6;0.02374;140;153.94;58.432;0.054106;NaN;-0.52628;757.54;330.98;0.05;0.085982
8.8487;2298.1;189;-30.89;219.83;33.605;1185.4;0.62406;1185.4;0.030163;112.27;13.232;52;20.017;9.8051;0.017421;0.0048185;0.9184;-0.0043955;9637.1;0;4.3355;0.088391;1919;1220.8;4.9869;0.67066;29518873;0;239.72;0.65377;0.65377;0.3214;0.22219;0.11018;0.0055527;0.028159;3.4967e-4;0;0;0;0;1.6611e-5;0.023572;140;153.94;58.398;0.054656;NaN;-0.58796;756.63;330.94;0.05;0.086344
8.8987;2307.6;187.46;-30.689;218.18;33.203;1191;0.6296;1191;0.030288;111.62;12.673;52;20.017;9.8051;0.015239;0.004819;-0.8861;-0.0012835;9637.1;0;4.3355;0.088391;1918.4;1220.8;4.9829;0.6654;29261059;0;235.24;0.65251;0.65251;0.32164;0.22126;0.10962;0.0048498;0.02421;1.83e-4;0;0;0;0;-1.5711e-5;0.023407;140;153.94;58.346;0.055259;NaN;-0.64913;755.72;330.91;0.05;0.086706
8.9487;2316.9;185.94;-30.127;216.54;32.725;1196.6;0.63515;1196.6;0.030412;110.98;12.778;52;20.017;9.805;0.015888;0.0048193;0.98315;-0.0093114;9637.1;0;4.3355;0.088391;1917.9;1220.8;4.9791;0.66059;29023295;0;231.17;0.65136;0.65136;0.32185;0.22041;0.1091;0.00505;0.02537;1.513e-5;0;0;0;0;1.9628e-5;0.023245;140;153.94;58.305;0.055557;NaN;-0.70981;754.82;330.87;0.05;0.087056
8.9987;2326.2;184.44;-29.983;214.93;32.353;1202.1;0.64069;1202.1;0.030537;110.36;12.155;52;20.018;9.805;0.025005;0.0048196;-0.59731;0.0044574;9637.1;0;4.3355;0.088391;1917.2;1220.8;4.9741;0.65537;28767740;0;226.83;0.65012;0.65013;0.32208;0.21949;0.10855;0.0079381;0.039341;3.9921e-4;0;0;0;0;-7.3629e-6;0.023085;140;153.94;58.259;0.055891;NaN;-0.77;753.93;330.83;0.05;0.087421
9.0487;2335.3;182.96;-29.262;213.35;31.853;1207.6;0.64624;1207.6;0.030661;109.74;12.582;52;20.018;9.805;0.039051;0.0048211;1.1932;-0.0053042;9637.1;0;4.3355;0.088391;1916.5;1220.8;4.9693;0.65087;28544774;0;223.1;0.64906;0.64907;0.32228;0.2187;0.10808;0.012386;0.06118;-2.1558e-4;0;0;0;0;2.9797e-5;0.022926;140;153.94;58.225;0.056041;NaN;-0.8297;753.05;330.8;0.05;0.087878
9.0987;2344.4;181.5;-29.214;211.78;31.534;1213.1;0.65179;1213.1;0.030785;109.13;11.873;52;20.018;9.805;0.015318;0.0048213;-1.791;-0.0059738;9637.1;0;4.3355;0.088391;1916.3;1220.8;4.9679;0.64596;28304424;0;219.1;0.64791;0.64791;0.3225;0.21785;0.10757;0.0048499;0.024125;-2.435e-6;0;0;0;0;-6.8169e-5;0.02277;140;153.94;58.139;0.056595;NaN;-0.88892;752.17;330.76;0.05;0.08828
9.1487;2353.5;180.05;-28.752;210.23;31.124;1218.5;0.65735;1218.5;0.030908;108.54;11.917;52;20.018;9.8049;0.0073791;0.0048215;1.569;0.014647;9637.1;0;4.3355;0.088391;1916;1220.8;4.9655;0.64158;28087840;0;215.55;0.64689;0.64689;0.32269;0.21709;0.10712;0.0023332;0.011349;3.9104e-4;0;0;0;0;5.3046e-5;0.022616;140;153.94;58.059;0.056585;NaN;-0.94767;751.3;330.72;0.05;0.088644
9.1987;2362.5;178.62;-28.454;208.7;30.763;1224;0.6629;1224;0.031032;107.95;11.693;52;20.018;9.8049;0.0014438;0.0048216;1.7811;0.41192;9637.1;0;4.3355;0.088391;1915.6;1220.8;4.9628;0.63711;27867840;0;211.97;0.64586;0.64586;0.32288;0.21632;0.10666;4.5596e-4;0.0023406;4.5417e-4;0;0;0;0;6.9335e-5;0.022464;140;153.94;57.973;0.056323;NaN;-1.006;750.44;330.69;0.05;0.088998
9.2487;2371.3;177.19;-28.48;207.19;30.481;1229.3;0.66845;1229.3;0.031155;107.39;10.862;52;20.018;9.8049;0.068318;0.0048247;0.20995;0.013042;9637.1;0;4.3355;0.088391;1914.1;1220.8;4.9524;0.63195;27618040;0;207.93;0.64467;0.64468;0.3231;0.21543;0.10613;0.021576;0.10645;-3.5337e-5;0;0;0;0;9.7936e-7;0.022316;140;153.94;57.924;0.057207;NaN;-1.0638;749.58;330.65;0.05;0.089468
9.2987;2380.2;175.79;-27.449;205.7;29.904;1234.7;0.674;1234.7;0.031277;106.82;11.866;52;20.018;9.8048;0.066036;0.0048244;-0.016303;-0.010089;9637.1;0;4.3355;0.088391;1913.8;1220.8;4.9497;0.62776;27411184;0;204.64;0.6437;0.64371;0.32328;0.21472;0.10571;0.020832;0.10351;-9.6848e-5;0;0;0;0;-5.9856e-9;0.022168;140;153.94;57.953;0.058537;NaN;-1.1211;748.73;330.62;0.05;0.089836
9.3487;2388.9;174.44;-27.048;204.23;29.554;1240;0.67956;1240;0.0314;106.21;11.91;52;20.018;9.8048;0.087489;0.0048301;4.2439;0.0019847;9637.1;0;4.3355;0.088391;1913.1;1220.8;4.9448;0.62387;27218127;0;201.61;0.64282;0.64283;0.32344;0.21406;0.10532;0.027585;0.13586;-1.8872e-4;0;0;0;0;4.1078e-4;0.02202;140;153.94;57.843;0.058278;NaN;-1.178;747.89;330.59;0.05;0.090192
9.3987;2397.6;173.07;-27.55;202.77;29.479;1245.3;0.68513;1245.3;0.031522;105.66;10.488;52;20.018;9.8048;0.065507;0.0048305;-4.4838;0.022621;9637.1;0;4.3355;0.088391;1913;1220.8;4.9442;0.61967;27011963;0;198.39;0.64186;0.64187;0.32362;0.21335;0.1049;0.020624;0.10255;2.6448e-4;0;0;0;0;-4.6486e-4;0.021875;140;153.94;57.599;0.057379;NaN;-1.2345;747.05;330.55;0.05;0.090602
9.4487;2406.2;171.68;-27.67;201.33;29.284;1250.6;0.69069;1250.6;0.031644;105.17;9.5885;52;20.018;9.8048;0.15241;0.00483;1.418;0.0060606;9637.1;0;4.3355;0.088391;1911.3;1220.8;4.9321;0.61473;26774918;0;194.7;0.64075;0.64079;0.32382;0.21252;0.10441;0.048013;0.23703;-4.1207e-4;0;0;0;0;4.7252e-5;0.021737;140;153.94;57.518;0.057477;NaN;-1.2905;746.25;330.52;0.030018;0.090972
9.4787;2411.4;170.86;-26.743;200.48;28.798;1253.7;0.69402;1253.7;0.031717;104.86;10.684;52;20.018;9.8047;0.0063664;0.0048293;3.6111;-0.023852;9637.1;0;4.3355;0.088391;1913.1;1220.8;4.9452;0.61225;26654546;0;192.83;0.64019;0.64019;0.32392;0.2121;0.10417;0.0019983;0.0097189;9.0628e-5;0;0;0;0;3.0896e-4;0.021653;140;153.94;57.602;0.058547;NaN;-1.324;745.78;330.5;0.045028;0.091346
9.5238;2419;169.69;-25.752;199.21;28.286;1258.4;0.69903;1258.4;0.031826;104.35;11.701;52;20.018;9.8047;0.14039;0.0048261;-0.040594;-0.014432;9637.1;0;4.3355;0.088391;1910.9;1220.8;4.9292;0.60843;26469251;0;190.01;0.63933;0.63937;0.32408;0.21146;0.10379;0.044148;0.21778;3.7197e-4;0;0;0;0;-3.9544e-8;0.021526;140;153.94;57.7;0.060401;NaN;-1.3738;745.08;330.47;0.033405;0.09172
9.5572;2424.7;168.83;-25.783;198.27;28.124;1261.9;0.70275;1261.9;0.031907;103.96;11.235;52;20.018;9.8047;0.097;0.0048265;3.5353;-0.022004;9637.1;0;4.3355;0.088391;1911.2;1220.8;4.9317;0.60551;26328790;0;187.86;0.63868;0.6387;0.3242;0.21097;0.10351;0.030454;0.15004;-4.9812e-4;0;0;0;0;3.0285e-4;0.021431;140;153.94;57.638;0.060775;NaN;-1.4105;744.57;330.44;0.048988;0.092094
9.6062;2432.9;167.55;-26.259;196.92;28.065;1267;0.70821;1267;0.032026;103.45;9.9051;52;20.019;9.8047;0.055179;0.0048275;-4.1992;-0.011028;9637.1;0;4.3355;0.088391;1911.5;1220.8;4.9333;0.6014;2.613e7;0;184.87;0.63777;0.63777;0.32437;0.21029;0.10311;0.017292;0.085815;1.2478e-4;0;0;0;0;-4.3322e-4;0.021297;140;153.94;57.424;0.059805;NaN;-1.4641;743.81;330.41;0.05;0.092453
9.6562;2441.3;166.24;-26.166;195.55;27.833;1272.2;0.71379;1272.2;0.032148;102.97;9.4879;52;20.019;9.8047;0.09284;0.0048311;-0.73127;0.0020006;9637.1;0;4.3355;0.088391;1910.6;1220.8;4.927;0.59733;25933156;0;181.93;0.63687;0.63688;0.32453;0.20962;0.10272;0.02909;0.14327;-2.1127e-4;0;0;0;0;-1.3321e-5;0.021164;140;153.94;57.3;0.059;NaN;-1.5183;743.05;330.38;0.05;0.092811
9.7062;2449.6;164.94;-25.551;194.19;27.378;1277.3;0.71937;1277.3;0.032269;102.49;9.8325;52;20.019;9.8046;0.024508;0.0048268;2.1965;-0.0010769;9637.1;0;4.3355;0.088391;1911.2;1220.8;4.9312;0.59284;25718639;0;178.74;0.63588;0.63588;0.32471;0.20888;0.10229;0.0076603;0.038054;5.0144e-5;0;0;0;0;1.2204e-4;0.021033;140;153.94;57.352;0.059967;NaN;-1.5722;742.29;330.35;0.05;0.093167
9.7562;2457.8;163.69;-24.609;192.86;26.866;1282.4;0.72494;1282.4;0.032389;101.97;10.779;52;20.019;9.8046;0.1224;0.0048263;0.47181;-0.01762;9637.1;0;4.3355;0.088391;1909.5;1220.8;4.919;0.58897;25531363;0;176.01;0.63503;0.63506;0.32486;0.20825;0.10192;0.038301;0.18839;1.5495e-4;0;0;0;0;5.7059e-6;0.0209;140;153.94;57.413;0.061914;NaN;-1.6256;741.54;330.31;0.041407;0.09364
9.7976;2464.5;162.67;-24.729;191.76;26.72;1286.6;0.72956;1286.6;0.032489;101.53;10.121;52;20.019;9.8046;0.05117;0.0048259;3.5509;-0.027632;9637.1;0;4.3355;0.088391;1910.2;1220.8;4.9242;0.58549;25364440;0;173.57;0.63427;0.63428;0.325;0.20768;0.10159;0.015976;0.077977;3.4709e-4;0;0;0;0;3.2711e-4;0.02079;140;153.94;57.321;0.062166;NaN;-1.6695;740.92;330.29;0.05;0.094131
9.8476;2472.6;161.43;-25.11;190.45;26.664;1291.7;0.73516;1291.7;0.032609;101.06;8.9686;52;20.019;9.8046;0.088807;0.0048244;-2.4851;-0.0014577;9637.1;0;4.3355;0.088391;1909.3;1220.8;4.918;0.58125;25161831;0;170.65;0.63335;0.63337;0.32517;0.20699;0.1012;0.027722;0.13661;1.0503e-4;0;0;0;0;-1.6259e-4;0.020662;140;153.94;57.151;0.061283;NaN;-1.7221;740.18;330.26;0.05;0.094501
9.8976;2480.7;160.18;-24.604;189.15;26.288;1296.7;0.74075;1296.7;0.03273;100.61;9.2599;52;20.019;9.8045;0.031395;0.0048223;0.15375;0.006407;9637.1;0;4.3355;0.088391;1909.8;1220.8;4.9217;0.57749;24980769;0;168.07;0.63254;0.63254;0.32532;0.20638;0.10085;0.0097804;0.047857;-1.4286e-4;0;0;0;0;6.3059e-7;0.020537;140;153.94;57.104;0.061252;NaN;-1.7744;739.44;330.22;0.05;0.094859
9.9476;2488.7;158.97;-23.927;187.87;25.868;1301.8;0.74634;1301.8;0.03285;100.13;9.83;52;20.019;9.8045;0.067957;0.0048217;0.76822;-0.012609;9637.1;0;4.3355;0.088391;1909;1220.8;4.916;0.57384;24804288;0;165.58;0.63176;0.63177;0.32546;0.20579;0.10051;0.021169;0.10416;-2.3468e-5;0;0;0;0;1.5947e-5;0.020411;140;153.94;57.102;0.062298;NaN;-1.8263;738.72;330.19;0.05;0.095219
9.9976;2496.6;157.78;-23.81;186.61;25.646;1306.7;0.75194;1306.7;0.03297;99.639;9.5289;52;20.019;9.8045;0.042724;0.004824;3.1124;-0.035001;9637.1;0;4.3355;0.088391;1909.1;1220.8;4.9166;0.5701;24624349;0;163.06;0.63096;0.63096;0.3256;0.20519;0.10017;0.013291;0.065115;1.0644e-4;0;0;0;0;2.6526e-4;0.020285;140;153.94;56.998;0.063179;NaN;-1.8777;737.99;330.16;0.05;0.095574
10.048;2504.4;156.59;-23.834;185.35;25.494;1311.7;0.75755;1311.7;0.03309;99.175;9.0471;52;20.019;9.8045;0.013675;0.0048241;-3.6022;-0.12425;9637.1;0;4.3355;0.088391;1909.3;1220.8;4.9177;0.56662;24456150;0;160.73;0.63022;0.63022;0.32573;0.20463;0.099848;0.0042484;0.02089;1.1701e-4;0;0;0;0;-3.5976e-4;0.020162;140;153.94;56.822;0.063727;NaN;-1.9288;737.27;330.13;0.05;0.095945
10.098;2512.2;155.39;-23.971;184.11;25.381;1316.7;0.76316;1316.7;0.03321;98.743;8.3425;52;20.019;9.8044;0.10042;0.0048231;-1.2015;-0.009207;9637.1;0;4.3355;0.088391;1907.8;1220.8;4.9069;0.56261;24265534;0;158.1;0.62937;0.62939;0.32589;0.204;0.099485;0.031227;0.15374;2.4186e-4;0;0;0;0;-4.0601e-5;0.020042;140;153.94;56.693;0.063246;NaN;-1.9795;736.56;330.1;0.05;0.096307
10.148;2520;154.2;-23.478;182.88;25.004;1321.6;0.76878;1321.6;0.03333;98.323;8.6019;52;20.019;9.8044;0.040205;0.0048228;1.5881;-0.02169;9637.1;0;4.3355;0.088391;1908.3;1220.8;4.911;0.55861;24075706;0;155.5;0.62852;0.62853;0.32604;0.20336;0.099125;0.012476;0.061434;2.0319e-4;0;0;0;0;7.197e-5;0.019924;140;153.94;56.713;0.062667;NaN;-2.0298;735.85;330.07;0.05;0.096663
10.198;2527.7;153.05;-22.564;181.67;24.514;1326.5;0.7744;1326.5;0.033449;97.865;9.5825;52;20.019;9.8044;0.12901;0.0048218;0.297;-0.020006;9637.1;0;4.3355;0.088391;1906.9;1220.8;4.9004;0.55524;23913337;0;153.32;0.62782;0.62785;0.32616;0.20283;0.098824;0.040079;0.19655;3.6235e-4;0;0;0;0;2.5483e-6;0.019804;140;153.94;56.766;0.063646;NaN;-2.0798;735.15;330.04;0.045043;0.097137
10.243;2534.5;152.04;-22.573;180.58;24.363;1330.9;0.77946;1330.9;0.033556;97.439;9.1678;52;20.019;9.8044;0.081941;0.0048204;3.927;-0.043676;9637.1;0;4.3355;0.088391;1907.3;1220.8;4.9036;0.55196;23756647;0;151.21;0.62713;0.62714;0.32629;0.20231;0.098532;0.025414;0.12444;2.1091e-4;0;0;0;0;4.5088e-4;0.019697;140;153.94;56.664;0.065294;NaN;-2.1244;734.52;330.01;0.05;0.097641
10.293;2542.1;150.9;-22.917;179.39;24.348;1335.8;0.78509;1335.8;0.033676;97.005;8.2236;52;20.02;9.8043;0.052644;0.0048179;-4.2968;-0.049993;9637.1;0;4.3355;0.088391;1907.5;1220.8;4.905;0.54844;23588298;0;148.97;0.6264;0.6264;0.32642;0.20176;0.098221;0.016305;0.080762;-2.5585e-4;0;0;0;0;-5.4687e-4;0.01958;140;153.94;56.441;0.06554;NaN;-2.1736;733.83;329.98;0.05;0.098076
10.343;2549.6;149.76;-22.796;178.21;24.166;1340.6;0.79073;1340.6;0.033795;96.603;8.0207;52;20.02;9.8043;0.072244;0.0048182;-1.8158;-0.0053974;9637.1;0;4.3355;0.088391;1907;1220.8;4.9015;0.54517;23430981;0;146.9;0.62572;0.62573;0.32654;0.20125;0.097934;0.02237;0.11001;-4.7902e-4;0;0;0;0;-9.8852e-5;0.019467;140;153.94;56.288;0.064333;NaN;-2.2225;733.14;329.95;0.05;0.098467
10.393;2557.1;148.62;-22.436;177.04;23.868;1345.4;0.79637;1345.4;0.033914;96.199;8.1427;52;20.02;9.8043;0.034211;0.0048175;-0.0059491;0.011223;9637.1;0;4.3355;0.088391;1907.3;1220.8;4.9038;0.54158;23260697;0;144.67;0.62498;0.62498;0.32667;0.20069;0.097621;0.010577;0.052215;4.6071e-4;0;0;0;0;0;0.019354;140;153.94;56.248;0.064225;NaN;-2.271;732.46;329.92;0.05;0.098865
10.443;2564.5;147.52;-21.818;175.88;23.484;1350.2;0.80201;1350.2;0.034033;95.778;8.6881;52;20.02;9.8043;0.073845;0.0048159;0.69734;-0.023606;9637.1;0;4.3355;0.088391;1906.6;1220.8;4.8984;0.53831;23103997;0;142.64;0.62431;0.62432;0.32679;0.20018;0.097338;0.022835;0.11187;-3.2346e-4;0;0;0;0;1.4959e-5;0.019241;140;153.94;56.244;0.065808;NaN;-2.3191;731.78;329.89;0.05;0.099258
10.493;2571.8;146.43;-21.709;174.74;23.299;1355;0.80766;1355;0.034152;95.346;8.4585;52;20.02;9.8043;0.053457;0.0048148;3.0667;-0.038405;9637.1;0;4.3355;0.088391;1906.7;1220.8;4.8991;0.53488;22941097;0;140.55;0.62361;0.62361;0.32691;0.19966;0.097043;0.016512;0.080709;-1.0212e-4;0;0;0;0;2.9308e-4;0.019128;140;153.94;56.145;0.066888;NaN;-2.3669;731.11;329.86;0.05;0.099618
10.543;2579.1;145.34;-21.891;173.6;23.237;1359.7;0.81331;1359.7;0.034271;94.94;7.7952;52;20.02;9.8042;0.043267;0.0048139;-3.1799;-0.017073;9637.1;0;4.3355;0.088391;1906.6;1220.8;4.8987;0.53139;22775611;0;138.43;0.6229;0.6229;0.32704;0.19912;0.096744;0.013352;0.065979;2.814e-4;0;0;0;0;-3.1932e-4;0.019018;140;153.94;55.977;0.06641;NaN;-2.4143;730.44;329.84;0.05;0.099979
10.593;2586.4;144.25;-21.649;172.48;23.014;1364.5;0.81898;1364.5;0.03439;94.553;7.8072;52;20.02;9.8042;0.027483;0.004814;-1.8101;0.023444;9637.1;0;4.3355;0.088391;1906.7;1220.8;4.8992;0.52831;22627910;0;136.57;0.62227;0.62227;0.32715;0.19865;0.096481;0.0084733;0.041937;-3.3796e-4;0;0;0;0;-1.047e-4;0.01891;140;153.94;55.856;0.065698;NaN;-2.4613;729.78;329.81;0.05;0.10034
10.643;2593.5;143.18;-21.348;171.36;22.762;1369.2;0.82464;1369.2;0.034508;94.16;7.8981;52;20.02;9.8042;0.0046489;0.0048139;1.5111;0.10623;9637.1;0;4.3355;0.088391;1906.8;1220.8;4.9003;0.52511;22475655;0;134.66;0.62163;0.62163;0.32726;0.19816;0.096211;0.0014317;0.0068103;-4.561e-4;0;0;0;0;7.3866e-5;0.018802;140;153.94;55.776;0.065986;NaN;-2.5081;729.12;329.78;0.05;0.1007
10.693;2600.7;142.11;-21.327;170.26;22.616;1373.9;0.8303;1373.9;0.034626;93.773;7.5272;52;20.02;9.8042;0.040956;0.0048141;-1.0428;0.016371;9637.1;0;4.3355;0.088391;1906.1;1220.8;4.8953;0.52139;22301288;0;132.48;0.62088;0.62088;0.32739;0.19759;0.095898;0.012614;0.061984;3.8467e-4;0;0;0;0;-3.5691e-5;0.018696;140;153.94;55.707;0.066954;NaN;-2.5544;728.47;329.75;0.05;0.10121
10.743;2607.8;141.05;-21.049;169.17;22.364;1378.6;0.83597;1378.6;0.034744;93.398;7.5557;52;20.02;9.8041;0.015549;0.0048147;-0.041477;0.0077644;9637.1;0;4.3355;0.088391;1906.3;1220.8;4.8966;0.51784;22134764;0;130.42;0.62017;0.62017;0.32751;0.19705;0.095603;0.0047831;0.023245;-3.297e-5;0;0;0;0;-5.7246e-8;0.018591;140;153.94;55.684;0.067962;NaN;-2.6004;727.82;329.72;0.05;0.10158
10.793;2614.8;140.01;-20.637;168.09;22.064;1383.2;0.84164;1383.2;0.034862;93.013;7.8056;52;20.02;9.8041;0.050158;0.0048151;0.60029;-0.0059532;9637.1;0;4.3355;0.088391;1905.7;1220.8;4.892;0.51452;21978100;0;128.5;0.61951;0.61951;0.32763;0.19655;0.095327;0.01543;0.075761;-8.0189e-5;0;0;0;0;1.2148e-5;0.018486;140;153.94;55.675;0.068428;NaN;-2.6461;727.18;329.7;0.05;0.10194
10.843;2621.8;138.99;-20.266;167.02;21.805;1387.9;0.84733;1387.9;0.03498;92.615;8.0485;52;20.02;9.8041;0.11028;0.004817;3.0691;0.0031463;9637.1;0;4.3355;0.088391;1904.7;1220.8;4.885;0.51171;21843519;0;126.88;0.61895;0.61898;0.32773;0.19613;0.095096;0.033951;0.16523;-3.2237e-4;0;0;0;0;3.2111e-4;0.018381;140;153.94;55.588;0.068246;NaN;-2.6914;726.54;329.67;0.05;0.10231
10.893;2628.7;137.97;-20.622;165.96;21.835;1392.5;0.85301;1392.5;0.035098;92.233;7.1765;52;20.02;9.8041;0.037942;0.0048183;-4.3329;0.035628;9637.1;0;4.3355;0.088391;1905.6;1220.8;4.8913;0.50832;21684684;0;124.95;0.61828;0.61829;0.32784;0.19562;0.094819;0.011656;0.058084;4.37e-4;0;0;0;0;-6.4868e-4;0.018278;140;153.94;55.386;0.068012;NaN;-2.7364;725.91;329.64;0.05;0.10269
10.943;2635.6;136.93;-20.708;164.9;21.772;1397.1;0.8587;1397.1;0.035215;91.888;6.7239;52;20.02;9.8041;0.1103;0.0048197;-1.8869;0.012327;9637.1;0;4.3355;0.088391;1904.4;1220.8;4.883;0.50509;21532678;0;123.14;0.61765;0.61767;0.32795;0.19514;0.094556;0.033916;0.16545;-9.2451e-5;0;0;0;0;-1.2462e-4;0.018178;140;153.94;55.224;0.068618;NaN;-2.7811;725.28;329.61;0.05;0.10305
10.993;2642.4;135.9;-20.292;163.86;21.467;1401.7;0.86439;1401.7;0.035333;91.547;7.0048;52;20.02;9.804;0.038297;0.0048213;0.36627;0.013991;9637.1;0;4.3355;0.088391;1905.3;1220.8;4.8894;0.50195;21385253;0;121.39;0.61704;0.61704;0.32806;0.19467;0.094303;0.011751;0.057814;-9.1317e-5;0;0;0;0;4.7551e-6;0.018079;140;153.94;55.196;0.069653;NaN;-2.8254;724.65;329.59;0.05;0.10342
11.043;2649.1;134.91;-19.614;162.83;21.072;1406.3;0.87009;1406.3;0.03545;91.178;7.7042;52;20.021;9.804;0.11662;0.0048212;0.78658;-0.0034421;9637.1;0;4.3355;0.088391;1904.1;1220.8;4.8807;0.49922;21255097;0;119.87;0.6165;0.61653;0.32815;0.19427;0.094083;0.035823;0.17438;1.1381e-4;0;0;0;0;2.2175e-5;0.017979;140;153.94;55.2;0.070183;NaN;-2.8694;724.03;329.56;0.05;0.1038
