# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (cm²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
26.911;3503.9;-32.955;-9.293;60.654;9.3494;-2044.3;-2.6509;2044.3;-179.93;50.921;1.0261;52;19.97;9.8014;0.28338;0.0065524;-6.7972;0.0016623;11649;0;4.9398;0.091443;1893.9;1158.3;5.2537;0.17985;7050786;0;13.149;0.58094;0.58108;0.33545;0.16881;0.076678;0.084149;0.45517;-5.3946e-5;0;0;0;0;-0.013022;0.0079877;140;153.94;-34.459;-179.82;NaN;-8.4255;649.07;326.19;0.05;0.30638
26.961;3502.3;-33.417;-9.1744;60.865;9.2228;-2046.8;-2.6586;2046.8;-179.93;50.872;0.94363;52;19.97;9.8014;0.044331;0.0065524;-6.3127;-0.028145;11649;0;4.9398;0.091443;1897.3;1158.3;5.2786;0.17977;7048698;0;13.136;0.58093;0.58093;0.33545;0.1688;0.076675;0.013095;0.079878;-1.1213e-4;0;0;0;0;-0.011242;0.0079964;140;153.94;-34.783;-179.82;NaN;-8.4147;649.21;326.2;0.05;0.30688
27.011;3500.6;-33.873;-9.0825;61.079;9.1253;-2049.4;-2.6662;2049.4;-179.93;50.826;0.88275;52;19.97;9.8014;0.13649;0.0065524;6.4442;-0.027904;11649;0;4.9398;0.091443;1896;1158.3;5.269;0.17998;7057814;0;13.17;0.58094;0.58097;0.33545;0.16881;0.076681;0.040401;0.20166;-2.9839e-5;0;0;0;0;0.011688;0.0080056;140;153.94;-35.1;-179.82;NaN;-8.4038;649.34;326.21;0.05;0.30745
27.061;3498.9;-34.326;-9.0397;61.295;9.0807;-2051.9;-2.6739;2051.9;-179.93;50.783;0.86174;52;19.97;9.8014;0.20497;0.0065524;6.9439;-0.036901;11649;0;4.9398;0.091443;1895;1158.3;5.2619;0.18059;7082934;0;13.264;0.58097;0.58105;0.33544;0.16883;0.076699;0.060766;0.30674;-6.7789e-6;0;0;0;0;0.013479;0.0080152;140;153.94;-35.434;-179.82;NaN;-8.3927;649.49;326.21;0.05;0.30789
27.111;3497.2;-34.778;-9.0327;61.514;9.0744;-2054.5;-2.6816;2054.5;-179.93;50.739;0.86929;52;19.97;9.8014;0.19308;0.0065524;7.4629;-0.059057;11649;0;4.9398;0.091443;1895.2;1158.3;5.2632;0.18143;7117014;0;13.391;0.58101;0.58108;0.33543;0.16886;0.076723;0.057228;0.28614;3.6557e-5;0;0;0;0;0.015425;0.0080249;140;153.94;-35.794;-179.81;NaN;-8.3815;649.63;326.22;0.05;0.30833
27.161;3495.4;-35.228;-8.9764;61.735;9.0148;-2057;-2.6892;2057;-179.93;50.697;0.83107;52;19.97;9.8014;0.29438;0.0065524;8.1566;-0.032099;11649;0;4.9398;0.091443;1893.7;1158.3;5.2528;0.18164;7126416;0;13.427;0.58102;0.58118;0.33543;0.16886;0.076729;0.087447;0.44144;-2.1454e-4;0;0;0;0;0.018382;0.0080349;140;153.94;-36.184;-179.81;NaN;-8.3701;649.77;326.23;0.05;0.30878
27.211;3493.6;-35.676;-8.9597;61.958;8.9975;-2059.5;-2.6969;2059.5;-179.92;50.656;0.82395;52;19.97;9.8014;0.30814;0.0065524;9.0436;-0.024463;11649;0;4.9398;0.091443;1893.5;1158.3;5.2514;0.18204;7143533;0;13.491;0.58104;0.58121;0.33542;0.16887;0.076741;0.091564;0.45803;2.6924e-4;0;0;0;0;0.022496;0.0080453;140;153.94;-36.614;-179.81;NaN;-8.3586;649.92;326.23;0.05;0.30922
27.261;3491.8;-36.125;-9.0104;62.183;9.0527;-2062.1;-2.7046;2062.1;-179.92;50.613;0.87459;52;19.97;9.8014;0.17108;0.0065524;9.7098;-0.052756;11649;0;4.9398;0.091443;1895.5;1158.3;5.2657;0.18292;7179081;0;13.622;0.58108;0.58113;0.33541;0.1689;0.076767;0.050688;0.2409;-9.673e-5;0;0;0;0;0.025684;0.0080556;140;153.94;-37.084;-179.81;NaN;-8.3469;650.07;326.24;0.05;0.30971
27.311;3490;-36.577;-9.0631;62.41;9.1104;-2064.6;-2.7123;2064.6;-179.92;50.568;0.9274;52;19.97;9.8014;0.029997;0.0065524;9.9508;-0.2934;11649;0;4.9398;0.091443;1897.6;1158.3;5.2805;0.18372;7211816;0;13.745;0.58112;0.58112;0.3354;0.16893;0.07679;0.0088606;0.020394;3.3649e-5;0;0;0;0;0.026739;0.008066;140;153.94;-37.578;-179.81;NaN;-8.3351;650.22;326.25;0.05;0.31017
27.361;3488.2;-37.031;-9.1191;62.639;9.1722;-2067.1;-2.7201;2067.1;-179.92;50.52;0.98525;52;19.97;9.8014;0.11863;0.0065523;-9.7972;-0.067924;11649;0;4.9398;0.091443;1896.3;1158.3;5.2713;0.18455;7245676;0;13.874;0.58116;0.58119;0.33539;0.16895;0.076815;0.035111;0.21111;2.3535e-4;0;0;0;0;-0.025686;0.0080762;140;153.94;-38.073;-179.81;NaN;-8.3232;650.37;326.26;0.05;0.31062
27.411;3486.3;-37.49;-9.1913;62.87;9.2525;-2069.6;-2.7278;2069.6;-179.92;50.469;1.0623;52;19.97;9.8014;0.30229;0.0065523;-9.0527;-0.030078;11649;0;4.9398;0.091443;1893.7;1158.3;5.2523;0.18563;7289275;0;14.044;0.58121;0.58138;0.33538;0.16899;0.076847;0.089832;0.49338;4.8346e-4;0;0;0;0;-0.021675;0.0080863;140;153.94;-38.547;-179.81;NaN;-8.311;650.52;326.26;0.05;0.31106
27.461;3484.4;-37.949;-9.1678;63.102;9.228;-2072.2;-2.7355;2072.2;-179.92;50.416;1.0522;52;19.97;9.8014;0.27568;0.0065523;-8.1196;-0.0053653;11649;0;4.9398;0.091443;1894;1158.3;5.2551;0.18602;7306214;0;14.108;0.58123;0.58137;0.33537;0.169;0.076859;0.08188;0.44803;3.4236e-4;0;0;0;0;-0.017362;0.0080964;140;153.94;-38.976;-179.81;NaN;-8.2988;650.68;326.27;0.05;0.31151
27.511;3482.5;-38.406;-9.1516;63.337;9.2119;-2074.7;-2.7432;2074.7;-179.92;50.364;1.0517;52;19.97;9.8014;0.26627;0.0065522;-7.2958;0.011524;11649;0;4.9398;0.091443;1894.2;1158.3;5.2561;0.18666;7332629;0;14.209;0.58126;0.58139;0.33537;0.16902;0.076878;0.079071;0.42933;9.3394e-5;0;0;0;0;-0.013921;0.0081068;140;153.94;-39.361;-179.81;NaN;-8.2864;650.83;326.28;0.05;0.31194
27.561;3480.6;-38.865;-9.1809;63.573;9.2464;-2077.2;-2.751;2077.2;-179.92;50.31;1.099;52;19.97;9.8015;0.35694;0.0065521;-6.244;0.0030195;11649;0;4.9398;0.091443;1892.9;1158.3;5.2469;0.18789;7381986;0;14.403;0.58132;0.58155;0.33535;0.16906;0.076915;0.10621;0.56784;-2.3677e-4;0;0;0;0;-0.010064;0.0081172;140;153.94;-39.701;-179.81;NaN;-8.2738;650.99;326.28;0.05;0.31243
27.611;3478.6;-39.323;-9.1241;63.811;9.186;-2079.7;-2.7587;2079.7;-179.92;50.255;1.0648;52;19.97;9.8015;0.26174;0.0065521;-5.251;0.013134;11649;0;4.9398;0.091443;1894.3;1158.3;5.2568;0.18857;7410123;0;14.51;0.58136;0.58148;0.33534;0.16908;0.076935;0.077727;0.41552;-1.4334e-4;0;0;0;0;-0.0070658;0.0081277;140;153.94;-39.987;-179.81;NaN;-8.2611;651.16;326.29;0.05;0.31286
27.661;3476.7;-39.777;-9.0682;64.051;9.1269;-2082.2;-2.7665;2082.2;-179.92;50.203;1.0335;52;19.97;9.8015;0.16989;0.0065521;-4.5493;0.021249;11649;0;4.9398;0.091443;1895.6;1158.3;5.2664;0.18941;7444705;0;14.643;0.5814;0.58145;0.33533;0.16911;0.076961;0.050354;0.27003;-3.1421e-4;0;0;0;0;-0.0052562;0.0081386;140;153.94;-40.231;-179.81;NaN;-8.2483;651.32;326.3;0.05;0.31329
27.711;3474.7;-40.229;-8.9733;64.293;9.025;-2084.7;-2.7742;2084.7;-179.92;50.152;0.96408;52;19.97;9.8015;0.0058342;0.0065521;4.1413;0.64725;11649;0;4.9398;0.091443;1898;1158.3;5.2836;0.19002;7469908;0;14.74;0.58143;0.58143;0.33532;0.16913;0.076979;0.001723;0.0044916;3.4922e-4;0;0;0;0;0.0043278;0.0081497;140;153.94;-40.447;-179.81;NaN;-8.2353;651.48;326.31;0.05;0.31372
27.761;3472.6;-40.673;-8.7893;64.538;8.826;-2087.2;-2.782;2087.2;-179.92;50.109;0.80359;52;19.97;9.8015;0.37575;0.006552;4.884;0.015762;11649;0;4.9398;0.091443;1892.6;1158.3;5.2451;0.18982;7463464;0;14.718;0.58142;0.58167;0.33533;0.16912;0.076973;0.11187;0.58076;-4.8907e-4;0;0;0;0;0.0060317;0.0081617;140;153.94;-40.669;-179.81;NaN;-8.2221;651.65;326.32;0.05;0.31415
27.811;3470.6;-41.111;-8.7402;64.785;8.7743;-2089.7;-2.7898;2089.7;-179.92;50.069;0.77281;52;19.969;9.8015;0.45072;0.006552;6.1795;0.0069879;11649;0;4.9398;0.091443;1891.6;1158.3;5.2375;0.19052;7492672;0;14.836;0.58146;0.58182;0.33532;0.16914;0.076995;0.13442;0.69408;4.2152e-4;0;0;0;0;0.0095839;0.0081741;140;153.94;-40.944;-179.81;NaN;-8.2088;651.82;326.32;0.05;0.31458
27.861;3468.5;-41.546;-8.6923;65.033;8.7234;-2092.2;-2.7976;2092.2;-179.92;50.032;0.73658;52;19.969;9.8015;0.52735;0.0065521;7.8174;-6.4763e-4;11649;0;4.9398;0.091443;1890.5;1158.3;5.2296;0.19093;7510216;0;14.907;0.58148;0.58197;0.33531;0.16916;0.077007;0.15754;0.8084;-2.1206e-4;0;0;0;0;0.015271;0.0081869;140;153.94;-41.293;-179.81;NaN;-8.1954;651.99;326.33;0.05;0.31501
27.911;3466.4;-41.983;-8.7665;65.283;8.8047;-2094.7;-2.8053;2094.7;-179.92;49.993;0.8188;52;19.969;9.8015;0.34253;0.006552;9.2086;-0.020539;11649;0;4.9398;0.091443;1893.2;1158.3;5.2487;0.19202;7554631;0;15.076;0.58153;0.58174;0.3353;0.16919;0.077041;0.10192;0.51378;-4.4213e-5;0;0;0;0;0.02095;0.0081997;140;153.94;-41.721;-179.81;NaN;-8.1818;652.16;326.34;0.05;0.31544
27.961;3464.3;-42.423;-8.8715;65.534;8.9204;-2097.2;-2.8131;2097.2;-179.92;49.95;0.93253;52;19.969;9.8015;0.092537;0.0065521;9.9347;-0.15442;11649;0;4.9398;0.091443;1896.8;1158.3;5.2748;0.19317;7601194;0;15.257;0.58159;0.58161;0.33528;0.16923;0.077076;0.027387;0.12023;3.6995e-5;0;0;0;0;0.024094;0.0082123;140;153.94;-42.203;-179.81;NaN;-8.1681;652.34;326.35;0.05;0.31587
28.011;3462.2;-42.871;-9.0114;65.786;9.0768;-2099.7;-2.8209;2099.7;-179.92;49.899;1.088;52;19.969;9.8015;0.23248;0.006552;-9.5409;-0.095088;11649;0;4.9398;0.091443;1894.8;1158.3;5.2604;0.19458;7658375;0;15.489;0.58166;0.58176;0.33526;0.16928;0.07712;0.06902;0.38505;-1.3232e-4;0;0;0;0;-0.021899;0.0082243;140;153.94;-42.695;-179.81;NaN;-8.1542;652.51;326.36;0.05;0.3163
28.061;3460;-43.321;-8.9912;66.039;9.0554;-2102.2;-2.8287;2102.2;-179.92;49.845;1.0767;52;19.969;9.8015;0.21431;0.006552;-8.7555;-0.081626;11649;0;4.9398;0.091443;1895.1;1158.3;5.2623;0.19486;7670862;0;15.538;0.58168;0.58176;0.33526;0.16929;0.077129;0.063603;0.35331;-8.3204e-5;0;0;0;0;-0.018389;0.0082362;140;153.94;-43.152;-179.8;NaN;-8.1402;652.69;326.37;0.05;0.31673
28.111;3457.9;-43.77;-8.982;66.294;9.0467;-2104.7;-2.8365;2104.7;-179.92;49.791;1.0798;52;19.969;9.8015;0.22072;0.0065521;-7.9532;-0.057799;11649;0;4.9398;0.091443;1895;1158.3;5.2617;0.19537;7692694;0;15.625;0.5817;0.58179;0.33525;0.1693;0.077145;0.065517;0.35996;1.4089e-4;0;0;0;0;-0.015092;0.0082483;140;153.94;-43.57;-179.8;NaN;-8.1261;652.87;326.37;0.05;0.31716
28.161;3455.7;-44.218;-8.9542;66.551;9.0172;-2107.2;-2.8444;2107.2;-179.92;49.737;1.0646;52;19.969;9.8015;0.18796;0.006552;-7.2736;-0.032966;11649;0;4.9398;0.091443;1895.5;1158.3;5.2651;0.19588;7714156;0;15.71;0.58173;0.58179;0.33525;0.16932;0.077161;0.055755;0.30622;3.4886e-4;0;0;0;0;-0.012558;0.0082607;140;153.94;-43.95;-179.8;NaN;-8.1118;653.05;326.38;0.05;0.31759
28.211;3453.4;-44.667;-8.9783;66.81;9.0467;-2109.7;-2.8522;2109.7;-179.92;49.683;1.1102;52;19.969;9.8015;0.26776;0.006552;-6.4145;-0.018248;11649;0;4.9398;0.091443;1894.3;1158.3;5.257;0.19691;7756685;0;15.885;0.58178;0.58191;0.33523;0.16936;0.077194;0.079568;0.42759;-3.4947e-4;0;0;0;0;-0.0096632;0.008273;140;153.94;-44.293;-179.81;NaN;-8.0973;653.23;326.39;0.05;0.31805
28.261;3451.2;-45.115;-8.9437;67.069;9.0102;-2112.2;-2.86;2112.2;-179.92;49.628;1.0926;52;19.969;9.8015;0.22329;0.0065522;-5.5725;4.1579e-5;11649;0;4.9398;0.091443;1895;1158.3;5.2616;0.19766;7787743;0;16.01;0.58182;0.58191;0.33522;0.16938;0.077217;0.066293;0.35622;-7.3006e-5;0;0;0;0;-0.0072375;0.0082855;140;153.94;-44.592;-179.81;NaN;-8.0828;653.42;326.4;0.05;0.31848
28.311;3448.9;-45.562;-8.9531;67.33;9.0239;-2114.7;-2.8679;2114.7;-179.92;49.572;1.1279;52;19.969;9.8016;0.27321;0.0065523;-4.684;-1.842e-4;11649;0;4.9398;0.091443;1894.3;1158.3;5.2566;0.19888;7837523;0;16.216;0.58189;0.58202;0.33521;0.16942;0.077256;0.081207;0.43237;4.794e-4;0;0;0;0;-0.0050507;0.0082981;140;153.94;-44.85;-179.81;NaN;-8.068;653.61;326.41;0.05;0.3189
28.361;3446.6;-46.01;-8.9253;67.592;8.9958;-2117.1;-2.8757;2117.1;-179.92;49.515;1.124;52;19.969;9.8016;0.24613;0.0065522;-3.6642;0.0019163;11649;0;4.9398;0.091443;1894.7;1158.3;5.2595;0.2;7883202;0;16.404;0.58194;0.58205;0.33519;0.16946;0.077292;0.073121;0.38715;2.6477e-4;0;0;0;0;-0.0030563;0.0083106;140;153.94;-45.058;-179.81;NaN;-8.0531;653.79;326.42;0.05;0.31933
28.411;3444.3;-46.453;-8.8003;67.856;8.858;-2119.6;-2.8835;2119.6;-179.92;49.462;1.0094;52;19.969;9.8016;0.016151;0.0065521;-3.2384;0.26236;11649;0;4.9398;0.091443;1898;1158.3;5.2835;0.20051;7905287;0;16.491;0.58197;0.58197;0.33519;0.16948;0.077308;0.0047741;0.027265;3.6474e-4;0;0;0;0;-0.0023748;0.0083237;140;153.94;-45.227;-179.81;NaN;-8.0381;653.99;326.43;0.05;0.31975
28.461;3442;-46.892;-8.7489;68.121;8.8036;-2122.1;-2.8914;2122.1;-179.92;49.412;0.97981;52;19.969;9.8016;0.057168;0.0065521;3.2771;0.065938;11649;0;4.9398;0.091443;1897.4;1158.3;5.2793;0.20158;7949189;0;16.674;0.58203;0.58204;0.33517;0.16952;0.077343;0.016915;0.086728;-2.9507e-4;0;0;0;0;0.0024061;0.0083371;140;153.94;-45.389;-179.81;NaN;-8.0229;654.18;326.44;0.05;0.32018
28.511;3439.6;-47.326;-8.6462;68.387;8.6917;-2124.5;-2.8992;2124.6;-179.92;49.366;0.88881;52;19.969;9.8016;0.23688;0.0065522;3.8202;0.017156;11649;0;4.9398;0.091443;1894.8;1158.3;5.2607;0.20222;7976025;0;16.788;0.58206;0.58217;0.33516;0.16954;0.077363;0.070369;0.36704;-1.3522e-4;0;0;0;0;0.0032488;0.0083509;140;153.94;-45.564;-179.81;NaN;-8.0076;654.37;326.45;0.05;0.32061
28.561;3437.3;-47.757;-8.5874;68.655;8.6289;-2127;-2.9071;2127;-179.92;49.323;0.84473;52;19.969;9.8016;0.3249;0.006552;4.9064;0.0076877;11649;0;4.9398;0.091443;1893.6;1158.3;5.2517;0.203;8008814;0;16.928;0.58211;0.5823;0.33515;0.16957;0.077389;0.096707;0.50296;-8.6504e-5;0;0;0;0;0.0053175;0.0083652;140;153.94;-45.781;-179.81;NaN;-7.9922;654.57;326.46;0.05;0.32103
28.611;3434.9;-48.187;-8.6088;68.923;8.6547;-2129.5;-2.915;2129.5;-179.92;49.279;0.88969;52;19.969;9.8016;0.24956;0.006552;5.9343;-0.005663;11649;0;4.9398;0.091443;1894.7;1158.3;5.2596;0.20415;8055954;0;17.125;0.58217;0.58228;0.33514;0.16961;0.077427;0.074165;0.38212;4.1943e-4;0;0;0;0;0.0076909;0.0083795;140;153.94;-46.053;-179.8;NaN;-7.9766;654.77;326.47;0.05;0.32145
28.661;3432.4;-48.617;-8.6144;69.193;8.6627;-2131.9;-2.9228;2131.9;-179.92;49.235;0.9129;52;19.969;9.8016;0.20946;0.006552;6.8226;-0.022583;11649;0;4.9398;0.091443;1895.3;1158.3;5.2638;0.20502;8091888;0;17.276;0.58222;0.5823;0.33512;0.16964;0.077455;0.062199;0.31751;-1.6146e-4;0;0;0;0;0.01008;0.0083939;140;153.94;-46.373;-179.8;NaN;-7.9609;654.97;326.47;0.05;0.32199
28.711;3430;-49.05;-8.6644;69.464;8.7205;-2134.4;-2.9307;2134.4;-179.92;49.187;0.98756;52;19.969;9.8016;0.079555;0.006552;7.2858;-0.10258;11649;0;4.9398;0.091443;1897.2;1158.3;5.2775;0.20607;8135344;0;17.459;0.58228;0.58229;0.33511;0.16968;0.07749;0.023558;0.11268;3.5306e-4;0;0;0;0;0.011377;0.0084081;140;153.94;-46.727;-179.8;NaN;-7.945;655.17;326.48;0.05;0.32247
28.761;3427.5;-49.482;-8.6853;69.735;8.7459;-2136.9;-2.9386;2136.9;-179.92;49.137;1.0272;52;19.969;9.8016;0.010019;0.006552;7.5045;-0.94055;11649;0;4.9398;0.091443;1898.2;1158.3;5.2848;0.20686;8168395;0;17.599;0.58232;0.58232;0.3351;0.16971;0.077516;0.0029626;0.0034028;-2.4521e-4;0;0;0;0;0.011977;0.0084223;140;153.94;-47.1;-179.8;NaN;-7.929;655.37;326.49;0.05;0.32293
28.811;3425;-49.921;-8.825;70.007;8.9085;-2139.3;-2.9465;2139.3;-179.92;49.08;1.217;52;19.969;9.8016;0.301;0.006552;-6.8034;-0.051364;11649;0;4.9398;0.091443;1894;1158.3;5.2547;0.20851;8235426;0;17.894;0.58241;0.58257;0.33508;0.16977;0.077571;0.089579;0.48069;-2.3895e-4;0;0;0;0;-0.0096886;0.0084359;140;153.94;-47.464;-179.8;NaN;-7.9128;655.57;326.5;0.05;0.32337
28.861;3422.5;-50.36;-8.7439;70.28;8.8175;-2141.8;-2.9544;2141.8;-179.92;49.021;1.1368;52;19.969;9.8016;0.16643;0.006552;-5.8974;-0.052837;11649;0;4.9398;0.091443;1895.9;1158.3;5.2687;0.20882;8249754;0;17.951;0.58243;0.58248;0.33507;0.16978;0.077581;0.049388;0.26769;-4.5377e-4;0;0;0;0;-0.0072577;0.0084496;140;153.94;-47.779;-179.8;NaN;-7.8965;655.78;326.51;0.05;0.32387
28.911;3420;-50.796;-8.7049;70.554;8.7755;-2144.2;-2.9623;2144.2;-179.92;48.965;1.1108;52;19.969;9.8016;0.11751;0.0065519;-5.3242;-0.035248;11649;0;4.9398;0.091443;1896.7;1158.3;5.2739;0.20953;8279727;0;18.079;0.58247;0.58249;0.33506;0.1698;0.077605;0.034835;0.18965;1.4823e-4;0;0;0;0;-0.0058751;0.0084636;140;153.94;-48.059;-179.8;NaN;-7.8801;655.99;326.52;0.05;0.32433
28.961;3417.5;-51.231;-8.6725;70.829;8.7413;-2146.7;-2.9702;2146.7;-179.92;48.91;1.0944;52;19.969;9.8016;0.082817;0.0065518;-4.9252;-0.0025205;11649;0;4.9398;0.091443;1897.2;1158.3;5.2776;0.21036;8314365;0;18.229;0.58252;0.58253;0.33505;0.16983;0.077633;0.024533;0.13484;-3.1032e-4;0;0;0;0;-0.0049877;0.0084779;140;153.94;-48.315;-179.8;NaN;-7.8635;656.2;326.53;0.05;0.32479
29.011;3414.9;-51.664;-8.646;71.106;8.7141;-2149.1;-2.9781;2149.1;-179.92;48.855;1.0866;52;19.969;9.8017;0.06106;0.0065518;-4.6006;0.040847;11649;0;4.9398;0.091443;1897.5;1158.3;5.2799;0.21128;8352722;0;18.396;0.58257;0.58257;0.33504;0.16987;0.077664;0.01808;0.099307;1.4263e-4;0;0;0;0;-0.0043139;0.0084923;140;153.94;-48.552;-179.8;NaN;-7.8468;656.41;326.54;0.05;0.3253
29.061;3412.3;-52.095;-8.5943;71.383;8.6578;-2151.6;-2.986;2151.6;-179.92;48.802;1.0466;52;19.969;9.8017;0.011152;0.0065518;4.4849;0.48879;11649;0;4.9398;0.091443;1898.3;1158.3;5.2852;0.21205;8385592;0;18.539;0.58261;0.58261;0.33503;0.1699;0.07769;0.0032987;0.013764;-1.8443e-4;0;0;0;0;0.0040693;0.0085069;140;153.94;-48.779;-179.8;NaN;-7.8299;656.63;326.55;0.05;0.32572
29.111;3409.7;-52.524;-8.5568;71.661;8.6179;-2154;-2.9939;2154;-179.92;48.75;1.0243;52;19.969;9.8017;0.054128;0.0065518;4.5907;0.1202;11649;0;4.9398;0.091443;1897.6;1158.3;5.2808;0.21292;8421817;0;18.698;0.58266;0.58267;0.33501;0.16993;0.07772;0.016027;0.080235;-1.3637e-4;0;0;0;0;0.0042288;0.0085217;140;153.94;-49.006;-179.8;NaN;-7.8129;656.84;326.56;0.05;0.32615
29.161;3407;-52.95;-8.4918;71.941;8.5464;-2156.4;-3.0019;2156.4;-179.92;48.701;0.96423;52;19.969;9.8017;0.15249;0.0065518;5.0715;0.048441;11649;0;4.9398;0.091443;1896.2;1158.3;5.2706;0.21355;8448793;0;18.817;0.5827;0.58274;0.335;0.16995;0.077741;0.04525;0.23316;2.4699e-4;0;0;0;0;0.0051302;0.0085369;140;153.94;-49.246;-179.8;NaN;-7.7958;657.06;326.57;0.05;0.32657
29.211;3404.4;-53.375;-8.5147;72.221;8.5752;-2158.9;-3.0098;2158.9;-179.92;48.651;1.0168;52;19.968;9.8017;0.076019;0.0065517;5.5193;0.059543;11649;0;4.9398;0.091443;1897.4;1158.3;5.2787;0.21465;8494447;0;19.019;0.58276;0.58277;0.33499;0.16999;0.077779;0.022522;0.11244;4.2036e-4;0;0;0;0;0.0060138;0.0085521;140;153.94;-49.512;-179.8;NaN;-7.7785;657.28;326.59;0.05;0.32699
29.261;3401.7;-53.801;-8.5103;72.501;8.5728;-2161.3;-3.0177;2161.3;-179.92;48.6;1.033;52;19.968;9.8017;0.054402;0.0065517;5.7356;0.030464;11649;0;4.9398;0.091443;1897.7;1158.3;5.2811;0.21552;8531210;0;19.182;0.58281;0.58282;0.33498;0.17003;0.077809;0.016111;0.078974;7.5258e-5;0;0;0;0;0.0064413;0.0085673;140;153.94;-49.794;-179.8;NaN;-7.7611;657.5;326.6;0.05;0.32745
29.311;3399;-54.225;-8.4843;72.783;8.5453;-2163.7;-3.0257;2163.7;-179.92;48.549;1.0191;52;19.968;9.8017;0.076519;0.0065518;6.0718;-0.013459;11649;0;4.9398;0.091443;1897.4;1158.3;5.2788;0.21621;8560642;0;19.313;0.58285;0.58286;0.33497;0.17005;0.077833;0.022673;0.11261;9.3094e-6;0;0;0;0;0.0071723;0.0085826;140;153.94;-50.089;-179.8;NaN;-7.7435;657.73;326.61;0.05;0.32787
29.361;3396.3;-54.651;-8.5612;73.065;8.6373;-2166.1;-3.0336;2166.2;-179.92;48.495;1.1443;52;19.968;9.8017;0.10508;0.0065517;-5.9941;-0.05048;11649;0;4.9398;0.091443;1897;1158.3;5.276;0.21751;8614559;0;19.556;0.58293;0.58295;0.33495;0.1701;0.077879;0.031159;0.17106;2.6029e-4;0;0;0;0;-0.006906;0.0085978;140;153.94;-50.393;-179.8;NaN;-7.7258;657.96;326.62;0.05;0.3283
29.411;3393.5;-55.081;-8.5817;73.348;8.6648;-2168.6;-3.0415;2168.6;-179.92;48.435;1.1968;52;19.968;9.8017;0.17553;0.0065517;-5.2185;-0.041182;11649;0;4.9398;0.091443;1896;1158.3;5.2688;0.21855;8657937;0;19.753;0.58299;0.58304;0.33493;0.17014;0.077915;0.052134;0.27965;1.823e-4;0;0;0;0;-0.0051848;0.0086127;140;153.94;-50.675;-179.8;NaN;-7.708;658.2;326.63;0.05;0.32873
29.461;3390.8;-55.506;-8.4558;73.631;8.5206;-2171;-3.0495;2171;-179.92;48.38;1.0487;52;19.968;9.8017;0.0409;0.0065518;5.0585;-0.080734;11649;0;4.9398;0.091443;1897.9;1158.3;5.2828;0.21876;8668610;0;19.797;0.583;0.583;0.33493;0.17015;0.077922;0.012112;0.058876;3.9033e-4;0;0;0;0;0.004862;0.008628;140;153.94;-50.928;-179.8;NaN;-7.69;658.44;326.64;0.05;0.32919
29.511;3388;-55.93;-8.496;73.916;8.5709;-2173.4;-3.0574;2173.4;-179.92;48.325;1.1303;52;19.968;9.8017;0.069736;0.0065517;-4.9269;-0.06398;11649;0;4.9398;0.091443;1897.5;1158.3;5.28;0.21998;8719629;0;20.029;0.58307;0.58308;0.33491;0.1702;0.077965;0.020666;0.11343;-2.8439e-4;0;0;0;0;-0.0045607;0.0086434;140;153.94;-51.18;-179.8;NaN;-7.6719;658.68;326.65;0.05;0.32961
29.561;3385.2;-56.354;-8.4793;74.2;8.5548;-2175.8;-3.0654;2175.8;-179.92;48.269;1.1341;52;19.968;9.8017;0.068816;0.0065518;-4.651;-0.038197;11649;0;4.9398;0.091443;1897.6;1158.3;5.2802;0.2209;8758372;0;20.206;0.58312;0.58313;0.3349;0.17023;0.077998;0.020394;0.11124;-3.9253e-4;0;0;0;0;-0.0040303;0.0086588;140;153.94;-51.419;-179.8;NaN;-7.6537;658.93;326.66;0.05;0.33004
29.611;3382.4;-56.779;-8.5052;74.486;8.5895;-2178.2;-3.0734;2178.2;-179.92;48.211;1.2;52;19.968;9.8018;0.15115;0.0065518;-4.1328;-0.01907;11649;0;4.9398;0.091443;1896.4;1158.3;5.2717;0.22212;8809548;0;20.442;0.5832;0.58324;0.33488;0.17028;0.078041;0.044879;0.23928;-3.8588e-4;0;0;0;0;-0.003147;0.0086742;140;153.94;-51.64;-179.8;NaN;-7.6353;659.17;326.67;0.05;0.33046
