# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (cm²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
0;0;0;-3.2598;0;3.469;0;0;0;0;0;1.1865;52;20;9.8122;110;0;0;0;16148;4498.6;6.9526;0.094708;NaN;1353.8;NaN;0.010849;590211;92.865;-0.0071896;0.66589;-0.056576;0.42571;0.16609;0.074091;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;140;153.94;70;180;NaN;14.35;1001.5;340;0.01;0.0017402
0.01;0;0;23.587;0;25.101;0;0;0;0;0;8.585;52;20;9.8122;110;0;0;0;16148;4498.6;6.9526;0.094708;NaN;1353.8;NaN;0.010973;596951;554.21;-0.0073436;0.66488;-0.05649;0.4247;0.16609;0.074091;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;140;153.94;70;180;NaN;14.35;1001.5;340;0.01;0.0022762
0.02;0.0011796;0.23593;52.739;0.25107;56.124;-4.2934e-4;0;4.2934e-4;180;0.085872;19.195;52;20;9.8122;106.34;0;0;0;16144;4495;6.9513;0.094705;NaN;1353.7;NaN;0.010866;591156;1054.9;-0.0041176;0.66574;-0.032298;0.42557;0.16609;0.074091;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4609e-5;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0027487
0.03;0.0061764;0.76346;81.909;0.81246;87.166;-0.002248;0;0.002248;180;0.27788;29.812;52;20;9.8122;97.819;0;0;0;16140;4490.5;6.9498;0.094702;NaN;1353.6;NaN;0.010643;579000;1555.6;-4.7988e-4;0.6676;-0.0039239;0.42742;0.16609;0.074091;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.9634e-5;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0032589
0.04;0.017907;1.5828;104;1.6843;110.68;-0.0065177;0;0.0065177;180;0.57608;37.853;52;20;9.8122;84.247;0;0;0;16135;4486;6.9482;0.094699;NaN;1353.4;NaN;0.010714;582886;1934.6;1.9802e-4;0.667;0.0015977;0.42682;0.16609;0.074091;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6509e-4;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0037418
0.05;0.038936;2.6231;105.55;2.7915;112.33;-0.014172;0;0.014172;180;0.95474;38.418;52;20;9.8122;68.302;0;0;0;16129;4479.7;6.946;0.094694;NaN;1353.2;NaN;0.011598;630991;1960.5;0.010172;0.66;0.070033;0.41982;0.16609;0.074092;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.7361e-4;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0042161
0.06;0.070448;3.6792;105.82;3.9153;112.61;-0.025641;0;0.025641;180;1.3391;38.516;52;20;9.8122;53.554;0;0;0;16120;4470.6;6.9428;0.094688;NaN;1352.9;NaN;0.012985;706443;1964;0.047927;0.65032;0.26325;0.41013;0.16609;0.074095;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8377e-4;140;153.94;70;180;NaN;14.35;1001.5;339.99;0.01;0.0047077
0.07;0.11253;4.738;106.09;5.0421;112.9;-0.040959;0;0.040959;180;1.7245;38.615;52;20;9.8122;42.217;0;0;0;16110;4460.7;6.9394;0.09468;NaN;1352.6;NaN;0.015053;818936;1967.5;0.11591;0.63815;0.47377;0.39795;0.1661;0.0741;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.942e-4;140;153.94;70;180;NaN;14.349;1001.5;339.99;0.01;0.0051949
0.08;0.16522;5.7995;106.36;6.1717;113.19;-0.060135;0;0.060135;180;2.1108;38.713;52;20;9.8122;33.843;0;0;0;16100;4450.8;6.9359;0.094673;NaN;1352.3;NaN;0.017568;955746;1971;0.20891;0.626;0.62692;0.38579;0.1661;0.074106;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.0492e-4;140;153.94;70;180;NaN;14.349;1001.5;339.99;0.01;0.0056306
0.09;0.22854;6.8637;106.63;7.3042;113.48;-0.08318;0;0.08318;180;2.4982;38.812;52;20;9.8122;27.651;0;0;0;16090;4441;6.9324;0.094666;NaN;1352;NaN;0.020369;1108132;1974.6;0.32076;0.61489;0.71604;0.37466;0.16611;0.074115;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.1593e-4;140;153.94;70;180;NaN;14.349;1001.5;339.99;0.01;0.0060433
0.1;0.30251;7.9306;106.9;8.4395;113.76;-0.1101;0;0.1101;180;2.8865;38.91;52;20;9.8122;22.988;0;0;0;16080;4431.1;6.929;0.094659;NaN;1351.7;NaN;0.023357;1270703;1978.1;0.4466;0.60504;0.75816;0.36479;0.16612;0.074125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.2721e-4;140;153.94;70;180;NaN;14.348;1001.5;339.99;0.01;0.0065259
0.11;0.38716;9.0002;107.17;9.5778;114.05;-0.14091;0;0.14091;180;3.2758;39.008;52;20;9.8122;20.369;0;0;0;16070;4421.2;6.9255;0.094652;NaN;1351.4;NaN;0.026472;1440142;1981.6;0.57955;0.59637;0.76597;0.35609;0.16614;0.074138;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.3878e-4;140;153.94;70;180;NaN;14.347;1001.5;339.99;0.01;0.0069973
0.12;0.48252;10.072;107.44;10.719;114.34;-0.17562;0;0.17562;180;3.6661;39.106;52;20;9.8122;18.299;0;0;0;16061;4411.3;6.9221;0.094645;NaN;1351.1;NaN;0.029639;1612387;1985.1;0.72464;0.58881;0.76403;0.34851;0.16615;0.074152;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0010506;140;153.94;70;180;NaN;14.347;1001.5;339.99;0.01;0.0074772
0.13;0.58862;11.147;107.71;11.863;114.62;-0.21424;0;0.21424;180;4.0573;39.204;52;20;9.8122;16.626;0;0;0;16051;4401.4;6.9186;0.094637;NaN;1350.7;NaN;0.032844;1786763;1988.7;0.88115;0.58216;0.75655;0.34182;0.16617;0.074168;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0011628;140;153.94;70;180;NaN;14.346;1001.5;339.99;0.01;0.0079466
0.14;0.70548;12.225;107.98;13.01;114.91;-0.25677;0;0.25677;180;4.4496;39.301;52;20;9.8122;15.248;0;0;0;16041;4391.6;6.9151;0.09463;NaN;1350.4;NaN;0.036081;1962828;1992.2;1.0468;0.57687;0.74479;0.3365;0.16619;0.074186;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0012752;140;153.94;70;180;NaN;14.345;1001.4;339.99;0.01;0.0084949
0.15;0.83314;13.305;108.25;14.159;115.19;-0.30324;0;0.30324;180;4.8428;39.399;52;20;9.8122;14.095;0;0;0;16031;4381.7;6.9116;0.094623;NaN;1350.1;NaN;0.039343;2140279;1995.7;1.2309;0.5769;0.73653;0.33649;0.16621;0.074206;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013878;140;153.94;70;180;NaN;14.345;1001.4;339.99;0.01;0.0090185
0.16;0.9716;14.388;108.52;15.312;115.48;-0.35363;0;0.35363;180;5.237;39.496;52;20;9.8122;12.624;0;0;0;16021;4371.8;6.9081;0.094616;NaN;1349.8;NaN;0.042673;2321396;1999.2;1.4185;0.57693;0.72151;0.33648;0.16623;0.074228;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015008;140;153.94;70;180;NaN;14.344;1001.4;339.99;0.01;0.0094565
0.17;1.1209;15.474;108.78;16.467;115.76;-0.40798;0;0.40798;180;5.6321;39.594;52;20;9.8122;11.364;0;0;0;16011;4361.9;6.9047;0.094609;NaN;1349.5;NaN;0.046035;2504262;2002.8;1.6144;0.57697;0.70561;0.33647;0.16625;0.074252;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016141;140;153.94;70;180;NaN;14.343;1001.4;339.99;0.01;0.0098818
0.18;1.2811;16.563;109.05;17.625;116.05;-0.46628;0;0.46628;180;6.0283;39.691;52;20;9.8122;10.275;0;0;0;16001;4352;6.9012;0.094602;NaN;1349.2;NaN;0.049425;2688616;2006.3;1.8204;0.57701;0.69028;0.33646;0.16628;0.074278;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017276;140;153.94;70;180;NaN;14.342;1001.4;339.99;0.01;0.010318
0.19;1.4522;17.654;109.32;18.787;116.33;-0.52855;0;0.52855;180;6.4254;39.788;52;20;9.8122;9.3241;0;0;0;15991;4342.2;6.8977;0.094594;NaN;1348.9;NaN;0.052839;2874258;2009.8;2.038;0.57706;0.67617;0.33644;0.16631;0.074306;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018414;140;153.94;70;180;NaN;14.341;1001.4;339.99;0.01;0.010741
0.2;1.6342;18.747;109.58;19.95;116.62;-0.59479;0;0.59479;180;6.8235;39.885;52;20;9.8122;8.4878;0;0;0;15982;4332.3;6.8942;0.094587;NaN;1348.5;NaN;0.056273;3061038;2013.3;2.2682;0.57711;0.66349;0.33643;0.16634;0.074336;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019555;140;153.94;70;180;NaN;14.339;1001.3;339.99;0.01;0.011175
0.21;1.8271;19.844;109.85;21.117;116.9;-0.66502;0;0.66502;180;7.2225;39.982;52;20;9.8122;8.1273;0;0;0;15972;4322.4;6.8907;0.09458;NaN;1348.2;NaN;0.059642;3244228;2016.9;2.5269;0.57716;0.65804;0.33642;0.16637;0.074367;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020698;140;153.94;70;180;NaN;14.338;1001.3;339.99;0.01;0.011611
0.22;2.0311;20.943;110.11;22.287;117.18;-0.73925;0;0.73925;180;7.6225;40.078;52;20;9.8122;7.8043;0;0;0;15962;4312.5;6.8872;0.094573;NaN;1347.9;NaN;0.063021;3427972;2020.4;2.8004;0.57721;0.65319;0.33641;0.16641;0.0744;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021845;140;153.94;70;180;NaN;14.337;1001.3;339.99;0.01;0.012043
0.23;2.246;22.044;110.38;23.459;117.46;-0.81748;0;0.81748;180;8.0235;40.175;52;20;9.8122;7.5132;0;0;0;15952;4302.6;6.8837;0.094566;NaN;1347.6;NaN;0.06641;3612251;2023.9;3.089;0.57727;0.64885;0.33639;0.16644;0.074436;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022994;140;153.94;70;180;NaN;14.335;1001.3;339.99;0.01;0.01248
0.24;2.472;23.149;110.64;24.634;117.74;-0.89972;0;0.89972;180;8.4254;40.271;52;20;9.8122;7.2496;0;0;0;15942;4292.8;6.8802;0.094559;NaN;1347.3;NaN;0.069809;3797050;2027.4;3.3927;0.57733;0.64496;0.33637;0.16648;0.074473;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024146;140;153.94;70;180;NaN;14.334;1001.2;339.99;0.01;0.012903
0.25;2.709;24.256;110.91;25.812;118.02;-0.98599;0;0.98599;180;8.8283;40.366;52;20;9.8122;7.0096;0;0;0;15932;4282.9;6.8767;0.094551;NaN;1347;NaN;0.073217;3982358;2031;3.7117;0.57739;0.64146;0.33636;0.16652;0.074512;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.00253;140;153.94;70;180;NaN;14.332;1001.2;339.98;0.01;0.013338
0.26;2.9571;25.365;111.17;26.993;118.3;-1.0763;0;1.0763;180;9.2322;40.462;52;20;9.8122;6.752;0;0;0;15922;4273;6.8732;0.094544;NaN;1346.6;NaN;0.076647;4168819;2034.5;4.0439;0.57746;0.63774;0.33634;0.16657;0.074553;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026458;140;153.94;70;180;NaN;14.331;1001.2;339.98;0.01;0.013762
0.27;3.2163;26.477;111.43;28.177;118.58;-1.1706;0;1.1706;180;9.637;40.557;52;20;9.8122;6.5158;0;0;0;15912;4263.1;6.8696;0.094537;NaN;1346.3;NaN;0.080086;4355790;2038;4.3916;0.57753;0.63438;0.33632;0.16661;0.074596;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027618;140;153.94;70;180;NaN;14.329;1001.1;339.98;0.01;0.014198
0.28;3.4867;27.592;111.69;29.363;118.86;-1.269;0;1.269;180;10.043;40.653;52;20;9.8122;6.2984;0;0;0;15902;4253.2;6.8661;0.09453;NaN;1346;NaN;0.083535;4543261;2041.5;4.7549;0.5776;0.63134;0.3363;0.16666;0.074642;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028781;140;153.94;70;180;NaN;14.327;1001.1;339.98;0.01;0.014626
0.29;3.7682;28.71;111.95;30.552;119.14;-1.3715;0;1.3715;180;10.449;40.748;52;20;9.8122;6.0977;0;0;0;15893;4243.4;6.8626;0.094523;NaN;1345.7;NaN;0.086993;4731222;2045.1;5.1341;0.57768;0.62858;0.33628;0.16671;0.074689;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029946;140;153.94;70;180;NaN;14.326;1001.1;339.98;0.01;0.015051
0.3;4.0609;29.83;112.21;31.744;119.41;-1.478;0;1.478;180;10.857;40.842;52;20;9.8122;5.9118;0;0;0;15883;4233.5;6.8591;0.094516;NaN;1345.4;NaN;0.090461;4919665;2048.6;5.5291;0.57776;0.62607;0.33626;0.16676;0.074738;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031114;140;153.94;70;180;NaN;14.324;1001;339.98;0.01;0.015481
0.31;4.3648;30.952;112.47;32.939;119.69;-1.5886;0;1.5886;180;11.266;40.937;52;20;9.8122;5.7961;0;0;0;15873;4223.6;6.8555;0.094508;NaN;1345;NaN;0.093913;5107298;2052.1;5.9446;0.57784;0.62456;0.33624;0.16681;0.074789;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0032285;140;153.94;70;180;NaN;14.322;1001;339.98;0.01;0.015907
0.32;4.6799;32.078;112.73;34.136;119.97;-1.7034;0;1.7034;180;11.675;41.031;52;20;9.8122;5.688;0;0;0;15863;4213.7;6.852;0.094501;NaN;1344.7;NaN;0.097374;5295376;2055.6;6.3764;0.57793;0.62317;0.33622;0.16687;0.074843;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033459;140;153.94;70;180;NaN;14.32;1001;339.98;0.01;0.016375
0.33;5.0063;33.205;111.4;35.336;120.33;-1.8222;0;1.8222;180;12.086;45.48;52;20;9.8122;5.5869;0;0;0;15853;4203.8;6.8485;0.094494;1824.5;1344.4;3.429;0.10084;5483896;2060;6.8247;0.57802;0.62189;0.3362;0.16692;0.074898;1.8443;6.3244;1.2644e-4;0;0;0;0;0;0.0034635;140;153.94;70;180;NaN;14.317;1000.9;339.98;0.015;0.016886
0.345;5.517;34.878;111.81;37.142;120.78;-2.0086;-1.5888e-7;2.0086;-180;12.769;45.674;52;20;9.8122;5.327;0;1.2551;-4.766e-5;15841;4191.5;6.844;0.094485;1827.5;1344;3.4536;0.10604;5766417;2066.6;7.506;0.57816;0.61858;0.33616;0.16702;0.074984;1.7499;6.0427;-3.5857e-4;0;0;0;0;0.0011758;0.0036435;140;153.94;70.009;180;NaN;14.314;1000.9;339.97;0.0225;0.017307
0.3675;6.33;37.397;112.47;39.861;121.45;-2.3074;-1.0172e-6;2.3074;-180;13.797;45.829;52;20;9.8121;4.779;0;3.2374;-9.829e-5;15822;4173;6.8374;0.094472;1834;1343.4;3.5044;0.11397;6196882;2076.6;8.5741;0.57839;0.61182;0.3361;0.16716;0.075124;1.5534;5.4373;4.915e-4;0;0;0;0;0.0067728;0.0039146;140;153.94;70.06;180;NaN;14.309;1000.8;339.97;0.03375;0.017715
0.40125;7.6564;41.203;113.54;43.966;122.43;-2.7992;-3.7989e-6;2.7992;-180;15.342;45.814;52;20;9.8121;3.9382;0;6.2854;-2.9749e-4;15794;4145.2;6.8274;0.094451;1844.3;1342.5;3.5845;0.12598;6849271;2090.3;10.314;0.57877;0.6024;0.336;0.16741;0.075355;1.2594;4.4931;-3.2972e-4;0;0;0;0;0.020893;0.0043236;140;153.94;70.22;180;NaN;14.3;1000.6;339.96;0.044257;0.018485
0.44551;9.5914;46.246;115.04;49.395;123.67;-3.5229;-1.0416e-5;3.5229;-180;17.357;45.389;52;20;9.8121;3.0218;0;10.272;-4.7942e-4;15756;4106.7;6.8135;0.094424;1856;1341.2;3.6771;0.1418;7707783;2106.1;12.878;0.57932;0.59384;0.33586;0.16776;0.075695;0.94909;3.4454;-1.8315e-4;0;0;0;0;0.044047;0.0048631;140;153.94;70.587;180;NaN;14.288;1000.4;339.96;0.045476;0.018981
0.49098;11.814;51.498;116.7;55.029;124.85;-4.3587;-2.1119e-5;4.3587;-180;19.394;44.37;52;20;9.8121;2.0616;0;14.017;-0.0011505;15712;4062.3;6.7975;0.094391;1868.8;1339.8;3.7789;0.15824;8599864;2123;15.849;0.57997;0.58702;0.3357;0.16818;0.076091;0.6352;2.3342;1.3871e-4;0;0;0;0;0.065871;0.0054205;140;153.94;71.142;180;NaN;14.273;1000.1;339.95;0.05;0.0194
0.54098;14.535;57.363;118.71;61.283;126.13;-5.3831;-3.803e-5;5.3831;-180;21.565;42.627;52;20;9.8121;0.99284;0;17.038;-0.0039473;15664;4015.2;6.7803;0.094357;1883.7;1338.2;3.8964;0.17653;9591891;2140.6;19.567;0.58078;0.58249;0.33549;0.16871;0.076583;0.29933;1.0883;2.6657e-4;0;0;0;0;0.078196;0.006035;140;153.94;71.924;180;NaN;14.256;999.82;339.94;0.05;0.019872
0.59098;17.552;63.331;120.82;67.597;127.34;-6.5136;-6.1121e-5;6.5136;-180;23.632;40.225;52;20;9.8121;0.24159;0;-17.806;-0.023958;15615;3965.8;6.7623;0.094321;1894.7;1336.5;3.9866;0.19528;10607525;2158.2;23.906;0.5817;0.5818;0.33526;0.1693;0.077142;0.071742;0.35555;-2.9889e-4;0;0;0;0;-0.069802;0.0066495;140;153.94;72.808;180;NaN;14.236;999.46;339.93;0.05;0.020327
0.64098;20.87;69.405;122.9;73.966;128.52;-7.7443;-9.1418e-5;7.7443;-180;25.571;37.588;52;20;9.8121;1.3527;3.3182e-7;-14.993;-0.0054543;15566;3916.4;6.7441;0.094285;1879.2;1334.9;3.8881;0.21434;11639473;2174.3;28.992;0.58274;0.58589;0.33499;0.16998;0.077769;0.41195;1.6424;-2.3901e-4;0;0;0;0;-0.041081;0.0072626;140;153.94;73.644;180;NaN;14.214;999.07;339.91;0.041382;0.020824
0.68236;23.848;74.507;124.37;79.277;129.43;-8.8341;-1.2281e-4;8.8341;-180;27.084;35.828;52;20;9.8121;1.901;0;-9.734;-0.0045535;15520;3871.2;6.7275;0.094253;1872;1333.3;3.8475;0.23014;12494312;2186.2;33.633;0.58368;0.58976;0.33476;0.17059;0.078332;0.58635;2.271;1.9485e-4;0;0;0;0;-0.015022;0.0077691;140;153.94;74.164;180;NaN;14.195;998.72;339.9;0.025903;0.021304
0.70827;25.82;77.732;125.1;82.621;129.94;-9.5476;-1.4578e-4;9.5476;-180;28;35.131;52;20;9.8121;2.0511;0;-5.3518;-0.0041507;15487;3838;6.7152;0.094228;1870.2;1332.2;3.8425;0.24005;1.303e7;2194.6;36.68;0.58431;0.59135;0.3346;0.171;0.078706;0.63509;2.4447;-1.3676e-4;0;0;0;0;-0.004174;0.0080865;140;153.94;74.361;180;NaN;14.182;998.49;339.89;0.022083;0.021728
0.73035;27.567;80.497;125.67;85.484;130.44;-10.174;-1.6759e-4;10.174;-180;28.772;34.926;52;20;9.8121;2.0424;0;-1.1962;-0.0042297;15464;3814.3;6.7064;0.094211;1870.4;1331.4;3.8502;0.24848;13485282;2202.2;39.327;0.58486;0.59185;0.33446;0.17136;0.079037;0.6327;2.4362;1.5485e-4;0;0;0;0;-1.9462e-4;0.0083576;140;153.94;74.434;180;NaN;14.171;998.29;339.89;0.020659;0.022212
0.75101;29.257;83.095;126.14;88.173;130.92;-10.776;-1.9002e-4;10.776;-180;29.493;35.056;52;20;9.8121;1.9479;0;2.8614;-0.0041837;15442;3793.2;6.6985;0.094196;1871.9;1330.7;3.8655;0.25639;13912692;2209.4;41.86;0.5854;0.59179;0.33433;0.17172;0.079357;0.60262;2.3284;4.463e-5;0;0;0;0;0.001046;0.0086122;140;153.94;74.417;180;NaN;14.16;998.09;339.88;0.020281;0.022677
0.77129;30.968;85.653;126.49;90.824;131.41;-11.382;-2.1408e-4;11.382;-180;30.208;35.597;52;20;9.8121;1.7184;0;6.7563;-0.0045801;15422;3773;6.691;0.094181;1875.1;1330;3.8936;0.2641;14328841;2216.8;44.344;0.58595;0.59097;0.33419;0.17208;0.079679;0.52939;2.0554;-4.5173e-5;0;0;0;0;0.0054964;0.0088634;140;153.94;74.319;180;NaN;14.149;997.89;339.87;0.021634;0.023151
0.79292;32.85;88.389;126.78;93.663;131.94;-12.044;-2.4216e-4;12.044;-180;30.986;36.518;52;20;9.8121;1.4064;0;10.521;-0.0045334;15402;3752.3;6.6832;0.094166;1879.5;1329.3;3.9303;0.27236;14774428;2225;47.07;0.58655;0.58996;0.33404;0.17247;0.080035;0.43074;1.6804;-1.7101e-4;0;0;0;0;0.012532;0.009133;140;153.94;74.131;180;NaN;14.136;997.67;339.87;0.024857;0.023638
0.81778;35.087;91.539;127.04;96.941;132.56;-12.825;-2.7773e-4;12.825;-180;31.909;37.847;52;20;9.8121;1.0556;0;14.124;-0.0050341;15379;3729.3;6.6746;0.09415;1884.6;1328.5;3.972;0.28201;15294771;2234.8;50.388;0.58728;0.58923;0.33386;0.17295;0.080464;0.32119;1.2543;7.91e-5;0;0;0;0;0.02107;0.0094454;140;153.94;73.823;180;NaN;14.122;997.41;339.86;0.031031;0.024067
0.84881;37.988;95.477;127.22;101.06;133.34;-13.834;-3.2752e-4;13.834;-180;33.112;39.94;52;20;9.8121;0.57716;4.8768e-7;17.345;-0.0071826;15351;3701.7;6.6643;0.09413;1891.6;1327.5;4.0288;0.29417;1.595e7;2248.5;54.772;0.58823;0.58882;0.33363;0.17358;0.081027;0.17403;0.67236;3.1589e-4;0;0;0;0;0.029201;0.0098396;140;153.94;73.33;180;NaN;14.103;997.07;339.85;0.046546;0.024522
0.89536;42.57;101.38;127.23;107.27;134.57;-15.42;-4.1453e-4;15.42;-180;35.056;43.834;52;20;9.812;0.26637;7.4846e-7;-18.143;-0.0086016;15313;3663.4;6.6499;0.094102;1896.4;1326.2;4.0729;0.31239;16931526;2265.5;61.845;0.58975;0.58988;0.33325;0.17459;0.081914;0.079929;0.35417;2.2686e-5;0;0;0;0;-0.028335;0.010441;140;153.94;72.483;180;NaN;14.073;996.53;339.83;0.05;0.024999
0.94536;47.798;107.72;127.18;114.01;135.75;-17.229;-5.2643e-4;17.229;-180;37.336;47.455;52;20;9.812;0.83858;-1.6068e-6;-13.132;-6.2601e-4;15265;3615.7;6.6318;0.094067;1888.7;1324.5;4.0301;0.33236;18005644;2279;70.308;0.59154;0.59279;0.33282;0.17577;0.082947;0.25529;1.042;-4.1727e-4;0;0;0;0;-0.013115;0.0111;140;153.94;71.681;180;NaN;14.039;995.92;339.81;0.026758;0.025473
0.97212;50.726;111.12;127.12;117.64;136.19;-18.245;-5.9482e-4;18.245;-180;38.623;48.857;52;20;9.812;1.0209;-1.7474e-6;-8.511;0.00121;15227;3577.8;6.6174;0.09404;1886.5;1323.2;4.0233;0.34306;1.858e7;2287.4;75.08;0.59254;0.59438;0.33258;0.17643;0.083527;0.31239;1.2624;3.2035e-4;0;0;0;0;-0.0051715;0.011458;140;153.94;71.389;180;NaN;14.02;995.57;339.8;0.020693;0.025936
0.99281;53.053;113.75;127.29;120.46;136.59;-19.055;-6.5205e-4;19.055;-180;39.641;49.552;52;20;9.812;1.0704;-1.5518e-6;-4.2807;9.1459e-4;15204;3554.3;6.6085;0.094023;1886;1322.4;4.0259;0.35134;19025035;2294.4;78.859;0.59334;0.59536;0.33238;0.17696;0.083989;0.32817;1.3224;4.6586e-4;0;0;0;0;-0.0012473;0.011736;140;153.94;71.256;180;NaN;14.005;995.3;339.79;0.018814;0.026412
1.0116;55.215;116.14;127.59;123.03;136.97;-19.809;-7.0748e-4;19.809;-180;40.575;49.814;52;20;9.812;1.0398;-1.5814e-6;-0.22401;0.0017119;15184;3534.8;6.6011;0.094008;1886.6;1321.7;4.0353;0.3589;1.943e7;2300.9;82.354;0.5941;0.59602;0.3322;0.17748;0.084419;0.31887;1.2872;2.0465e-4;0;0;0;0;-3.2736e-6;0.011991;140;153.94;71.213;180;NaN;13.991;995.05;339.78;0.018507;0.02687
1.0301;57.386;118.5;128.02;125.56;137.33;-20.569;-7.6521e-4;20.569;-180;41.495;49.698;52;20;9.812;0.9405;-1.5682e-6;3.6921;0.0025511;15166;3516.4;6.594;0.093995;1888.2;1321;4.0513;0.36634;1.983e7;2307.7;85.846;0.59486;0.59644;0.33202;0.17799;0.084852;0.28809;1.1665;2.2042e-4;0;0;0;0;8.5353e-4;0.012241;140;153.94;71.246;180;NaN;13.977;994.79;339.77;0.019585;0.027397
1.0497;59.732;121.01;128.63;128.25;137.71;-21.391;-8.2983e-4;21.391;-180;42.463;49.172;52;20;9.812;0.76691;-1.5749e-6;7.4277;0.0029653;15147;3497.6;6.5868;0.093981;1890.8;1320.4;4.0749;0.37425;20253121;2315.2;89.612;0.59569;0.59675;0.33183;0.17855;0.085322;0.23428;0.95113;3.9277e-4;0;0;0;0;0.0033103;0.012507;140;153.94;71.355;180;NaN;13.962;994.52;339.76;0.022997;0.027834
1.0727;62.549;123.98;129.57;131.41;138.14;-22.38;-9.1041e-4;22.38;-180;43.579;47.888;52;20;9.812;0.42536;-1.2411e-6;10.633;0.0033951;15126;3476.5;6.5787;0.093966;1895.9;1319.6;4.1166;0.38371;2.076e7;2325.3;94.216;0.59671;0.59704;0.33158;0.17923;0.085898;0.12916;0.52502;-4.4071e-4;0;0;0;0;0.006454;0.012819;140;153.94;71.566;180;NaN;13.943;994.19;339.75;0.034496;0.028316
1.1072;66.903;128.47;131.13;136.18;138.81;-23.912;-0.001041;23.912;-180;45.187;45.506;52;20;9.812;0.10935;-6.9998e-7;-11.851;0.004127;15097;3448.1;6.5678;0.093946;1900.9;1318.6;4.1591;0.39793;21520812;2340;101.49;0.59828;0.5983;0.33121;0.18028;0.08679;0.033045;0.14505;-4.9765e-4;0;0;0;0;-0.007455;0.013285;140;153.94;71.967;180;NaN;13.915;993.68;339.73;0.05;0.02875
