# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (cm²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
0;0;0;-3.2606;0;3.4698;0;0;0;0;0;1.1867;52;20;9.8122;70;0;0;0;16148;4498.6;6.9526;0.094708;NaN;1353.8;NaN;0.0091079;495508;92.865;0.0051894;0.68191;0.057937;0.44173;0.16608;0.074088;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;140;153.94;70;0;NaN;14.35;1001.5;340;0.01;0.0017978
0.01;0;0;23.586;0;25.1;0;0;0;0;0;8.5848;52;20;9.8122;70;0;0;0;16148;4498.6;6.9526;0.094708;NaN;1353.8;NaN;0.0090286;491190;554.21;0.0051055;0.68273;0.058007;0.44256;0.16608;0.074088;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;140;153.94;70;0;NaN;14.35;1001.5;340;0.01;0.0023549
0.02;0.0011796;0.23592;52.738;0.25106;56.123;4.2932e-4;0;4.2932e-4;0;0.085869;19.195;52;20;9.8122;65.687;0;0;0;16144;4495;6.9513;0.094705;NaN;1353.7;NaN;0.0092279;502034;1054.9;0.0090193;0.68068;0.098096;0.4405;0.16608;0.074088;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4608e-5;140;153.94;70;0;NaN;14.35;1001.5;339.99;0.01;0.0028142
0.03;0.0061763;0.76344;81.907;0.81244;87.164;0.002248;0;0.002248;0;0.27787;29.812;52;20;9.8122;56.949;0;0;0;16140;4490.5;6.9498;0.094702;NaN;1353.6;NaN;0.0099439;540990;1555.6;0.022927;0.67375;0.21474;0.43358;0.16609;0.07409;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.9632e-5;140;153.94;70;0;NaN;14.35;1001.5;339.99;0.01;0.0032752
0.04;0.017907;1.5827;104;1.6843;110.67;0.0065176;0;0.0065176;0;0.57606;37.852;52;20;9.8122;46.059;0;0;0;16135;4486;6.9482;0.094699;NaN;1353.4;NaN;0.011472;624107;1934.6;0.058426;0.66096;0.41118;0.42078;0.16609;0.074092;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6509e-4;140;153.94;70;0;NaN;14.35;1001.5;339.99;0.01;0.0038241
0.05;0.038935;2.623;105.55;2.7914;112.32;0.014171;0;0.014171;0;0.95471;38.416;52;20;9.8122;36.188;0;0;0;16129;4479.7;6.946;0.094694;NaN;1353.2;NaN;0.013864;754254;1960.5;0.12465;0.64486;0.60059;0.40467;0.16609;0.074097;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.736e-4;140;153.94;70;0;NaN;14.35;1001.5;339.99;0.01;0.00431
0.06;0.070445;3.679;105.81;3.9151;112.6;0.02564;0;0.02564;0;1.3391;38.512;52;20;9.8122;29.619;0;0;0;16120;4470.6;6.9428;0.094688;NaN;1352.9;NaN;0.016702;908669;1964;0.21197;0.62991;0.70371;0.38971;0.1661;0.074104;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8375e-4;140;153.94;70;0;NaN;14.35;1001.5;339.99;0.01;0.0047825
0.07;0.11253;4.7377;106.08;5.0418;112.89;0.040957;0;0.040957;0;1.7244;38.61;52;20;9.8122;24.991;0;0;0;16110;4460.7;6.9394;0.09468;NaN;1352.6;NaN;0.019703;1071928;1967.5;0.31561;0.61734;0.75293;0.37712;0.16611;0.074113;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.9417e-4;140;153.94;70;0;NaN;14.349;1001.5;339.99;0.01;0.0052898
0.08;0.16521;5.7991;106.35;6.1712;113.18;0.060132;0;0.060132;0;2.1107;38.708;52;20;9.8122;21.594;0;0;0;16100;4450.8;6.9359;0.094673;NaN;1352.3;NaN;0.022806;1240745;1971;0.4333;0.60672;0.77154;0.36648;0.16612;0.074123;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.0488e-4;140;153.94;70;0;NaN;14.349;1001.5;339.99;0.01;0.0057404
0.09;0.22852;6.8631;106.62;7.3036;113.46;0.083175;0;0.083175;0;2.498;38.806;52;20;9.8122;19.011;0;0;0;16090;4441;6.9324;0.094666;NaN;1352;NaN;0.025978;1413304;1974.6;0.56366;0.59765;0.77354;0.35738;0.16613;0.074136;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.1587e-4;140;153.94;70;0;NaN;14.349;1001.5;339.99;0.01;0.0061794
0.1;0.30249;7.9299;106.89;8.4388;113.75;0.1101;0;0.1101;0;2.8862;38.904;52;20;9.8122;16.988;0;0;0;16080;4431.1;6.929;0.094659;NaN;1351.7;NaN;0.0292;1588542;1978.1;0.70584;0.58979;0.76673;0.34949;0.16615;0.07415;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.2714e-4;140;153.94;70;0;NaN;14.348;1001.5;339.99;0.01;0.0066745
0.11;0.38713;8.9993;107.16;9.5768;114.03;0.1409;0;0.1409;0;3.2755;39.002;52;20;9.8122;15.044;0;0;0;16070;4421.2;6.9255;0.094652;NaN;1351.4;NaN;0.03233;1758822;1981.6;0.84831;0.58316;0.7517;0.34283;0.16616;0.074166;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.3869e-4;140;153.94;70;0;NaN;14.347;1001.5;339.99;0.01;0.0071477
0.12;0.48248;10.071;107.43;10.718;114.32;0.17561;0;0.17561;0;3.6657;39.1;52;20;9.8122;13.441;0;0;0;16061;4411.3;6.9221;0.094645;NaN;1351.1;NaN;0.035499;1931211;1985.1;0.99437;0.57725;0.73083;0.33688;0.16618;0.074183;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0010505;140;153.94;70;0;NaN;14.347;1001.5;339.99;0.01;0.0076184
0.13;0.58857;11.146;107.69;11.862;114.61;0.21422;0;0.21422;0;4.0569;39.197;52;20;9.8122;12.099;0;0;0;16051;4401.4;6.9186;0.094637;NaN;1350.7;NaN;0.0387;2105306;1988.7;1.1563;0.57689;0.7151;0.33649;0.1662;0.074202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0011626;140;153.94;70;0;NaN;14.346;1001.5;339.99;0.01;0.0080877
0.14;0.70542;12.224;107.96;13.008;114.89;0.25675;0;0.25675;0;4.4491;39.295;52;20;9.8122;10.96;0;0;0;16041;4391.6;6.9151;0.09463;NaN;1350.4;NaN;0.041926;2280823;1992.2;1.3285;0.57693;0.69999;0.33648;0.16622;0.074223;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.001275;140;153.94;70;0;NaN;14.345;1001.4;339.99;0.01;0.0087211
0.15;0.83306;13.304;108.23;14.158;115.18;0.30321;0;0.30321;0;4.8422;39.392;52;20;9.8122;9.9831;0;0;0;16031;4381.7;6.9116;0.094623;NaN;1350.1;NaN;0.045176;2457556;1995.7;1.5114;0.57696;0.68593;0.33647;0.16625;0.074245;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013877;140;153.94;70;0;NaN;14.345;1001.4;339.99;0.01;0.0093884
0.16;0.97151;14.387;108.5;15.31;115.46;0.3536;0;0.3536;0;5.2363;39.49;52;20;9.8122;9.1286;0;0;0;16021;4371.8;6.9081;0.094616;NaN;1349.8;NaN;0.048441;2635175;1999.2;1.7053;0.577;0.67314;0.33646;0.16627;0.07427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015006;140;153.94;70;0;NaN;14.344;1001.4;339.99;0.01;0.0098258
0.17;1.1208;15.472;108.76;16.465;115.74;0.40794;0;0.40794;0;5.6314;39.587;52;20;9.8122;8.3809;0;0;0;16011;4361.9;6.9047;0.094609;NaN;1349.5;NaN;0.051725;2813751;2002.8;1.9115;0.57704;0.66178;0.33645;0.1663;0.074296;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016139;140;153.94;70;0;NaN;14.343;1001.4;339.99;0.01;0.010267
0.18;1.281;16.56;109.03;17.623;116.03;0.46623;0;0.46623;0;6.0275;39.684;52;20;9.8122;7.7214;0;0;0;16001;4352;6.9012;0.094602;NaN;1349.2;NaN;0.055024;2993192;2006.3;2.1304;0.57709;0.65179;0.33644;0.16633;0.074325;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017274;140;153.94;70;0;NaN;14.342;1001.4;339.99;0.01;0.010796
0.19;1.452;17.651;109.3;18.784;116.31;0.52849;0;0.52849;0;6.4245;39.781;52;20;9.8122;7.1355;0;0;0;15991;4342.2;6.8977;0.094594;NaN;1348.9;NaN;0.058338;3173428;2009.8;2.3626;0.57714;0.64304;0.33642;0.16636;0.074355;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018411;140;153.94;70;0;NaN;14.341;1001.4;339.99;0.01;0.011252
0.2;1.634;18.745;109.56;19.948;116.59;0.59473;0;0.59473;0;6.8225;39.877;52;20;9.8122;6.6118;0;0;0;15982;4332.3;6.8942;0.094587;NaN;1348.5;NaN;0.061666;3354403;2013.3;2.6084;0.57719;0.63539;0.33641;0.16639;0.074387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019552;140;153.94;70;0;NaN;14.339;1001.3;339.99;0.01;0.011681
0.21;1.8269;19.841;109.83;21.114;116.87;0.66495;0;0.66495;0;7.2215;39.973;52;20;9.8122;6.3241;0;0;0;15972;4322.4;6.8907;0.09458;NaN;1348.2;NaN;0.065109;3541643;2016.9;2.8891;0.57725;0.63131;0.3364;0.16643;0.074422;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020695;140;153.94;70;0;NaN;14.338;1001.3;339.99;0.01;0.012111
0.22;2.0308;20.94;110.09;22.284;117.15;0.73916;0;0.73916;0;7.6214;40.069;52;20;9.8122;6.0645;0;0;0;15962;4312.5;6.8872;0.094573;NaN;1347.9;NaN;0.068562;3729402;2020.4;3.1853;0.57731;0.6277;0.33638;0.16647;0.074459;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021841;140;153.94;70;0;NaN;14.337;1001.3;339.99;0.01;0.012575
0.23;2.2457;22.041;110.35;23.456;117.43;0.81738;0;0.81738;0;8.0223;40.165;52;20;9.8122;5.8292;0;0;0;15952;4302.6;6.8837;0.094566;NaN;1347.6;NaN;0.072025;3917666;2023.9;3.4971;0.57737;0.6245;0.33636;0.16651;0.074498;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002299;140;153.94;70;0;NaN;14.335;1001.3;339.99;0.01;0.013003
0.24;2.4717;23.145;110.61;24.631;117.71;0.89961;0;0.89961;0;8.4241;40.26;52;20;9.8122;5.6149;0;0;0;15942;4292.8;6.8802;0.094559;NaN;1347.3;NaN;0.075497;4106425;2027.4;3.8247;0.57744;0.62165;0.33635;0.16655;0.074539;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024142;140;153.94;70;0;NaN;14.334;1001.2;339.99;0.01;0.013448
0.25;2.7087;24.252;110.88;25.808;117.99;0.98587;0;0.98587;0;8.8269;40.356;52;20;9.8122;5.4189;0;0;0;15932;4282.9;6.8767;0.094551;NaN;1347;NaN;0.078978;4295670;2031;4.1682;0.57751;0.6191;0.33633;0.1666;0.074582;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0025296;140;153.94;70;0;NaN;14.332;1001.2;339.98;0.01;0.013917
0.26;2.9567;25.361;111.14;26.989;118.27;1.0762;0;1.0762;0;9.2307;40.451;52;20;9.8122;5.1956;0;0;0;15922;4273;6.8732;0.094544;NaN;1346.6;NaN;0.082438;4483797;2034.5;4.5204;0.57758;0.61624;0.33631;0.16664;0.074627;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026453;140;153.94;70;0;NaN;14.331;1001.2;339.98;0.01;0.014367
0.27;3.2159;26.473;111.4;28.172;118.55;1.1705;0;1.1705;0;9.6354;40.546;52;20;9.8122;4.9898;0;0;0;15912;4263.1;6.8696;0.094537;NaN;1346.3;NaN;0.085908;4672418;2038;4.8884;0.57766;0.61368;0.33629;0.16669;0.074674;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027613;140;153.94;70;0;NaN;14.329;1001.1;339.98;0.01;0.01477
0.28;3.4862;27.587;111.66;29.358;118.82;1.2689;0;1.2689;0;10.041;40.64;52;20;9.8122;4.7995;0;0;0;15902;4253.2;6.8661;0.09453;NaN;1346;NaN;0.089387;4861525;2041.5;5.2724;0.57774;0.61138;0.33627;0.16674;0.074723;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028776;140;153.94;70;0;NaN;14.327;1001.1;339.98;0.01;0.01517
0.29;3.7676;28.705;111.92;30.547;119.1;1.3713;0;1.3713;0;10.448;40.735;52;20;9.8122;4.6231;0;0;0;15893;4243.4;6.8626;0.094523;NaN;1345.7;NaN;0.092875;5051110;2045.1;5.6724;0.57782;0.6093;0.33625;0.1668;0.074774;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029941;140;153.94;70;0;NaN;14.326;1001.1;339.98;0.01;0.015574
0.3;4.0603;29.824;112.18;31.738;119.38;1.4778;0;1.4778;0;10.855;40.829;52;20;9.8122;4.4591;0;0;0;15883;4233.5;6.8591;0.094516;NaN;1345.4;NaN;0.096372;5241167;2048.6;6.0886;0.5779;0.60743;0.33623;0.16685;0.074827;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031109;140;153.94;70;0;NaN;14.324;1001;339.98;0.01;0.015983
0.31;4.3641;30.946;112.43;32.933;119.65;1.5884;0;1.5884;0;11.264;40.923;52;20;9.8122;4.3428;0;0;0;15873;4223.6;6.8555;0.094508;NaN;1345;NaN;0.099907;5433257;2052.1;6.5295;0.57799;0.60616;0.3362;0.16691;0.074883;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0032279;140;153.94;70;0;NaN;14.322;1001;339.98;0.01;0.01644
0.32;4.6792;32.071;112.69;34.13;119.92;1.7031;0;1.7031;0;11.673;41.016;52;20;9.8122;4.2341;0;0;0;15863;4213.7;6.852;0.094501;NaN;1344.7;NaN;0.10345;5625791;2055.6;6.9872;0.57809;0.605;0.33618;0.16697;0.074941;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033453;140;153.94;70;0;NaN;14.32;1001;339.98;0.01;0.017012
0.33;5.0056;33.199;112.15;35.329;120.22;1.8219;0;1.8219;0;12.083;43.29;52;20;9.8122;4.1323;0;0;0;15853;4203.8;6.8485;0.094494;1841.7;1344.4;3.5525;0.107;5818766;2060;7.4619;0.57819;0.60395;0.33615;0.16703;0.075001;1.3258;4.7095;-3.0198e-4;0;0;0;0;0;0.0034628;140;153.94;70;0;NaN;14.317;1000.9;339.98;0.015;0.017481
0.345;5.5162;34.883;112.59;37.134;120.66;2.008;1.5868e-7;2.008;4.5278e-6;12.733;43.385;52;20;9.8122;4.0347;0;1.0632;1.0389e-4;15841;4191.5;6.844;0.094485;1843;1344;3.5643;0.11235;6109400;2066.6;8.2135;0.57834;0.60302;0.33611;0.16713;0.075095;1.2921;4.6051;2.1649e-4;0;0;0;0;7.5162e-4;0.0036412;140;153.94;69.992;-1.9431e-6;NaN;14.314;1000.9;339.97;0.0225;0.017911
0.3675;6.3296;37.419;113.2;39.852;121.33;2.3055;1.0139e-6;2.3055;2.5198e-5;13.71;43.643;52;20;9.8121;3.7438;0;2.7811;9.1107e-5;15822;4173;6.8374;0.094472;1846.7;1343.4;3.5948;0.12029;6540706;2076.6;9.3695;0.57858;0.60013;0.33605;0.16729;0.075243;1.1923;4.2814;2.647e-4;0;0;0;0;0.0044866;0.0039098;140;153.94;69.949;-6.0816e-6;NaN;14.309;1000.8;339.97;0.03375;0.018692
0.40125;7.6571;41.246;114.04;43.954;122.32;2.7931;3.7802e-6;2.7931;7.7544e-5;15.19;44.239;52;20;9.8121;3.2483;0;5.507;2.2336e-4;15794;4145.2;6.8274;0.094451;1853;1342.5;3.6467;0.13224;7189339;2091.1;11.235;0.57898;0.59558;0.33595;0.16754;0.075485;1.0246;3.7214;-4.8427e-4;0;0;0;0;0.014558;0.0043155;140;153.94;69.81;-6.538e-6;NaN;14.3;1000.6;339.96;0.048499;0.019143
0.44975;9.7918;46.786;115.08;49.902;123.74;3.5822;1.1158e-5;3.5822;1.7846e-4;17.356;45.473;52;20;9.8121;2.6629;0;9.6545;3.2985e-4;15754;4104.6;6.8128;0.094422;1860.7;1341.1;3.7114;0.14976;8140247;2107.7;14.297;0.57962;0.59109;0.33578;0.16796;0.075881;0.8305;3.0473;5.5866e-5;0;0;0;0;0.034888;0.0049046;140;153.94;69.443;1.8528e-5;NaN;14.286;1000.4;339.96;0.046093;0.01956
0.49584;12.071;52.091;115.76;55.614;124.96;4.4309;2.2326e-5;4.4309;2.887e-4;19.48;47.06;52;20;9.8121;2.1827;0;13.732;4.2378e-4;15707;4057.8;6.7958;0.094388;1867.3;1339.6;3.7691;0.16681;9065501;2123.9;17.648;0.58034;0.58821;0.3356;0.16842;0.076315;0.67452;2.4859;2.6281e-5;0;0;0;0;0.05689;0.0054724;140;153.94;68.904;1.1653e-4;NaN;14.272;1000.1;339.95;0.045438;0.02003
0.54128;14.557;57.344;116.13;61.299;126.19;5.3653;3.7899e-5;5.3653;4.0472e-4;21.663;49.394;52;20;9.8121;1.2983;0;17.233;0.0020607;15662;4012.6;6.7794;0.094355;1879.5;1338.1;3.8672;0.1834;9964667;2140.7;21.172;0.5811;0.584;0.33541;0.16892;0.076781;0.39415;1.4497;1.3933e-4;0;0;0;0;0.074129;0.0060408;140;153.94;68.196;2.7157e-4;NaN;14.255;999.81;339.94;0.05;0.020482
0.59128;17.569;63.135;116.24;67.615;127.59;6.5114;6.1155e-5;6.5114;5.3813e-4;24.203;52.599;52;20;9.8121;0.20438;0;19.107;0.02166;15615;3965.5;6.7621;0.094321;1895.3;1336.5;3.9912;0.20166;10954327;2158.3;25.508;0.58203;0.58211;0.33517;0.16952;0.077345;0.06067;0.16666;-1.7678e-4;0;0;0;0;0.07537;0.0066779;140;153.94;67.277;5.0057e-4;NaN;14.236;999.46;339.93;0.05;0.020967
0.64128;20.871;68.927;116.2;73.992;128.92;7.7885;9.201e-5;7.7885;6.7687e-4;26.905;55.827;52;20;9.8121;0.54775;0;-18.199;0.0099511;15565;3916.1;6.744;0.094285;1890.6;1334.9;3.9697;0.22049;11973205;2175.9;30.56;0.5831;0.58363;0.3349;0.17021;0.077983;0.16403;0.70858;-3.8993e-7;0;0;0;0;-0.057207;0.007328;140;153.94;66.333;7.542e-4;NaN;14.214;999.07;339.91;0.05;0.021419
0.69128;24.462;74.718;116.24;80.427;130.21;9.2047;1.3184e-4;9.2047;8.2068e-4;29.761;58.669;52;20;9.8121;0.91991;0;-14.946;0.0064122;15516;3866.7;6.7258;0.094249;1885.7;1333.2;3.9462;0.23986;13021097;2193.2;36.284;0.58429;0.58578;0.3346;0.17099;0.078699;0.27809;1.1305;-2.5383e-4;0;0;0;0;-0.032603;0.0079905;140;153.94;65.496;0.0010639;NaN;14.191;998.65;339.9;0.047898;0.021862
0.73918;28.174;80.27;116.36;86.646;131.4;10.698;1.8004e-4;10.698;9.6422e-4;32.622;61.04;52;20;9.8121;1.2326;-3.5285e-7;-9.8872;0.0056939;15468;3818.3;6.7079;0.094214;1881.6;1331.5;3.9292;0.25827;14015827;2207.2;42.22;0.58553;0.58817;0.33429;0.1718;0.079435;0.37568;1.4886;3.5102e-4;0;0;0;0;-0.012308;0.008636;140;153.94;64.894;0.0015071;NaN;14.167;998.22;339.88;0.031303;0.022381
0.77048;30.744;83.907;116.61;90.74;132.03;11.75;2.178e-4;11.75;0.0010621;34.545;61.91;52;20;9.8121;1.172;-3.2378e-7;-5.6781;0.0053718;15428;3779.2;6.6933;0.094186;1882.7;1330.2;3.9465;0.27062;14682703;2218;46.391;0.58642;0.58881;0.33407;0.17239;0.079959;0.35714;1.4135;-4.8983e-4;0;0;0;0;-0.0036974;0.0090631;140;153.94;64.649;0.0018672;NaN;14.15;997.92;339.87;0.02997;0.022812
0.80045;33.311;87.403;117.19;94.681;132.7;12.813;2.5939e-4;12.813;0.00116;36.403;62.252;52;20;9.8121;0.94927;-7.6864e-7;-1.8696;0.0050333;15398;3748.9;6.682;0.094164;1886.1;1329.2;3.9779;0.28265;15331957;2229.2;50.601;0.58733;0.58891;0.33385;0.17298;0.080493;0.2882;1.1472;-3.2677e-4;0;0;0;0;-3.6748e-4;0.0094749;140;153.94;64.537;0.0022444;NaN;14.133;997.61;339.86;0.033805;0.023277
0.83426;36.333;91.369;117.95;99.152;133.49;14.079;3.1354e-4;14.079;0.001276;38.509;62.505;52;20;9.8121;0.81962;-8.7204e-7;2.0847;0.0063933;15367;3717.4;6.6702;0.094141;1888.2;1328.1;4.0007;0.29578;1.604e7;2241.4;55.451;0.58836;0.58955;0.33359;0.17366;0.081103;0.24847;0.99325;-2.0884e-4;0;0;0;0;4.1726e-4;0.009942;140;153.94;64.542;0.00269;NaN;14.114;997.26;339.85;0.035604;0.023759
0.86986;39.661;95.577;119.02;103.89;134.27;15.49;3.8e-4;15.49;0.0014056;40.726;62.146;52;20;9.812;0.53754;-2.9333e-7;5.6365;0.0077894;15332;3683.2;6.6573;0.094116;1892.5;1326.9;4.0399;0.30976;16793371;2256.4;60.846;0.58953;0.59005;0.33331;0.17443;0.081782;0.1622;0.65216;-3.0302e-5;0;0;0;0;0.0027813;0.010437;140;153.94;64.682;0.0031633;NaN;14.092;996.87;339.84;0.049363;0.024193
0.91922;44.524;101.48;120.88;110.51;135.36;17.575;4.9035e-4;17.575;0.0015986;43.757;60.915;52;20;9.812;0.0241;0;7.8222;0.080643;15290;3641.2;6.6415;0.094086;1900.3;1325.4;4.1063;0.32936;17847852;2273.9;68.889;0.59126;0.59126;0.33289;0.17559;0.082787;0.0072071;0.02508;-2.1787e-4;0;0;0;0;0.0047386;0.011124;140;153.94;65.03;0.0035674;NaN;14.061;996.3;339.82;0.05;0.02465
0.96922;49.75;107.55;122.67;117.28;136.36;19.838;6.2526e-4;19.838;0.0018058;46.758;59.556;52;20;9.812;0.39408;0;-5.8324;0.0018598;15241;3592.1;6.6229;0.09405;1895.5;1323.7;4.084;0.34925;18917313;2291.5;77.698;0.59313;0.59341;0.33243;0.17683;0.083871;0.11907;0.48892;2.4862e-4;0;0;0;0;-0.0023431;0.011822;140;153.94;65.387;0.0036539;NaN;14.027;995.69;339.8;0.05;0.025138
1.0192;55.281;113.7;124.07;124.09;137.34;22.25;7.8385e-4;22.25;0.0020185;49.708;58.899;52;20;9.812;0.60219;5.6297e-7;-0.60651;0.0011034;15192;3542.7;6.6041;0.094014;1893;1322;4.0791;0.36936;19996469;2305.7;87.198;0.59518;0.59584;0.33195;0.1782;0.08503;0.18321;0.74781;-2.7442e-4;0;0;0;0;-2.2658e-5;0.012521;140;153.94;65.559;0.0035416;NaN;13.991;995.04;339.78;0.030092;0.025644
1.0493;58.759;117.43;124.51;128.22;137.78;23.773;8.9043e-4;23.773;0.0021461;51.477;59;52;20;9.812;0.62803;5.7792e-7;3.7116;9.5809e-5;15152;3503.1;6.5889;0.093985;1893;1320.6;4.0889;0.38172;20659429;2315.7;93.31;0.59649;0.59721;0.33164;0.17908;0.085776;0.19148;0.78244;2.2656e-4;0;0;0;0;7.9449e-4;0.012944;140;153.94;65.513;0.003516;NaN;13.968;994.63;339.76;0.026877;0.02612
1.0762;61.96;120.78;124.67;131.92;138.3;25.177;9.9263e-4;25.177;0.0022589;53.07;59.861;52;20;9.812;0.49426;7.4969e-7;7.4449;-4.1949e-4;15124;3475;6.5781;0.093965;1895.2;1319.6;4.1118;0.39266;21245434;2326.1;98.85;0.59769;0.59814;0.33135;0.17988;0.086456;0.15049;0.61577;-8.9073e-5;0;0;0;0;0.0030213;0.013323;140;153.94;65.362;0.0036369;NaN;13.947;994.25;339.75;0.032234;0.02659
1.1084;65.918;124.79;124.6;136.38;138.97;26.92;0.0011242;26.92;0.0023928;55.022;61.549;52;20;9.812;0.23751;5.7559e-7;10.534;0.0032522;15095;3445.8;6.5669;0.093944;1899.3;1318.5;4.1482;0.40585;21951082;2340.2;105.81;0.5995;0.5996;0.331;0.1812;0.0873;0.07205;0.29318;-2.4521e-4;0;0;0;0;0.0056627;0.013781;140;153.94;65.067;0.0038391;NaN;13.922;993.79;339.74;0.048351;0.027017
1.1568;72.097;130.79;123.69;143.1;139.48;29.653;0.0013412;29.653;0.0025914;58.065;64.456;52;20;9.8119;0.20134;3.1685e-7;-10.697;0.0099771;15055;3405.6;6.5514;0.093915;1900.4;1317.1;4.1665;0.42573;23013821;2349.1;117.01;0.60293;0.603;0.33044;0.18386;0.088627;0.061209;0.26023;-3.4532e-4;0;0;0;0;-0.0053076;0.014478;140;153.94;64.531;0.0040749;NaN;13.881;993.07;339.71;0.05;0.027454
1.2068;78.79;136.94;122.58;150.06;139.58;32.638;0.0015921;32.638;0.0027949;61.355;66.758;52;20;9.8119;0.53405;0;-4.2122;0.0046701;15003;3354.1;6.5314;0.093877;1896.3;1315.2;4.1508;0.44602;24096352;2352.4;129.19;0.60653;0.60706;0.32984;0.18664;0.090047;0.16401;0.68126;4.6821e-4;0;0;0;0;-7.4985e-4;0.015207;140;153.94;64.137;0.0045778;NaN;13.838;992.28;339.68;0.022466;0.027876
1.2292;81.897;139.7;122.6;153.19;139.64;34.033;0.0017144;34.033;0.0028862;62.857;66.847;52;20;9.8119;0.49856;3.2406e-7;-0.19038;0.0033025;14964;3314.6;6.516;0.093849;1897.1;1313.8;4.1669;0.45533;24592322;2354.5;134.94;0.60822;0.60868;0.32956;0.18794;0.09072;0.15323;0.63852;-2.5426e-4;0;0;0;0;-1.47e-6;0.015535;140;153.94;64.087;0.0047522;NaN;13.818;991.92;339.67;0.022954;0.028345
1.2522;85.136;142.51;122.82;156.38;139.61;35.494;0.001846;35.494;0.0029799;64.386;66.367;52;20.001;9.8119;0.38821;9.1742e-7;3.4754;0.0035726;14939;3289.9;6.5063;0.093831;1899;1312.9;4.1868;0.4648;25096706;2356.8;140.92;0.60997;0.61025;0.32927;0.18928;0.09142;0.11922;0.4982;1.5696e-4;0;0;0;0;4.7013e-4;0.015871;140;153.94;64.126;0.0049494;NaN;13.797;991.54;339.66;0.028201;0.028776
1.2804;89.204;145.98;123.19;160.31;139.55;37.336;0.0020171;37.336;0.0030955;66.249;65.567;52;20.001;9.8119;0.27173;0;7.0421;0.0049397;14911;3262;6.4954;0.09381;1901.1;1311.8;4.2087;0.476;25692064;2359.9;148.2;0.61206;0.6122;0.32891;0.19088;0.092265;0.083401;0.34915;-1.3374e-4;0;0;0;0;0.0018407;0.016283;140;153.94;64.277;0.0052082;NaN;13.77;991.06;339.64;0.038323;0.02921
