"Iteration";"Force 1 Monitor: Force 1 Monitor (N)"
147.0;5.750648823101706
148.0;5.762058234451265
149.0;5.754130476582739
150.0;5.729500590718931
151.0;5.691548440561901
152.0;5.643694377815104
153.0;5.5890897406326605
154.0;5.52943361845449
155.0;5.4652890179890345
156.0;5.395521780767388
157.0;5.317980258239472
158.0;5.22961279232782
159.0;5.128583454068955
160.0;5.014618966003413
161.0;4.8899770463596415
162.0;4.759186947847338
163.0;4.623710693419517
164.0;4.484683632205469
165.0;4.345238649479255
166.0;4.208964773118929
167.0;4.07823045341695
168.0;3.9541384099730954
169.0;3.8379087349594867
170.0;3.7305762272778447
171.0;3.633068243166928
172.0;3.5464900038998945
173.0;3.4716124209393047
174.0;3.4090531439322964
175.0;3.3595932645945505
176.0;3.3239038380176624
177.0;3.302634092845151
178.0;3.2967699116645073
179.0;3.3071505676624384
180.0;3.334029425689728
181.0;3.3765362647725228
182.0;3.4320654818587544
183.0;3.4968117896589246
184.0;3.566459018821993
185.0;3.63725059385224
186.0;3.7056622305335476
187.0;3.7689556565834375
188.0;3.825122471038837
189.0;3.8732692907017663
190.0;3.9133246510073336
191.0;3.946089429764973
192.0;3.9725245750511182
193.0;3.9925861314444133
194.0;4.006694553755629
195.0;4.0161412828884036
196.0;4.022196127116834
197.0;4.025663135476661
198.0;4.027255503530087
199.0;4.026799948211727
200.0;4.022986281751463
201.0;4.014083360932053
202.0;3.9989825027746098
203.0;3.9775398438872918
204.0;3.950236022998169
205.0;3.9178472963794286
206.0;3.880982613201593
207.0;3.8397476118973835
208.0;3.7941713120513603
209.0;3.744091430132259
210.0;3.6894096093942776
211.0;3.630237982934796
212.0;3.567133245634649
213.0;3.5004803608470767
214.0;3.429820457220411
215.0;3.353896372785343
216.0;3.273731404280759
217.0;3.1914560223999815
218.0;3.1096645072924165
219.0;3.0312178235830984
220.0;2.9586069161670294
221.0;2.8931056857767654
222.0;2.8350416135040795
223.0;2.7861699217406506
224.0;2.7476075559291835
225.0;2.7194646167646104
226.0;2.7011956795172396
227.0;2.692527927388994
228.0;2.693473314143086
229.0;2.704031366995936
230.0;2.7237807913035637
231.0;2.7518216310730477
232.0;2.7862512304689484
233.0;2.824919592133601
234.0;2.8669442890508043
235.0;2.9116405175733013
236.0;2.9577342413580903
237.0;3.003000389503465
238.0;3.044903631342921
239.0;3.081333699263782
240.0;3.1108661961005963
241.0;3.1327612297961633
242.0;3.1466942536467424
243.0;3.152356764508132
244.0;3.1492996318929602
245.0;3.137276756009775
246.0;3.117452269657998
247.0;3.09147182989502
248.0;3.060074445246825
249.0;3.025042880717124
250.0;2.9881300192512334
251.0;2.950326806286526
252.0;2.912698759741616
253.0;2.875394423294718
254.0;2.8381173986351076
255.0;2.800280284885096
256.0;2.762741568820934
257.0;2.728425503792599
258.0;2.6993102848968675
259.0;2.675181664394375
260.0;2.6559861565206626
261.0;2.6418546080964784
262.0;2.6330426930219466
263.0;2.6294555812732865
264.0;2.630250108376853
265.0;2.6344675279512146
266.0;2.64139957261835
267.0;2.6504365579064637
268.0;2.6608376082803376
269.0;2.671672386178224
270.0;2.6825328313856387
271.0;2.6935874297581393
272.0;2.705178743686169
273.0;2.7176549013441114
274.0;2.731475463566528
275.0;2.747064323386866
276.0;2.764622523690007
277.0;2.784155195936018
278.0;2.8044382014888862
279.0;2.8238082993645173
280.0;2.8408850926096028
281.0;2.8549320396075997
282.0;2.8657336439981624
283.0;2.8735615849182548
284.0;2.878826093271261
285.0;2.882157675621283
286.0;2.8841761465554145
287.0;2.885379386428806
288.0;2.8859917221995195
289.0;2.886408952769754
290.0;2.8870089827624437
291.0;2.888312471709562
292.0;2.890887708249654
293.0;2.8953112142460387
294.0;2.9017346899962804
295.0;2.9101055175540185
296.0;2.9203058340445436
297.0;2.9318580934781266
298.0;2.943953724856146
299.0;2.9554581814873053
300.0;2.965005897702212
301.0;2.9711528585567377
302.0;2.9726781558284108
303.0;2.9686745296423487
304.0;2.9584845124635386
305.0;2.941953439898539
306.0;2.9190190552048207
307.0;2.8901850591115377
308.0;2.8564401865939164
309.0;2.8189866409467914
310.0;2.7789195423998425
311.0;2.737643348571263
312.0;2.696409887097761
313.0;2.6557501295080503
314.0;2.615541251796339
315.0;2.5756111473091603
316.0;2.536225598937351
317.0;2.4976987551647065
318.0;2.460478803221367
319.0;2.4250680328085035
320.0;2.3920839811557086
321.0;2.3620648884030464
322.0;2.335477488513249
323.0;2.3126799794070276
324.0;2.293856591981974
325.0;2.278967033155385
326.0;2.2679924010237786
327.0;2.260901659558191
328.0;2.257971681819274
329.0;2.2593461247648445
330.0;2.2649625181263775
331.0;2.274580006885003
332.0;2.2880027533947884
333.0;2.304994913740561
334.0;2.325438372505339
335.0;2.3485127232488123
336.0;2.37343763126846
337.0;2.399512617812937
338.0;2.426498737985457
339.0;2.4544161076049416
340.0;2.4831297181937875
341.0;2.5126302921198573
342.0;2.542823791883571
343.0;2.573241592695802
344.0;2.603610832430548
345.0;2.632917005992769
346.0;2.6607372651633434
347.0;2.6863908896290516
348.0;2.7089891487860482
349.0;2.7279505339241643
350.0;2.742614179012995
351.0;2.7521477033884905
352.0;2.7565224482173574
353.0;2.7571798889571815
354.0;2.7553384058718757
355.0;2.7516925585326293
356.0;2.7470613327268714
357.0;2.7423137355623406
358.0;2.7381793825548755
359.0;2.7350055348290554
360.0;2.732536202927207
361.0;2.730034100660701
362.0;2.7265687686984936
363.0;2.7214824103607804
364.0;2.714329734723899
365.0;2.704696898720302
366.0;2.692284743325548
367.0;2.676874974848123
368.0;2.6584537979554494
369.0;2.637113251033109
370.0;2.6131164240318356
371.0;2.586749630942319
372.0;2.558377797553155
373.0;2.527987840462901
374.0;2.495895431482771
375.0;2.4625236133683535
376.0;2.4284379058594947
377.0;2.3941960818981465
378.0;2.3602772371791203
379.0;2.3272939630067317
380.0;2.2956985533109813
381.0;2.2658812218471738
382.0;2.238198891844805
383.0;2.2131243611488967
384.0;2.190938873325933
385.0;2.172035660763296
386.0;2.1566526052820203
387.0;2.1450172516517116
388.0;2.1371566526537724
389.0;2.1329518513425025
390.0;2.1321758877227115
391.0;2.1344807518517652
392.0;2.1395372913713446
393.0;2.1468895899474867
394.0;2.156106614281358
395.0;2.1667820645282125
396.0;2.178529437572431
397.0;2.191011170915097
398.0;2.203904618462035
399.0;2.2169131332890704
400.0;2.229703254825386
401.0;2.2420669845364447
402.0;2.2538699905104154
403.0;2.2650231607494975
404.0;2.2755488447527967
405.0;2.2855374443524434
406.0;2.2951257155770572
407.0;2.3044734311461434
408.0;2.3134074406908947
409.0;2.321937334678814
410.0;2.3301181674801446
411.0;2.3379946505308142
412.0;2.345676168978666
413.0;2.3531407363600443
414.0;2.360413437498691
415.0;2.3674362243772755
416.0;2.3741044549941837
417.0;2.380338951352943
418.0;2.3860623181182294
419.0;2.3913022270526927
420.0;2.3960159447640335
421.0;2.4002212845896596
422.0;2.40418142590908
423.0;2.408039361755284
424.0;2.411636891459869
425.0;2.4147576639789787
426.0;2.417357176869035
427.0;2.41942556519484
428.0;2.4210598257217786
429.0;2.4224016845755925
430.0;2.423621209906618
431.0;2.4248009788661338
432.0;2.425861212623859
433.0;2.4266171015961726
434.0;2.426783836665886
435.0;2.4260628931077193
436.0;2.424251582632709
437.0;2.4211992916708316
438.0;2.4167601233706817
439.0;2.410741597274144
440.0;2.4030305025940892
441.0;2.393600858648216
442.0;2.3824973963621336
443.0;2.3698560336714007
444.0;2.355936247505498
445.0;2.341019713824072
446.0;2.3253412573936227
447.0;2.3090445410758056
448.0;2.2924553988569434
449.0;2.2757645112562503
450.0;2.2592144793744304
451.0;2.2430916307723274
452.0;2.227596389173023
453.0;2.2129692097815177
454.0;2.199292419511182
455.0;2.1866228456638233
456.0;2.1750303917296807
457.0;2.1645624448158105
458.0;2.1552341117013634
459.0;2.1470772972242584
460.0;2.140085190752167
461.0;2.134258393114311
462.0;2.129542419737713
463.0;2.1258775480275784
464.0;2.1232062840590973
465.0;2.121476001668407
466.0;2.120632733615463
467.0;2.1206074400912778
468.0;2.1213671099969145
469.0;2.1229163092078656
470.0;2.1252291368694656
471.0;2.1282938102374844
472.0;2.132065938397611
473.0;2.1364966483675443
474.0;2.1414810659621417
475.0;2.146894278760925
476.0;2.1525937200449463
477.0;2.158464411549893
478.0;2.164428819759848
479.0;2.170410275858388
480.0;2.176353178278427
481.0;2.182214540416604
482.0;2.1879887982232074
483.0;2.193680273330127
484.0;2.199299723415036
485.0;2.2048713978089274
486.0;2.210425851397316
487.0;2.2159819234599727
488.0;2.2215664850215644
489.0;2.2271923315489577
490.0;2.232848385208128
491.0;2.238552198594986
492.0;2.244303760048987
493.0;2.2501094375584794
494.0;2.255945800617781
495.0;2.2617544694298526
496.0;2.2674776865849657
497.0;2.273080031188575
498.0;2.278543598728731
499.0;2.2838652044825243
500.0;2.28900707649187
501.0;2.293949879102212
502.0;2.298689993778934
503.0;2.3032262318672316
504.0;2.307537871335103
505.0;2.3116242958518964
506.0;2.3154927435723502
507.0;2.3191435398733486
508.0;2.3226099626472156
509.0;2.32593445439599
510.0;2.329183071821743
511.0;2.3324180765214564
512.0;2.335739749466529
513.0;2.3392501568580975
514.0;2.3429943388971077
515.0;2.3469288985871986
516.0;2.3509647165588134
517.0;2.3549864800203224
518.0;2.3588664553964787
519.0;2.3624921340106657
520.0;2.365768478615343
521.0;2.3686208124568653
522.0;2.3709648165603974
523.0;2.372732773638615
524.0;2.3738666836829037
525.0;2.374326632679987
526.0;2.374091710348009
527.0;2.373143968638423
528.0;2.3714646177869105
529.0;2.3690281408092906
530.0;2.3658184032194423
531.0;2.3618307817136817
532.0;2.3570717609724827
533.0;2.3515564755876954
534.0;2.3453129833247717
535.0;2.3383958262219835
536.0;2.3308857089086352
537.0;2.3228832596586417
538.0;2.3145062218692583
539.0;2.305877862489542
540.0;2.2971165278501138
541.0;2.2883319214464604
542.0;2.2796357912248633
543.0;2.271137939383346
544.0;2.262928332940286
545.0;2.2551032148688614
546.0;2.2477327939891976
547.0;2.2408900409788903
548.0;2.234642857300758
549.0;2.229039734946491
550.0;2.2241243651078926
551.0;2.2199033158523505
552.0;2.216381339325208
553.0;2.2135558948241596
554.0;2.2114259634666107
555.0;2.2099630904029355
556.0;2.2091553341961894
557.0;2.208993530430494
558.0;2.209461542730112
559.0;2.210534246312045
560.0;2.21218573137178
561.0;2.214390254797173
562.0;2.2171139660386423
563.0;2.2203028560874545
564.0;2.2238858410611453
565.0;2.227796446601965
566.0;2.231935935120745
567.0;2.236202693831756
568.0;2.240505603380417
569.0;2.244757352271077
570.0;2.2489012748668142
571.0;2.2528803523710534
572.0;2.2566504222596637
573.0;2.2601836341452044
574.0;2.2634774545044354
575.0;2.266561327636723
576.0;2.2694810551608113
577.0;2.2723198892805265
578.0;2.275193502764905
579.0;2.2782149348588545
580.0;2.281503059492557
581.0;2.2851639549285214
582.0;2.28931498152169
583.0;2.294067773285706
584.0;2.299501111028224
585.0;2.305676048692506
586.0;2.312605848657758
587.0;2.320247841919832
588.0;2.3284715537147562
589.0;2.3370689741404083
590.0;2.3457552203291003
591.0;2.354234179690692
592.0;2.3622279096454344
593.0;2.369439489602198
594.0;2.375633178164042
595.0;2.380631456347748
596.0;2.384348269812572
597.0;2.3867442511053243
598.0;2.3878718173713382
599.0;2.3877949692470137
600.0;2.386589382543291
601.0;2.3843607860287594
602.0;2.3812352758832005
603.0;2.3773503280346406
604.0;2.3728515324530517
605.0;2.367855303954776
606.0;2.362420947266455
607.0;2.356556531448432
608.0;2.350228032928521
609.0;2.3433657373118186
610.0;2.335898734353392
611.0;2.327761551145726
612.0;2.318930886925782
613.0;2.3094199550670704
614.0;2.299300303539858
615.0;2.28867476421956
616.0;2.2777210583484258
617.0;2.2666612077711155
618.0;2.255743277981838
619.0;2.2452579672673574
620.0;2.235475009930846
621.0;2.2266375451003717
622.0;2.2189607044818316
623.0;2.212591159975658
624.0;2.2076555403628224
625.0;2.2041880198004646
626.0;2.2021631015455814
627.0;2.2014826775499103
628.0;2.201995734254689
629.0;2.20350697472126
630.0;2.205796298123878
631.0;2.2086663149332306
632.0;2.211850266058525
633.0;2.215135011340487
634.0;2.218345328429971
635.0;2.2213210110004877
636.0;2.2239782061572564
637.0;2.226258839313165
638.0;2.228149843579242
639.0;2.2296519851519454
640.0;2.2307907844914245
641.0;2.2315871989317366
642.0;2.2321086563884833
643.0;2.232420355300153
644.0;2.2325730327882614
645.0;2.2326032419877104
646.0;2.2325304112885775
647.0;2.2323728806563197
648.0;2.23218815732468
649.0;2.2320020913325855
650.0;2.231868227382539
651.0;2.231835761585999
652.0;2.23204638561714
653.0;2.2325957115828463
654.0;2.2335325017313212
655.0;2.2349059648775156
656.0;2.2367844312907303
657.0;2.2392601772097835
658.0;2.242436327277733
659.0;2.24641777524412
660.0;2.2512894343575427
661.0;2.257082859169827
662.0;2.2637682062565276
663.0;2.2712504991632203
664.0;2.279334161216569
665.0;2.2877962948301596
666.0;2.2963696236052473
667.0;2.3047730654603362
668.0;2.312778953507981
669.0;2.3202047652905806
670.0;2.326926623613042
671.0;2.332815111650936
672.0;2.33779787157565
673.0;2.3417954745183485
674.0;2.344764833586482
675.0;2.3467124473397547
676.0;2.347676441791158
677.0;2.3476892401149616
678.0;2.3467746083321757
679.0;2.3449637973958057
680.0;2.3423092300116846
681.0;2.338819720548935
682.0;2.334473772491927
683.0;2.3292560922218795
684.0;2.3231711685690932
685.0;2.316220044099104
686.0;2.3084670019205786
687.0;2.3000227257945483
688.0;2.291040094663614
689.0;2.28167816960212
690.0;2.272113826572189
691.0;2.2625480889061254
692.0;2.2532099074699783
693.0;2.2443081681879855
694.0;2.2360423844466215
695.0;2.2285796727878724
696.0;2.222052507172484
697.0;2.2165444805981367
698.0;2.212076599281856
699.0;2.208620319275374
700.0;2.2060939938428628
701.0;2.204364624726027
702.0;2.2032880136467576
703.0;2.2027320947586118
704.0;2.2025706220110397
705.0;2.2026869558479243
706.0;2.202999105759233
707.0;2.2034549785901105
708.0;2.204004508339191
709.0;2.2046434711874343
710.0;2.205388484306163
711.0;2.206253556987817
712.0;2.207243103135428
713.0;2.2083689801044137
714.0;2.2096315321520414
715.0;2.21103383229391
716.0;2.2125747879170414
717.0;2.2142482656921985
718.0;2.216062366123605
719.0;2.2180415092263432
720.0;2.220214965383269
721.0;2.222613212973741
722.0;2.2252456680644253
723.0;2.228155837741537
724.0;2.23138789097838
725.0;2.2349548700393607
726.0;2.2388569333235457
727.0;2.2430828774072604
728.0;2.2476453972382378
729.0;2.2525547510182053
730.0;2.257842456674703
731.0;2.2635030523740896
732.0;2.2695067690919406
733.0;2.2758112234348387
734.0;2.2823343903220743
735.0;2.2889931285222573
736.0;2.2956834330115
737.0;2.302294401864764
738.0;2.3087090375006816
739.0;2.314804853576178
740.0;2.320473708402664
741.0;2.3256264307281276
742.0;2.3301950387731427
743.0;2.3341295407202214
744.0;2.3373922858484026
745.0;2.339943753090758
746.0;2.341743190739739
747.0;2.3427339188459815
748.0;2.3428467107109427
749.0;2.342075214325129
750.0;2.340533438690943
751.0;2.3383207058804993
752.0;2.3354346044923724
753.0;2.331859725974546
754.0;2.3276290637547357
755.0;2.3227872258126765
756.0;2.3173901336649254
757.0;2.31151236861363
758.0;2.3052463453846603
759.0;2.298710730955682
760.0;2.292017750148365
761.0;2.2853131046627015
762.0;2.278717953528699
763.0;2.27235339013637
764.0;2.266313434591266
765.0;2.260676733140326
766.0;2.2554895335549765
767.0;2.2507826929142896
768.0;2.2465703571571445
769.0;2.2428509869651276
770.0;2.2396018169848397
771.0;2.2367963287089343
772.0;2.234397534074483
773.0;2.2323648164695906
774.0;2.2306433459812736
775.0;2.2291898476630436
776.0;2.2279641995705695
777.0;2.2269455128213558
778.0;2.226123419704053
779.0;2.2255063707957903
780.0;2.225095060612568
781.0;2.2248932939518573
782.0;2.2249043948538736
783.0;2.225126353732253
784.0;2.225558159249177
785.0;2.2261981315388377
786.0;2.2270426828268177
787.0;2.2280884526868667
788.0;2.2293274707440793
789.0;2.2307511446806356
790.0;2.2323494272629083
791.0;2.2341290396246953
792.0;2.2361033419529073
793.0;2.238281952263333
794.0;2.240660260941133
795.0;2.24322341219158
796.0;2.2459627002721767
797.0;2.2488650601152695
798.0;2.25192435825777
799.0;2.255141145573795
800.0;2.258521306240355
801.0;2.262075804612246
802.0;2.2657969766633568
803.0;2.269668991320901
804.0;2.2736783342285904
805.0;2.2777991266433615
806.0;2.282001926772303
807.0;2.2862416241896795
808.0;2.2904705304193382
809.0;2.294630154136663
810.0;2.2986722741228993
811.0;2.3025448529423564
812.0;2.306199513533401
813.0;2.309586268507355
814.0;2.3126633856699192
815.0;2.315398510363082
816.0;2.317761631196377
817.0;2.319731064248476
818.0;2.321285444604264
819.0;2.3224120442682583
820.0;2.323080340084159
821.0;2.3232556250560883
822.0;2.3229221138079215
823.0;2.322087453028034
824.0;2.32077615056843
825.0;2.319026047260595
826.0;2.316882179001325
827.0;2.314395912004933
828.0;2.3116198142434623
829.0;2.3086000835308567
830.0;2.305400549468145
831.0;2.3020682410002453
832.0;2.2986555831227586
833.0;2.2951953337046915
834.0;2.2917308649286805
835.0;2.288291115710816
836.0;2.284898578121054
837.0;2.281581367527308
838.0;2.278359740057934
839.0;2.2752454970039713
840.0;2.2722407120694803
841.0;2.269352385905113
842.0;2.2665868012477275
843.0;2.263940952218794
844.0;2.261415046703415
845.0;2.2590059698549156
846.0;2.2567081509417592
847.0;2.254519757975183
848.0;2.2524427280426313
849.0;2.250477416600081
850.0;2.248632881748468
851.0;2.246917011097911
852.0;2.2453432075435926
853.0;2.2439249815484765
854.0;2.242679312235892
855.0;2.241623274830078
856.0;2.240772549362716
857.0;2.2401411598295353
858.0;2.2397465014312856
859.0;2.239598954673283
860.0;2.2397061554835567
861.0;2.240072459457919
862.0;2.240697282915491
863.0;2.241572992713474
864.0;2.2426931109347907
865.0;2.24404584870629
866.0;2.245622587850816
867.0;2.247410327999892
868.0;2.249397520859318
869.0;2.251574503510134
870.0;2.253928946194255
871.0;2.2564521532961797
872.0;2.259136438973813
873.0;2.261970094477156
874.0;2.2649363118643406
875.0;2.2680242975458005
876.0;2.271221541947327
877.0;2.274513169672828
878.0;2.2778787991386706
879.0;2.2812991310334727
880.0;2.284753014259745
881.0;2.2882239488172575
882.0;2.291680641550042
883.0;2.2950978962619515
884.0;2.2984530467645516
885.0;2.301721127056594
886.0;2.3048768499272962
887.0;2.3078984488343854
888.0;2.310757148597985
889.0;2.3134324678024614
890.0;2.315897974349297
891.0;2.3181361586785827
892.0;2.3201166137991507
893.0;2.321822502234558
894.0;2.323236984722289
895.0;2.324344706053526
896.0;2.3251317885730702
897.0;2.3255857483206865
898.0;2.3256955219548425
899.0;2.3254554156728515
900.0;2.324863911548853
901.0;2.3239188488592046
902.0;2.322618112711637
903.0;2.3209743700366703
904.0;2.318990801049973
905.0;2.3166758580775904
906.0;2.314042692924148
907.0;2.311107321793902
908.0;2.307888556394779
909.0;2.304419009604005
910.0;2.3007259941683027
911.0;2.2968449694218656
912.0;2.2928188856697727
913.0;2.288693028432762
914.0;2.284510810146152
915.0;2.2803168922946195
916.0;2.2761561264637935
917.0;2.2720761788129553
918.0;2.2681155232615784
919.0;2.2643221404391047
920.0;2.2607328412403818
921.0;2.2573856533924612
922.0;2.2543152954008607
923.0;2.25155152062361
924.0;2.249119530621745
925.0;2.2470385158570805
926.0;2.24532126452433
927.0;2.243983382528596
928.0;2.243023701820837
929.0;2.2424369945054465
930.0;2.242219303140769
931.0;2.242363008547652
932.0;2.2428625566980402
933.0;2.243711875582321
934.0;2.2449004541695072
935.0;2.2464156037834737
936.0;2.248239389258954
937.0;2.2503489491174613
938.0;2.2527191893142593
939.0;2.25532651321389
940.0;2.2581483852804785
941.0;2.261157081695429
942.0;2.264321665525916
943.0;2.2676223947379723
944.0;2.271039019941576
945.0;2.2745437440572362
946.0;2.278117410601975
947.0;2.281729606668089
948.0;2.285351294879983
949.0;2.2889560335563983
950.0;2.2925116809765895
951.0;2.2959993164296395
952.0;2.2993939764229543
953.0;2.302678442159467
954.0;2.305836359758813
955.0;2.3088565933631653
956.0;2.311725021954241
957.0;2.3144308964904354
958.0;2.3169678050424736
959.0;2.319325555523354
960.0;2.3214932268793755
961.0;2.323469513269907
962.0;2.32524768677932
963.0;2.3268207708432462
964.0;2.3281804205998604
965.0;2.3293156125232395
966.0;2.3302083970489313
967.0;2.330846065547076
968.0;2.3312132418074376
969.0;2.3312972707118904
970.0;2.3310880953324324
971.0;2.3305690987876684
972.0;2.3297296268509946
973.0;2.3285582476241857
974.0;2.3270530309870443
975.0;2.325210181319259
976.0;2.3230382815543598
977.0;2.3205487165517518
978.0;2.3177547596706307
979.0;2.3146807735852017
980.0;2.311355633963666
981.0;2.30781402183891
982.0;2.3040935480692735
983.0;2.3002408768482336
984.0;2.296305254301154
985.0;2.292329862816981
986.0;2.288361552784696
987.0;2.284447642309043
988.0;2.280629812635641
989.0;2.276951276944896
990.0;2.2734457400069474
991.0;2.270155276098647
992.0;2.2671102717532343
993.0;2.2643417036444986
994.0;2.261870540348685
995.0;2.259718200563192
996.0;2.257897768667529
997.0;2.256419152180029
998.0;2.2552813202948774
999.0;2.2544802201682823
1000.0;2.2540031112233274
1001.0;2.2538401431632766
1002.0;2.2539779616833346
1003.0;2.2544076692926494
1004.0;2.255120013272259
1005.0;2.2561069754849936
1006.0;2.257348545149531
1007.0;2.258834402275689
1008.0;2.26054869284598
1009.0;2.262474157522351
1010.0;2.2645930577571662
1011.0;2.2668838326263945
1012.0;2.2693219819394574
1013.0;2.271880481504464
1014.0;2.2745330492509264
1015.0;2.277253412859159
1016.0;2.2800167991220466
1017.0;2.28280159623719
1018.0;2.2855807713289824
1019.0;2.2883206431906453
1020.0;2.290992832040136
1021.0;2.2935780367053056
1022.0;2.296048041694363
1023.0;2.29838658046182
1024.0;2.3005829925440224
1025.0;2.3026408724940532
1026.0;2.304549001717019
1027.0;2.3063055100336043
1028.0;2.307915681449999
1029.0;2.3093883197893934
1030.0;2.310732044950542
1031.0;2.3119529875101725
1032.0;2.3130560410012837
1033.0;2.3140412360528337
1034.0;2.3149064017269203
1035.0;2.3156485110612754
1036.0;2.3162593653745445
1037.0;2.316725505858722
1038.0;2.3170285570993756
1039.0;2.317148803879322
1040.0;2.3170634995061743
1041.0;2.316752492521485
1042.0;2.3161942076060615
1043.0;2.3153712995107614
1044.0;2.314268597914641
1045.0;2.312881090277317
1046.0;2.3112117242329937
1047.0;2.309265707995128
1048.0;2.3070682206495974
1049.0;2.304633897865167
1050.0;2.3019876937141315
1051.0;2.299164963139293
1052.0;2.296194027882638
1053.0;2.293114451432627
1054.0;2.289965630242655
1055.0;2.2867905799107606
1056.0;2.2836350511332477
1057.0;2.280532077092489
1058.0;2.277527314020081
1059.0;2.2746552304810512
1060.0;2.271947652987473
1061.0;2.269444009428919
1062.0;2.2671651815967295
1063.0;2.2651300445832976
1064.0;2.2633587390706125
1065.0;2.2618607016265817
1066.0;2.2606398783529054
1067.0;2.2596982525991858
1068.0;2.2590307579717317
1069.0;2.2586239678844398
1070.0;2.2584664954601386
1071.0;2.2585430670410145
1072.0;2.2588398833153565
1073.0;2.2593439464690457
1074.0;2.2600433377522378
1075.0;2.260926268569149
1076.0;2.261982556020366
1077.0;2.2631994078002573
1078.0;2.264565714937932
1079.0;2.2660688683953714
1080.0;2.267694718095706
1081.0;2.269426112436891
1082.0;2.271243152558182
1083.0;2.2731259695786727
1084.0;2.2750555182169676
1085.0;2.2770128381065353
1086.0;2.2789855949261097
1087.0;2.28095942624032
1088.0;2.282911522369226
1089.0;2.2848209428967765
1090.0;2.2866698990215992
1091.0;2.288450270829512
1092.0;2.290147704998088
1093.0;2.291752841555273
1094.0;2.2932674434526295
1095.0;2.2946968727785833
1096.0;2.2960367277767455
1097.0;2.297294961821145
1098.0;2.29847904688361
1099.0;2.299590720914791
1100.0;2.300638686230916
1101.0;2.3016266644480314
1102.0;2.3025524344745687
1103.0;2.3034157376600097
1104.0;2.3042080165914247
1105.0;2.3049213169465754
1106.0;2.3055449036252336
